Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-22.15,-26.31,-24.21,-16.12,-18.56,-16.54,-22.81,-20.54,-21.17,-28.44
11.50,-15.48,-21.39,-18.73,-11.29,-13.11,-8.02,-23.89,-20.53,-21.54,-29.23
37.50,-7.83,-13.99,-11.49,-5.41,-12.62,1.12,-22.51,-16.14,-16.06,-22.49
68.00,1.77,-5.28,-3.26,-8.53,5.45,14.86,-11.46,-5.32,-5.33,-10.67
98.00,6.88,3.92,4.34,-4.19,13.20,20.96,-1.14,4.70,3.65,-5.45
127.50,7.11,8.32,6.16,0.14,17.77,23.93,0.69,8.20,6.02,-6.00
157.50,7.11,15.68,12.43,12.78,31.39,39.69,7.24,16.92,14.48,8.20
187.50,-58.80,3.49,13.56,24.54,48.42,68.22,23.87,35.29,35.51,44.29
217.50,-77.12,-6.00,11.76,24.28,51.82,72.72,27.39,35.38,35.51,50.36
247.50,-81.36,-9.45,9.82,18.75,49.06,66.98,27.14,37.78,31.20,49.56
277.50,-84.23,-12.57,6.79,16.17,48.95,66.66,24.51,35.15,27.51,44.05
306.00,-86.21,-15.40,4.75,12.89,42.87,63.24,22.52,33.08,25.21,44.05
335.00,-87.51,-14.71,1.95,7.80,43.22,66.91,19.99,31.98,24.26,42.60
366.50,-89.92,-16.64,2.28,12.17,42.79,67.25,19.41,32.51,25.03,38.15
397.50,-89.92,-17.88,2.69,11.96,40.64,67.81,18.38,30.97,23.68,41.06
426.50,-90.06,-21.66,0.12,9.07,36.35,63.38,15.37,27.68,19.49,36.58
456.00,-89.98,-22.44,1.20,11.41,36.52,63.11,15.37,27.68,19.49,44.14
486.50,-86.47,-16.96,4.59,13.65,41.27,70.76,16.65,29.70,31.11,46.48
516.00,-88.01,-12.66,5.19,15.86,42.75,72.30,18.93,33.08,33.96,47.25
546.50,-88.04,-13.69,5.38,15.00,43.78,68.54,18.86,32.13,32.56,44.46
578.00,-89.09,-15.49,2.30,8.93,42.82,67.95,16.68,30.21,29.86,41.06
608.00,-88.79,-15.38,3.09,11.57,41.75,70.06,16.83,29.94,29.54,40.55
638.00,-88.79,-14.85,3.51,13.03,41.78,71.66,17.10,30.36,30.75,41.99
668.00,-87.10,-17.40,4.00,12.38,40.32,68.81,16.21,29.94,30.16,38.19
698.00,-89.15,-16.94,3.39,12.66,40.30,68.80,16.23,29.94,30.16,39.69
728.00,-85.00,-17.90,3.76,11.70,39.43,69.96,14.18,28.29,24.67,37.79
758.00,-86.02,-15.89,3.99,13.78,40.61,70.76,16.82,30.40,27.47,39.81
788.50,-84.79,-14.51,5.36,14.13,42.16,71.60,17.59,31.52,29.57,38.86
818.50,-85.85,-10.72,5.81,12.72,44.79,73.69,18.75,31.80,30.49,42.39
848.50,-89.49,-13.47,5.61,13.45,45.19,71.74,18.88,30.80,29.55,41.49
878.50,-89.49,-12.84,5.95,14.93,44.96,72.25,18.52,31.16,28.85,40.74
908.00,-80.50,-8.64,8.63,19.31,49.35,77.57,21.13,33.41,31.37,45.02
938.00,-83.51,-7.42,10.06,22.08,50.02,75.97,21.13,33.41,31.37,46.79
968.50,-85.76,-8.40,9.32,19.16,47.90,76.52,21.10,33.25,29.34,44.21
998.00,-82.54,-9.02,9.46,17.95,48.25,76.85,20.10,32.65,28.84,42.22
1028.00,-82.31,-6.61,10.05,20.07,49.39,76.68,21.15,34.58,30.42,41.80
1058.50,-82.78,-6.58,9.18,15.58,50.86,77.28,22.92,34.59,31.31,44.45
1088.00,-81.15,-6.17,10.33,18.86,50.73,76.82,23.21,34.85,32.67,44.14
1117.50,-80.99,-2.64,12.42,22.66,53.13,83.00,23.76,36.10,33.04,45.92
1147.50,-76.21,-1.47,13.24,24.85,55.28,86.01,25.35,36.19,34.35,47.43
1177.50,-80.05,-2.20,14.27,26.15,56.11,86.22,25.35,36.19,34.35,46.55
1207.50,-78.05,-2.04,14.28,28.75,56.25,87.51,26.22,37.29,32.27,47.87
1237.00,-80.28,-1.04,13.29,30.46,56.15,86.82,26.48,37.60,31.88,48.14
1267.00,-75.96,0.61,14.60,30.70,57.34,86.88,26.89,38.11,33.68,48.63
1297.50,-72.46,1.21,14.95,31.45,59.93,89.13,28.93,39.90,36.92,50.33
1326.50,-69.84,1.07,16.89,33.37,60.21,89.58,29.31,39.17,37.49,49.05
1356.00,-69.91,-0.41,16.41,32.99,59.59,90.26,29.79,39.36,36.62,48.30
1386.50,-77.19,-2.35,15.61,31.25,58.46,88.94,27.31,38.54,34.12,48.55
1416.50,-80.17,-2.17,15.07,28.85,57.18,86.35,27.30,38.44,34.12,44.95
1447.00,-81.06,-3.92,13.26,26.03,56.17,84.78,24.09,35.16,39.21,46.76
1477.50,-82.61,-5.98,12.05,22.98,55.92,82.91,22.53,35.47,38.48,43.37
1507.00,-82.01,-7.36,10.25,20.36,48.45,77.95,20.23,32.91,35.96,42.94
