Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,1.75,2.17
2.00,0.83,2.12
18.50,1.17,2.15
48.50,1.35,2.51
78.50,1.35,2.56
108.50,0.53,2.64
138.50,-32.49,-14.37
165.50,-153.12,-100.66
195.16,-225.33,-191.71
228.00,-231.13,-208.62
258.00,-229.90,-208.45
288.50,-231.64,-209.78
317.00,-231.59,-209.47
347.00,-230.87,-208.31
378.50,-230.64,-208.04
408.50,-230.68,-208.39
438.50,-230.05,-209.34
468.50,-230.69,-208.85
498.50,-231.14,-208.19
528.50,-230.85,-207.40
557.50,-231.64,-207.50
587.50,-225.01,-204.93
618.50,-211.44,-195.92
648.50,-205.19,-194.62
678.00,-201.24,-193.84
707.00,-200.87,-194.98
737.00,-200.00,-194.25
768.00,-202.20,-193.89
798.50,-203.85,-194.98
828.50,-203.62,-194.24
858.50,-203.64,-194.15
888.00,-203.19,-194.16
917.00,-202.88,-194.12
947.50,-203.05,-195.58
978.00,-202.40,-194.44
1007.50,-201.80,-194.18
1037.50,-201.64,-195.65
1067.00,-201.34,-194.29
1096.50,-202.46,-194.64
1126.00,-201.61,-195.94
1156.50,-201.50,-195.16
1187.50,-201.22,-194.99
1217.50,-200.78,-195.57
1248.00,-201.11,-195.33
1277.50,-199.47,-196.35
1307.00,-198.90,-197.12
1337.50,-199.19,-196.81
1367.50,-197.75,-197.63
1397.50,-197.43,-196.99
1427.50,-196.87,-196.11
1457.50,-198.04,-196.97
1487.50,-196.77,-196.60
1517.50,-197.04,-196.49
1547.00,-196.69,-197.00
1577.00,-197.14,-197.25
1607.50,-197.76,-197.69
1637.50,-196.87,-198.26
1667.50,-196.30,-197.07
1697.50,-196.98,-197.11
1727.50,-197.18,-195.03
1757.50,-196.37,-196.80
1787.50,-197.19,-196.96
1817.00,-196.82,-197.17
1847.00,-196.94,-196.93
1877.50,-195.60,-197.05
1907.50,-193.64,-170.94
1936.00,-193.53,-56.52
1964.50,-194.17,-14.93
1995.00,-193.78,-5.25
2025.50,-195.15,-2.78
2056.50,-193.96,-3.08
2087.50,-192.99,21.36
2117.50,-187.31,137.37
2147.50,-182.98,201.69
2175.50,-181.27,207.86
2205.00,-181.39,208.44
2237.00,-181.30,209.15
2267.50,-182.23,209.17
2297.50,-181.14,209.76
2327.50,-181.85,209.25
2357.00,-182.27,209.58
