Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-49.50,-53.82,-48.77,-43.64,-43.98,-44.26,-47.40,-51.13,-51.49,-60.88
5.00,-37.01,-43.78,-41.01,-36.43,-33.25,-36.48,-41.70,-46.46,-45.82,-54.19
24.50,-21.56,-35.21,-31.85,-28.55,-24.24,-28.87,-37.30,-38.97,-36.61,-45.04
54.50,-2.94,-4.24,-6.20,-4.49,-11.09,-0.55,-27.89,-22.91,-18.12,-25.57
84.50,12.57,4.88,5.14,4.55,10.25,25.47,-12.89,-6.40,-3.27,-3.12
114.50,18.65,15.11,13.54,16.51,26.67,42.24,9.29,12.98,10.29,5.98
144.50,-4.07,12.64,15.30,23.62,33.87,49.42,21.70,34.90,30.63,36.55
173.50,-56.10,-12.07,-6.56,11.34,20.55,138.55,51.64,69.39,62.23,84.75
203.50,-80.14,-27.06,-20.89,-3.64,11.80,137.29,43.98,57.91,62.24,91.84
234.50,-93.49,-52.66,-44.08,-24.31,-8.20,124.18,35.85,51.36,55.24,89.41
264.50,-98.78,-62.50,-49.33,-33.25,-20.95,100.95,29.51,43.89,48.19,75.53
294.50,-108.36,-77.05,-60.43,-43.67,-31.26,80.82,17.71,33.05,37.61,62.40
324.50,-113.60,-85.49,-68.24,-50.82,-39.80,66.69,10.03,27.14,32.18,55.54
354.50,-118.03,-90.57,-71.98,-54.81,-47.24,36.63,4.74,20.77,24.29,46.92
384.50,-121.99,-90.80,-71.05,-56.70,-48.05,29.49,2.45,19.60,23.48,47.87
414.50,-115.97,-83.19,-63.56,-50.03,-43.81,36.48,3.78,23.84,25.73,48.73
444.50,-113.40,-79.26,-60.29,-44.80,-39.62,46.85,9.73,28.34,29.83,50.16
474.50,-106.78,-75.00,-57.30,-40.97,-37.82,51.17,11.00,29.74,30.47,53.35
504.50,-106.32,-76.08,-57.14,-41.85,-36.96,54.42,11.27,30.50,29.60,48.33
534.50,-109.65,-75.35,-56.41,-41.82,-34.25,56.88,11.44,31.05,29.79,56.93
564.50,-99.49,-70.06,-52.12,-39.29,-30.37,65.13,15.57,32.87,33.38,66.35
594.50,-99.51,-62.04,-42.40,-33.79,-24.13,75.05,19.55,39.31,38.33,68.33
624.50,-99.59,-61.38,-42.64,-36.25,-23.66,76.10,21.04,38.32,39.15,70.09
654.50,-97.90,-63.46,-45.35,-38.16,-24.96,77.81,19.38,35.56,36.60,60.79
684.00,-97.94,-64.56,-45.43,-39.17,-27.46,77.25,18.55,36.61,37.81,54.52
714.00,-98.61,-66.48,-47.70,-40.76,-28.18,69.40,18.08,34.99,36.74,59.69
744.50,-100.97,-65.70,-47.64,-40.98,-26.69,70.86,18.04,34.93,35.48,61.52
773.50,-99.99,-65.05,-48.37,-40.06,-27.96,62.97,18.00,34.91,35.35,64.87
803.50,-94.23,-66.50,-47.28,-40.24,-27.97,65.83,18.22,35.49,36.06,65.63
834.50,-97.27,-67.71,-49.14,-42.67,-30.04,60.86,15.16,29.85,31.63,63.60
864.50,-113.24,-74.04,-53.55,-42.92,-27.90,68.78,25.58,49.81,47.80,80.96
894.50,-128.79,-88.46,-64.23,-52.05,-40.27,81.04,23.53,47.06,48.05,82.87
924.50,-133.24,-95.29,-71.83,-58.15,-44.62,74.80,18.81,38.85,43.12,73.98
954.50,-134.11,-100.16,-75.90,-55.58,-46.94,64.27,17.31,37.87,40.66,73.98
984.50,-142.11,-99.33,-77.25,-55.00,-50.71,51.78,17.02,36.40,39.38,68.51
1014.50,-142.66,-100.85,-79.16,-57.73,-52.99,51.78,14.36,32.01,37.02,67.51
1044.50,-140.69,-102.02,-78.94,-57.90,-52.84,43.45,14.37,34.28,36.96,68.87
1074.50,-146.58,-107.03,-83.49,-62.03,-58.24,28.42,10.97,30.43,32.56,59.94
1104.50,-142.79,-110.83,-86.10,-65.78,-57.41,20.98,7.43,27.91,31.25,56.50
1134.50,-139.25,-105.80,-83.53,-61.79,-56.82,18.11,11.91,33.20,34.82,69.19
1164.50,-136.02,-102.10,-78.86,-57.93,-51.38,38.22,18.44,39.81,40.39,75.38
1193.50,-135.54,-99.85,-77.34,-57.54,-51.49,52.53,28.37,48.68,48.39,74.08
1223.50,-140.38,-103.03,-80.03,-59.71,-51.88,48.02,30.54,51.81,53.09,80.86
1254.50,-135.65,-103.08,-80.67,-59.49,-51.01,44.63,30.69,47.43,51.03,76.14
1284.50,-140.47,-102.79,-80.48,-58.87,-50.12,44.57,30.59,45.56,49.74,74.40
1314.50,-144.47,-106.27,-83.54,-63.99,-52.46,40.97,27.56,40.79,49.30,75.39
1344.50,-145.75,-108.75,-85.54,-63.82,-54.98,37.10,24.67,38.62,45.96,81.45
1374.50,-143.93,-107.57,-84.26,-64.13,-54.29,37.55,25.80,39.13,43.75,77.37
1404.50,-141.56,-105.99,-83.40,-61.80,-53.60,36.13,27.46,40.88,47.06,77.74
1434.50,-137.16,-99.57,-76.28,-56.86,-45.08,43.86,32.25,46.00,55.40,86.18
1464.50,-132.40,-95.33,-72.76,-51.85,-42.85,45.53,36.82,51.94,59.34,97.30
1493.50,-133.65,-87.77,-66.17,-48.79,-39.90,45.89,38.90,53.72,60.58,97.38
