Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.07,-1.82
13.50,-0.42,-1.91
41.50,0.04,-1.67
71.50,0.08,-1.98
101.50,-0.16,-1.91
131.50,-6.67,5.51
161.50,-78.74,74.29
191.50,-101.70,107.62
221.50,-101.88,111.93
251.00,-101.13,112.89
281.00,-101.02,113.07
311.50,-100.67,112.56
341.50,-101.05,111.92
371.50,-101.26,112.08
401.50,-100.18,112.05
431.50,-100.31,112.17
461.50,-101.29,112.17
491.50,-101.83,111.59
521.00,-101.14,111.71
550.00,-100.69,112.50
579.50,-100.88,111.70
609.00,-101.26,112.13
640.00,-102.24,112.51
671.50,-101.82,112.10
701.50,-101.88,112.22
731.50,-101.77,112.10
760.50,-101.68,112.67
790.50,-102.70,112.25
821.00,-103.78,111.38
851.00,-101.72,111.51
881.00,-102.29,111.57
911.00,-102.50,112.04
941.50,-101.86,111.87
971.50,-103.36,111.93
1001.50,-103.35,111.43
