Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.46,0.04
10.00,-0.42,0.08
34.50,-0.16,0.43
64.50,-0.47,-0.46
94.50,-0.40,0.34
124.50,-1.15,1.19
154.50,-72.36,69.57
184.50,-132.97,140.31
213.50,-137.01,149.41
243.50,-136.09,151.01
274.50,-136.27,151.55
304.50,-136.63,152.58
334.50,-135.83,152.71
364.50,-135.81,151.57
394.50,-135.41,150.65
424.50,-135.90,151.37
454.50,-136.52,151.39
484.50,-135.30,151.91
514.50,-135.59,151.14
544.50,-135.47,150.74
574.50,-134.27,150.71
604.00,-135.25,152.04
634.00,-135.87,151.29
664.50,-135.87,150.93
694.50,-135.61,151.20
724.50,-136.25,151.72
754.50,-135.32,151.41
784.50,-132.76,148.36
814.50,-103.23,114.87
844.00,-92.23,103.67
874.00,-91.53,104.19
904.50,-91.42,103.46
934.50,-91.71,103.46
964.50,-90.66,103.56
992.50,-90.45,102.91
1022.50,-91.37,103.34
1054.50,-90.38,103.49
1084.50,-90.10,103.44
1113.00,-90.86,102.81
1143.00,-91.00,102.86
1172.50,-90.79,103.76
1202.50,-91.71,103.16
1233.00,-91.19,103.49
1262.00,-91.66,102.91
1293.00,-91.99,103.54
1324.00,-90.66,103.83
1354.50,-90.18,103.63
1384.50,-90.43,103.03
1414.00,-90.32,102.82
1444.00,-89.64,103.05
1474.50,-90.83,102.93
1504.50,-89.34,102.97
1534.00,-91.14,102.25
1562.50,-92.64,102.72
1593.00,-92.41,102.59
1623.50,-94.29,102.71
1653.50,-125.56,127.47
1684.00,-138.49,146.14
1714.00,-138.31,150.93
1743.50,-137.89,149.96
