Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,178.75,88.69
9.50,1609.03,1974.31
33.50,6008.18,4857.59
63.50,10204.80,11463.79
93.50,17233.48,22235.25
123.50,23551.42,26332.27
153.50,18784.86,25782.55
183.50,17599.62,21035.51
213.50,15789.39,16358.53
243.50,14578.20,14747.99
273.50,15213.56,15695.82
303.50,16987.23,17876.79
333.50,18825.93,20466.66
360.50,20127.59,21153.21
390.50,20645.70,21696.55
423.50,20039.62,21936.00
453.00,19407.03,21632.77
483.00,18798.00,21324.25
512.00,19563.03,21921.31
542.00,20143.28,21890.75
573.50,20319.91,22024.48
601.00,20319.91,22101.08
630.00,21300.53,21858.01
661.50,20421.84,22780.50
691.50,21557.61,22171.10
722.00,20906.71,21927.35
752.50,20959.74,22939.49
782.50,21173.71,22939.49
812.00,20860.69,22033.90
842.00,21162.30,21347.61
872.50,20542.93,22124.31
902.00,19659.60,23206.72
931.50,21327.89,23213.75
962.00,21490.37,25255.58
992.50,23792.90,25961.31
1022.50,25223.62,25772.10
1052.50,23062.93,23868.79
1082.50,20359.54,21702.59
1112.50,19304.13,20452.38
1143.00,19910.35,21455.03
1173.50,20585.00,22316.07
1203.50,22591.83,24509.31
1232.00,22853.10,23238.95
1262.00,21815.70,24097.35
1293.50,20337.36,22638.14
1323.50,19941.65,22638.14
1353.50,21490.45,23140.14
1382.50,23427.03,25662.96
1412.50,23614.84,26817.36
1443.50,22240.26,24259.66
1473.50,21159.28,23760.20
1503.00,18606.78,18517.32
1533.00,14324.85,15486.75
1563.50,10278.26,18753.11
1593.50,10149.38,21730.01
1623.50,11815.16,20830.24
1653.50,18689.57,19509.41
1683.00,20315.99,21445.40
1712.50,23243.37,19660.25
1742.00,22665.45,19866.45
1772.50,18495.38,21519.85
1803.50,23067.06,17918.31
1833.50,21954.69,18995.44
1862.50,17435.16,24289.26
1891.00,20693.66,19252.11
1922.00,25008.36,16208.80
1953.50,22515.44,19566.81
1983.50,22400.23,18930.50
2011.50,22491.95,20178.99
2040.50,24141.74,18590.39
2072.50,21707.61,20281.69
2103.00,18513.73,19992.78
2131.50,6727.71,7222.88
2161.00,1794.86,1990.95
2192.00,433.15,640.99
2222.50,433.15,640.99
2252.50,433.15,100.01
2282.50,433.15,100.01
2313.00,433.15,100.01
2342.00,433.15,100.01
2372.00,433.15,100.01
2403.50,433.15,100.01
2433.50,433.15,100.01
2462.50,433.15,100.01
2492.00,433.15,100.01
