Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,0.30,0.00,0.00,0.00,342.92,24.60,235.90,168.53,46.79,38.99,410.10,12.88,32.15,278.02,37.11,0.30,0.30,0.00,0.00
2.00,0.00,0.30,0.00,0.00,0.00,324.06,21.40,235.90,137.94,43.82,41.93,412.38,13.98,51.23,252.32,36.80,0.30,0.30,0.00,0.00
18.50,0.00,0.30,0.00,0.00,0.00,366.10,24.20,235.90,167.97,43.82,43.55,407.52,13.55,46.29,273.62,37.52,0.30,0.30,0.00,0.00
48.50,0.00,0.30,0.00,0.00,0.00,294.54,19.78,235.90,157.26,43.82,36.68,380.45,13.55,57.37,249.16,38.00,0.30,0.30,0.00,0.00
78.50,0.00,0.30,0.00,0.00,0.00,333.89,20.69,235.90,152.18,44.80,36.68,413.34,13.55,39.57,264.71,33.26,0.30,0.30,0.00,0.00
108.50,0.00,0.30,0.00,0.00,0.00,301.57,21.06,235.90,166.53,50.60,36.68,401.77,13.55,33.26,266.14,38.66,0.30,0.30,0.00,0.00
138.50,0.00,0.30,0.00,0.00,0.00,328.07,22.58,235.90,165.77,50.60,48.93,872.34,13.55,45.53,292.79,37.78,0.30,0.30,0.00,0.00
168.50,0.00,0.30,0.00,0.00,0.00,316.19,22.58,235.90,148.37,50.60,23.99,2209.90,13.55,42.24,251.72,39.73,0.30,0.30,0.00,0.00
198.50,0.00,0.30,0.00,0.00,0.00,287.26,34.42,235.90,434.66,45.78,38.02,3058.47,13.55,63.63,290.50,39.98,0.30,0.30,0.00,0.00
228.50,0.00,0.30,0.00,0.00,0.00,373.08,36.70,233.77,1663.28,46.53,43.87,3285.14,13.55,226.14,361.16,39.98,0.30,0.30,0.00,0.00
