Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
258.50,0.00,0.30,0.00,0.00,0.00,383.49,39.33,254.21,1660.03,61.61,361.33,3373.53,13.55,920.98,329.20,39.98,0.30,0.30,0.00,0.00
287.00,0.00,0.30,0.00,0.00,0.00,658.17,47.06,254.21,1761.87,61.61,714.73,3429.04,16.91,2535.83,372.68,39.98,0.30,0.30,0.00,0.00
316.00,0.00,0.30,0.00,0.00,0.00,1729.17,59.51,325.87,1856.07,61.61,998.11,2874.44,14.95,2211.99,993.53,40.10,0.30,0.30,0.00,0.00
347.50,0.00,0.30,0.00,0.00,0.00,2009.79,44.05,466.93,1755.27,77.97,801.57,2750.16,131.67,1988.25,926.27,40.10,0.30,0.30,0.00,0.00
377.50,0.00,0.30,0.00,0.00,0.00,1232.71,29.54,453.19,1159.92,81.91,668.04,2708.73,220.72,1988.25,567.94,40.10,0.30,0.30,0.00,0.00
406.00,0.00,0.30,0.00,0.00,0.00,733.30,23.71,388.95,1065.94,65.75,641.31,2692.30,188.21,1782.95,515.14,40.10,0.30,278.51,0.00,0.00
435.00,0.00,0.30,0.00,0.00,0.00,519.94,26.84,296.94,656.24,46.81,629.89,2755.64,180.18,1605.49,470.63,40.93,0.30,291.50,0.00,0.00
466.00,0.00,0.30,0.00,0.00,0.00,474.92,22.71,296.94,303.35,49.68,525.62,2798.50,181.61,1622.85,534.93,54.71,0.30,490.18,0.00,0.00
497.50,0.00,0.30,0.00,0.00,0.00,418.96,21.91,252.38,188.43,50.64,464.48,2786.27,215.17,1696.44,540.07,75.62,0.30,541.24,0.00,0.00
527.50,0.00,0.30,0.00,0.00,0.00,368.83,26.45,252.38,200.35,45.84,498.66,2714.38,258.51,1703.87,574.78,110.59,0.30,422.06,0.00,0.00
557.50,0.00,0.30,0.00,0.00,0.00,388.92,24.88,204.17,222.75,49.74,489.81,2762.39,323.27,1758.20,603.71,133.22,0.30,529.15,0.00,0.00
588.00,0.00,0.30,0.00,0.00,0.00,362.82,25.62,246.89,177.99,50.26,550.85,2675.99,359.77,1766.63,586.52,152.65,0.30,712.66,0.00,0.00
618.00,0.00,0.30,0.00,0.00,0.00,376.39,25.29,246.89,190.19,49.59,537.79,2637.27,397.82,1803.37,603.34,156.77,0.30,936.52,0.00,0.00
648.00,0.00,0.30,0.00,0.00,0.00,431.07,29.48,246.89,213.08,51.18,526.74,2598.06,452.95,1804.84,655.13,151.21,0.30,1062.26,0.00,0.00
677.50,0.00,0.30,0.00,0.00,0.00,366.70,25.99,246.89,226.80,51.70,578.93,2601.74,468.38,1821.95,635.25,171.69,0.30,1110.55,0.00,0.00
707.50,0.00,0.30,0.00,0.00,0.00,396.54,25.99,246.89,191.89,53.33,523.91,2595.06,490.51,1839.97,599.98,174.90,0.30,1112.23,0.00,0.00
738.50,0.00,0.30,0.00,0.00,0.00,376.90,25.60,246.89,207.30,49.13,524.71,2595.00,545.46,1840.35,650.07,178.90,0.30,1156.88,31.31,0.00
768.50,0.00,0.30,0.00,0.00,0.00,372.01,22.50,246.89,230.02,50.68,551.72,2545.42,544.18,1854.42,650.57,185.61,0.30,1155.80,34.19,0.00
798.50,0.00,0.30,0.00,0.00,0.00,440.29,23.35,246.89,235.05,54.05,547.71,2636.35,566.23,1875.71,576.94,178.77,0.30,1197.83,64.85,0.00
828.50,0.00,0.30,0.00,0.00,0.00,392.53,28.50,271.10,232.17,51.27,581.37,2622.21,513.47,1839.68,578.21,185.45,0.30,1255.05,84.20,0.00
857.50,0.00,0.30,0.00,0.00,0.00,342.63,30.70,262.15,202.40,51.67,557.72,2644.75,495.76,1740.14,499.27,198.87,0.30,1252.15,67.80,0.00
887.50,0.00,0.30,0.00,0.00,0.00,428.74,26.55,244.45,259.32,50.88,532.10,2642.64,513.94,1829.65,558.91,220.06,0.30,1252.15,34.92,0.00
918.50,0.00,0.30,0.00,0.00,0.00,361.03,27.07,258.18,222.87,52.67,538.64,2640.79,517.95,1814.43,547.08,214.60,0.30,1249.41,47.06,0.00
948.00,0.00,0.30,0.00,0.00,0.00,406.57,28.14,251.16,212.94,52.70,522.62,2602.88,476.74,1785.55,615.89,207.22,0.30,1225.67,13.65,0.00
978.00,0.00,0.30,0.00,0.00,0.00,374.04,28.14,274.97,210.83,52.70,545.48,2574.72,450.80,1755.16,568.31,211.65,0.30,1225.67,5.76,0.00
1008.50,0.00,0.30,0.00,0.00,0.00,394.22,21.67,231.02,228.86,53.96,522.47,2565.24,367.00,1696.12,529.04,215.69,0.30,1183.79,16.10,0.00
1037.50,0.00,0.30,0.00,0.00,0.00,388.89,25.45,231.02,214.54,50.66,495.80,2523.93,271.33,1674.02,497.70,214.62,0.30,1196.00,2.50,0.00
1067.50,0.00,0.30,0.00,0.00,0.00,333.21,24.23,231.02,205.69,50.68,459.91,2461.53,197.67,1486.31,471.50,195.47,0.30,1146.29,2.50,0.00
1098.00,0.00,0.30,0.00,0.00,0.00,356.20,24.92,231.02,190.35,53.65,438.95,2565.04,188.42,1402.46,443.00,192.97,0.30,970.64,2.50,0.00
1128.00,0.00,0.30,0.00,0.00,0.00,314.80,21.14,231.02,199.00,53.57,418.71,2413.75,205.91,1356.53,465.49,170.61,0.30,773.41,2.50,0.00
1158.50,0.00,0.30,0.00,0.00,0.00,347.47,22.77,231.02,173.34,51.45,410.22,1791.05,109.70,1119.10,537.42,182.80,0.30,824.44,2.50,0.00
1188.50,0.00,0.30,0.00,0.00,0.00,365.55,24.14,231.02,194.26,51.15,356.27,1329.26,68.13,819.21,390.98,199.28,0.30,906.25,2.50,0.00
1218.50,0.00,0.30,0.00,0.00,0.00,329.77,23.62,231.02,168.05,51.64,257.57,1085.41,48.28,593.12,337.77,191.13,0.30,924.61,2.50,0.00
1248.50,0.00,0.30,0.00,0.00,0.00,349.71,27.85,231.02,185.71,52.23,211.32,908.79,44.25,514.28,275.72,138.04,0.30,917.19,2.50,0.00
1278.50,0.00,0.30,0.00,0.00,0.00,346.14,24.14,231.02,141.44,50.23,160.52,932.80,42.30,547.44,262.67,101.17,0.30,903.94,2.50,0.00
1308.50,0.00,0.30,0.00,0.00,0.00,367.46,24.14,231.02,157.54,50.81,167.65,854.89,42.30,424.56,282.39,81.12,0.30,920.32,2.50,0.00
1338.50,0.00,0.30,0.00,0.00,0.00,292.71,24.83,231.02,184.15,54.60,160.34,829.01,38.47,389.84,269.72,75.17,0.30,960.16,2.50,0.00
1367.50,0.00,0.30,0.00,0.00,0.00,303.89,23.70,231.02,184.15,51.21,146.05,795.74,40.39,296.14,266.95,69.34,0.30,1008.01,2.50,0.00
1397.50,0.00,0.30,0.00,0.00,0.00,348.77,23.19,231.02,148.46,55.48,127.02,787.23,34.36,242.24,272.13,70.31,0.30,993.84,2.50,0.00
1428.50,0.00,0.30,0.00,0.00,0.00,351.48,24.35,231.02,140.28,55.48,104.83,729.52,28.50,150.18,274.44,64.45,0.30,972.78,2.50,0.00
1458.50,0.00,0.30,0.00,0.00,0.00,325.10,23.68,231.02,146.94,55.48,101.14,628.59,28.50,119.49,262.04,63.99,0.30,846.63,2.50,0.00
1488.50,0.00,0.30,0.00,0.00,0.00,344.60,23.62,231.02,167.85,47.79,94.15,571.49,25.76,100.56,292.24,58.66,0.30,631.21,2.50,0.00
1518.50,0.00,0.30,0.00,0.00,0.00,339.93,27.56,231.02,168.43,53.65,89.07,581.78,25.76,89.32,260.35,52.92,0.30,621.77,2.50,0.00
1548.50,0.00,0.30,0.00,0.00,0.00,326.47,28.11,231.02,154.25,53.65,68.05,565.89,24.23,82.09,259.71,49.81,0.30,628.82,2.50,0.00
