Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,13.13,13.64,13.67,13.44,14.02,12.88,12.33,14.47,13.82,13.34,13.21,14.07,13.34,12.04,11.99,15.61,14.17,14.38,14.78,14.10,14.25,13.67,12.91,20.73,19.51,18.00,16.05,14.56,14.15,13.69,13.36,26.86,23.17,21.36,19.25,16.31,14.56,13.90,13.32,17.90,18.51,16.18,16.33,19.56,27.60,120.48,21.31,14.89,14.45,14.23,14.78,14.35,14.45,13.57,13.29,14.24,14.43,14.71,14.53,14.28,14.20,13.84,13.21,14.47,14.05,15.04,14.73,14.35,14.53,13.87,13.13,15.57,15.37,15.06,14.68,14.66,14.45,13.90,12.98,16.83,16.18,16.10,15.67,15.75,15.47,13.64,13.25,16.64,16.21,16.51,16.87,16.56,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,17.32,20.65,20.49,20.09,19.69,20.14,19.06,18.93
7.50,13.13,13.64,13.67,13.44,14.02,12.88,12.33,14.47,13.82,13.34,13.21,14.07,13.34,12.04,11.99,19.46,17.01,16.65,16.54,14.10,14.25,13.67,12.91,42.84,39.70,31.67,23.17,17.51,15.60,13.69,13.36,62.97,49.51,43.65,38.85,21.48,17.57,16.18,14.77,39.25,44.66,36.75,28.69,42.68,77.37,255.63,43.83,58.18,28.57,34.37,18.67,17.27,16.55,15.86,14.60,43.78,36.31,19.23,14.53,14.28,14.71,13.84,13.21,14.47,14.05,15.04,14.73,14.35,14.53,13.87,13.13,15.57,15.37,15.06,14.68,14.66,14.45,13.90,12.98,16.83,16.18,16.10,15.67,15.75,15.47,13.64,13.25,16.64,16.21,16.51,16.87,16.56,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,17.32,20.65,20.49,20.09,19.69,20.14,19.06,18.93
29.50,13.13,13.64,13.67,13.44,14.02,12.88,12.33,29.45,23.58,16.37,14.17,14.07,13.34,12.04,11.99,60.08,52.42,35.59,26.50,16.36,14.25,13.67,12.91,118.06,107.66,87.42,57.30,21.97,17.83,15.98,15.04,159.08,133.81,123.43,96.37,31.39,25.71,22.03,18.75,105.26,118.49,100.67,74.67,122.82,255.34,366.15,85.33,147.05,60.20,74.26,30.76,20.99,20.31,19.57,18.62,112.37,107.53,53.98,18.23,15.72,14.71,13.84,13.97,66.08,39.71,38.96,23.91,15.75,14.94,13.87,13.13,15.57,15.37,15.06,14.68,14.66,14.45,13.90,12.98,16.83,16.18,16.10,15.67,15.75,15.47,13.64,13.25,16.64,16.21,16.51,16.87,16.56,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,17.32,20.65,20.49,20.09,19.69,20.14,19.06,18.93
59.50,13.13,13.64,13.67,13.44,14.02,12.88,12.33,67.82,56.20,31.33,17.34,16.46,13.34,13.49,11.99,121.94,112.97,74.23,37.73,16.36,15.49,15.06,14.35,198.23,186.16,157.03,115.66,37.37,23.50,19.62,17.17,278.25,238.42,222.39,182.53,50.21,33.78,29.73,24.32,312.82,292.24,275.24,288.68,376.43,423.78,356.26,116.06,282.20,106.33,133.27,97.80,40.11,25.79,26.20,25.60,206.22,202.03,132.82,60.04,19.71,16.89,15.32,15.38,135.31,84.57,95.20,52.25,19.10,14.94,15.27,14.31,81.21,60.02,46.04,29.40,17.44,14.99,13.90,12.98,16.83,16.18,16.10,15.67,15.75,15.47,13.64,13.25,16.64,16.21,16.51,16.87,16.56,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,17.32,20.65,20.49,20.09,19.69,18.73,19.06,17.51
89.50,13.13,13.64,13.67,13.44,14.02,12.88,12.33,93.44,83.29,45.83,17.34,16.46,14.30,13.49,13.48,157.71,149.48,101.72,49.95,20.18,17.66,16.46,15.76,267.89,254.56,213.90,157.28,51.84,30.37,22.56,17.17,378.07,336.19,302.87,228.11,73.34,43.35,35.27,28.54,627.34,534.99,474.77,434.02,371.59,344.48,293.00,120.93,525.80,194.78,219.81,210.52,83.01,36.54,38.99,39.65,347.50,342.46,263.33,166.17,31.65,20.03,17.44,16.83,225.86,144.82,190.79,114.89,27.56,16.33,16.69,15.72,160.05,127.56,110.76,60.91,31.91,16.46,15.37,13.90,57.86,50.46,41.02,29.77,22.10,15.47,13.64,13.25,16.64,16.21,16.51,16.87,16.56,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,17.32,19.23,19.09,18.67,18.24,18.73,19.06,17.51
119.50,13.13,13.64,13.67,13.44,14.02,12.88,12.33,99.24,89.38,54.54,22.29,19.56,14.30,13.49,13.48,155.36,147.95,105.54,72.65,31.98,24.00,19.92,15.76,289.38,278.26,233.92,168.93,58.83,31.41,21.07,17.17,426.24,392.62,339.43,249.79,92.43,43.35,33.69,27.88,830.43,629.46,503.88,421.77,312.01,303.74,277.56,110.25,573.48,221.46,294.69,268.47,119.88,52.98,51.16,56.91,414.95,402.10,335.18,216.71,42.49,22.21,19.56,18.31,284.60,185.49,246.66,151.22,35.87,18.45,18.17,17.25,222.78,187.31,160.74,97.34,42.42,17.97,15.37,13.90,114.31,102.47,87.83,50.75,34.70,18.27,13.64,13.25,23.79,16.21,16.51,16.87,16.56,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,16.07,19.23,19.09,18.67,18.24,18.73,17.65,16.07
149.50,16.21,16.60,15.14,13.44,14.02,12.88,12.33,79.21,74.31,55.59,34.17,37.12,23.84,15.11,13.48,100.18,94.20,80.59,74.67,58.99,54.19,47.27,44.85,340.19,324.02,270.35,192.46,67.21,35.66,22.84,17.17,501.49,452.67,393.50,290.44,98.78,57.12,36.37,32.72,879.38,691.76,552.12,476.20,379.61,362.52,296.03,109.40,571.45,249.23,326.09,240.76,103.77,54.90,49.64,56.52,402.35,396.18,346.42,230.10,43.83,23.66,20.97,19.82,281.91,185.22,248.76,150.86,41.03,18.45,18.17,17.25,222.12,195.50,165.53,112.36,53.66,19.44,15.37,15.34,140.72,133.69,105.86,70.82,50.19,18.27,13.64,13.25,75.55,69.27,56.58,49.13,27.40,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,17.98,17.88,16.07,19.23,19.09,18.67,18.24,18.73,17.65,16.07
179.50,23.03,24.62,22.79,22.59,21.70,18.84,19.50,108.96,102.94,96.90,88.19,89.71,66.81,44.52,23.89,219.54,191.82,170.23,159.02,117.82,117.88,107.41,101.27,484.47,466.38,416.85,356.43,229.15,119.75,65.89,45.32,701.25,609.62,545.66,453.53,284.10,147.15,76.42,59.24,666.33,545.13,434.40,380.19,407.69,512.19,419.58,143.95,409.78,188.90,271.76,111.52,50.21,39.44,37.30,43.14,297.06,272.59,234.23,120.77,43.35,25.24,20.97,18.39,240.65,158.58,196.85,111.98,38.62,20.85,18.17,17.25,182.44,170.08,139.90,81.23,39.13,19.44,16.92,15.34,123.68,119.80,99.74,71.64,39.54,20.72,13.64,14.58,87.06,80.85,66.42,53.23,26.58,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,16.81,17.88,16.07,19.23,19.09,18.67,18.24,18.73,17.65,17.55
208.50,47.70,54.71,60.71,60.71,52.60,44.08,42.22,206.27,199.83,182.27,171.25,193.42,165.65,135.51,78.14,317.28,266.38,248.28,229.91,179.10,172.29,156.81,149.24,445.70,429.30,403.51,364.60,300.27,217.12,153.27,115.90,583.12,558.45,520.92,462.78,370.25,219.96,124.28,77.16,493.46,392.64,289.66,253.96,333.23,502.99,438.97,168.75,294.55,140.73,188.41,67.59,36.47,32.73,30.45,34.75,205.44,160.65,126.23,70.91,41.13,25.24,20.97,18.39,169.35,111.66,112.96,69.46,34.28,22.36,19.57,17.25,132.47,131.06,91.97,53.67,39.13,21.78,16.92,16.83,98.40,98.97,78.40,52.93,31.72,22.46,15.04,14.58,73.58,66.71,52.29,37.74,20.47,16.41,15.29,13.32,17.74,17.47,18.35,16.89,16.69,16.38,16.08,14.43,17.66,18.34,18.31,18.46,18.16,16.81,17.88,16.07,19.23,19.09,20.06,19.64,18.73,19.11,17.55
