Time,South Central Fans,North Central Fans
s,C,C
0.00,18.33,18.48
13.00,18.33,18.48
40.50,18.33,18.48
70.50,18.33,18.48
100.00,18.33,18.48
129.00,18.33,18.48
159.00,18.72,18.48
190.00,25.86,18.48
220.00,38.91,18.48
248.50,50.96,18.48
279.00,58.07,18.48
310.50,62.10,18.48
340.00,64.90,18.48
369.00,66.18,18.48
398.00,68.06,18.48
428.50,69.07,18.48
459.00,69.82,18.48
489.00,70.88,18.48
520.00,73.00,18.48
549.50,75.12,18.48
579.50,75.53,18.48
610.50,76.57,18.48
640.00,79.81,18.48
670.00,79.99,18.48
700.00,82.31,18.48
730.00,83.33,18.48
760.50,83.59,18.48
790.50,84.30,18.48
820.50,84.79,18.48
850.50,85.54,18.48
880.50,86.95,18.48
909.50,86.96,18.48
939.00,86.33,18.48
970.00,87.00,18.48
1000.50,87.71,18.48
1030.50,88.33,18.48
1060.50,89.77,18.48
1090.50,89.44,18.48
1120.50,89.35,18.48
1150.50,90.33,18.48
1180.50,91.33,18.48
1210.50,91.23,18.48
1240.50,92.11,18.48
1270.50,92.67,18.48
1300.50,93.54,18.48
1330.50,93.90,18.48
1360.50,94.41,18.48
1390.50,94.18,18.48
1420.50,94.10,18.48
1450.50,94.69,18.48
1480.50,96.10,18.48
1510.50,96.66,18.48
1540.50,97.20,18.48
1570.50,96.87,18.48
1600.50,95.06,18.48
1630.50,87.68,18.48
1660.50,75.70,18.48
1690.50,66.75,18.48
1719.00,59.88,18.48
1749.00,55.33,18.48
1779.50,51.67,18.48
1809.50,48.16,18.48
1839.00,46.01,18.48
1869.00,44.53,18.48
1900.50,42.31,18.48
1930.50,40.95,18.48
