Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-761.58,-1234.67
6.50,326.05,249.06
27.50,3297.64,4080.90
57.50,7761.85,10421.20
87.50,10742.74,13954.57
117.50,13674.61,18079.76
146.50,17432.28,23910.30
176.50,15461.21,21316.57
205.50,11072.77,14485.68
235.00,10675.90,13385.61
266.00,10675.90,14848.36
295.45,11597.75,14307.10
325.00,11597.75,14203.45
354.50,11076.78,13869.54
385.50,13658.51,16495.03
416.00,17042.14,20671.97
446.50,15167.46,19198.85
477.50,11724.19,13987.00
507.00,10480.55,12847.54
537.00,11318.48,13854.65
567.50,12792.57,15437.10
597.50,13579.96,16381.57
627.50,14930.94,18251.38
657.50,15858.62,19381.10
687.50,13945.88,17029.14
717.50,12553.28,15452.47
747.50,13909.38,16778.06
777.50,9117.68,10652.09
807.50,16086.23,19648.60
837.50,12434.64,15511.22
867.50,15999.14,18642.87
897.50,22758.43,26734.04
927.50,29008.53,35100.81
957.50,25824.93,31301.06
987.50,15869.90,19034.46
1017.50,10861.95,14459.11
1047.50,8530.64,10825.06
1077.50,8378.45,10139.05
1107.50,9487.45,11891.99
1137.50,10589.25,12677.95
1167.50,13195.27,16127.21
1197.50,14966.86,18445.96
1227.50,13966.61,17196.11
1257.50,12524.86,15230.11
1287.50,8559.16,10619.66
1317.50,10510.69,12806.35
1347.50,8625.89,10363.14
1377.50,4551.16,5945.27
1407.50,9094.18,11364.01
1437.50,9845.69,12478.41
1467.50,9726.73,12949.09
1497.50,7909.19,11188.76
1527.50,9301.90,12964.77
1556.00,6118.73,8484.48
1586.00,7098.71,9873.99
1617.50,7623.77,10784.94
1647.50,17480.67,24351.53
1677.50,15144.74,20973.46
1707.50,19662.13,27178.17
1737.50,17408.88,24007.74
1767.50,9820.97,13828.29
1797.50,2112.45,3094.37
1827.50,6771.40,8111.49
1857.50,10265.01,12080.46
1887.50,10134.48,12443.82
1917.50,9090.20,11340.10
1947.50,9396.87,11658.59
1977.50,10694.18,13056.63
2007.50,11521.14,14164.31
2037.50,10490.40,12873.77
2067.50,9691.79,12075.85
2097.50,10681.47,13190.92
2127.50,11170.06,13845.11
2157.50,12207.79,14879.82
2187.50,11605.84,14410.63
2217.50,11957.74,14823.06
2247.50,14565.69,17809.96
2277.50,17945.32,22470.47
2307.00,18151.16,22759.78
2337.00,12079.55,14822.37
2366.50,6154.23,7436.36
2395.50,2257.90,3010.06
2426.50,71.83,295.33
2457.50,71.83,295.33
2487.50,71.83,-283.56
2517.50,71.83,360.01
