Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,1290.24,1517.77
9.50,3701.49,5146.33
33.50,8085.69,8826.32
63.50,12111.56,13949.68
93.50,14987.55,16126.71
122.50,15838.02,18284.11
151.00,13889.25,19157.92
181.00,10812.53,19370.27
211.50,12194.74,22152.61
241.50,9359.23,17077.63
271.50,7048.69,12004.02
302.00,6781.87,10410.43
332.50,9559.93,12890.05
363.00,14437.65,17235.03
393.50,17724.06,20330.60
423.50,15027.58,17538.33
453.00,12808.02,15397.29
482.00,11767.22,16930.98
512.50,12326.39,18836.72
543.50,15485.46,24238.64
573.50,18271.55,27246.87
603.50,17267.93,26555.93
633.50,15889.97,25549.26
663.50,14861.60,23698.86
693.50,15863.43,22674.88
723.00,11745.80,15270.74
752.50,10641.71,16446.61
783.00,11485.08,18237.78
813.50,15324.73,19176.50
843.50,19020.56,25621.63
873.50,20290.47,28252.13
903.50,19218.94,32621.17
932.50,18370.58,37038.06
962.50,20361.52,31927.38
993.50,20417.83,29471.87
1023.50,23638.47,24514.68
1053.50,19151.18,22342.90
1083.50,14372.57,23685.74
1113.50,14221.59,19811.14
1142.50,15293.12,20358.07
1172.50,13057.87,28330.68
1203.50,12637.82,27132.24
1233.50,12920.69,18207.19
1263.50,4361.50,5166.71
1293.50,1182.11,1246.50
1323.50,382.58,439.03
1352.50,382.58,439.03
1382.50,382.58,439.03
1413.50,382.58,439.03
1443.50,382.58,439.03
1473.50,382.58,439.03
1503.50,382.58,439.03
1532.50,382.58,439.03
1562.50,382.58,439.03
1593.50,382.58,439.03
1623.50,382.58,439.03
1653.50,382.58,439.03
1683.50,382.58,439.03
1713.50,382.58,439.03
1743.50,382.58,439.03
1773.50,382.58,439.03
1802.50,382.58,439.03
1832.50,382.58,439.03
1863.50,382.58,439.03
1893.50,382.58,439.03
1923.50,382.58,439.03
1953.50,382.58,439.03
1983.50,382.58,439.03
2013.50,382.58,439.03
2043.50,382.58,439.03
