Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,-78.3,-56.4,-33.1,-55.3,-55.8,-58.2,-62.9,-62.4,-57.8,-80.9
6.5,-65.0,-50.4,-16.9,-46.3,-48.1,-55.2,-60.5,-68.8,-62.6,-86.2
27.5,-43.6,-35.1,11.6,-30.5,-35.6,-48.2,-51.7,-62.6,-53.7,-72.4
57.5,-35.0,-27.1,17.8,-25.4,-23.5,-37.7,-46.8,-51.8,-43.1,-59.5
87.5,-18.1,-10.6,0.1,-12.8,-7.3,-22.6,-34.9,-35.3,-26.8,-38.8
117.5,-3.2,-2.0,8.3,5.1,9.3,-3.2,-17.9,-19.8,-8.9,-12.4
146.5,7.6,11.9,25.4,21.9,23.6,13.8,2.7,6.7,11.4,6.4
176.5,19.6,22.7,38.1,33.6,34.6,29.0,10.8,11.5,14.5,22.7
205.5,26.9,28.0,47.8,41.9,47.8,43.2,17.4,19.4,22.4,36.2
235.0,34.0,36.5,51.3,55.3,54.8,53.0,27.0,23.1,25.7,38.4
266.0,33.7,38.3,51.5,54.8,54.1,47.1,24.2,23.2,24.1,31.0
295.5,36.5,32.0,49.4,50.5,51.5,45.2,23.2,18.2,21.7,30.6
325.0,35.2,27.2,32.5,52.9,51.0,45.7,21.3,17.2,19.5,32.4
354.5,35.8,35.9,39.9,51.2,53.2,44.6,22.4,19.5,21.5,32.1
385.5,38.9,38.9,41.3,54.8,57.5,49.3,27.7,22.0,23.6,35.8
416.0,43.9,40.9,48.9,60.1,58.8,49.8,25.2,23.2,25.8,35.1
446.5,46.8,45.7,54.4,61.5,60.0,52.1,28.9,25.0,28.4,43.5
477.5,46.9,49.3,62.6,62.5,65.5,54.8,35.3,23.1,29.1,43.8
507.0,55.1,55.6,65.5,65.1,65.7,52.6,33.1,27.6,31.2,34.4
537.0,55.1,53.5,67.1,68.9,72.8,60.3,39.5,34.9,35.4,53.0
567.5,59.4,59.9,51.8,70.7,75.6,61.5,46.8,40.6,40.5,52.5
597.5,59.8,58.4,45.2,75.2,76.6,61.6,43.9,40.1,41.8,53.4
627.5,63.3,60.5,52.9,78.3,79.9,67.2,46.6,47.9,46.5,58.6
657.5,66.3,62.6,57.8,77.3,78.5,76.6,51.3,43.3,46.7,59.3
687.5,66.7,64.3,59.9,81.8,83.4,77.5,50.2,47.7,47.7,62.5
717.5,68.4,67.0,61.7,83.9,82.8,78.9,52.5,50.9,49.9,66.8
747.5,69.6,70.3,65.2,85.2,85.4,80.9,53.4,51.5,51.1,69.1
777.5,69.5,68.7,64.4,86.8,86.7,78.0,54.6,52.9,50.9,68.0
807.5,69.5,65.5,36.5,89.5,83.5,76.7,51.7,50.1,50.1,63.8
837.5,70.6,69.0,50.6,86.0,87.3,82.6,54.6,50.2,51.2,63.9
867.5,74.5,73.7,56.3,91.4,89.3,91.5,57.8,58.0,56.4,68.2
897.5,78.4,77.1,63.9,91.1,92.7,99.7,61.3,58.9,59.5,72.0
927.5,76.2,77.3,62.9,93.7,89.9,100.8,60.3,59.3,57.1,73.0
957.5,78.4,77.5,67.9,93.9,94.0,96.5,63.0,62.4,59.6,77.6
987.5,83.5,82.8,70.8,98.1,98.1,106.9,64.6,67.7,63.9,85.1
1017.5,85.1,82.4,75.2,101.0,98.9,111.6,66.0,71.1,66.0,88.7
1047.5,86.7,87.7,42.5,104.2,100.1,111.4,67.7,70.1,66.1,91.8
1077.5,85.8,85.1,35.0,98.6,97.4,114.9,70.8,70.0,65.0,81.0
1107.5,83.7,83.9,30.8,96.3,97.9,108.6,68.8,69.5,63.1,77.3
1137.5,84.6,83.7,27.4,97.0,96.3,104.6,65.8,66.0,62.5,74.3
1167.5,82.1,79.2,22.9,96.2,96.4,93.6,62.1,64.5,60.6,72.2
1197.5,83.2,83.5,26.9,96.2,97.1,107.2,64.8,67.8,63.2,73.3
1227.5,88.4,89.6,36.7,101.8,102.2,116.2,71.2,73.0,67.7,87.0
1257.5,92.3,90.9,44.2,102.7,102.3,118.3,71.4,73.3,67.5,92.5
1287.5,73.2,92.0,44.7,101.1,101.6,121.5,70.9,73.6,69.9,89.2
1317.5,63.8,91.5,44.8,101.9,102.7,125.8,70.2,78.1,70.9,86.5
1347.5,62.9,91.6,36.8,101.6,101.9,123.8,72.4,73.2,70.2,85.8
1377.5,60.8,90.4,42.3,102.2,101.4,128.2,71.0,75.2,70.5,89.2
1407.5,61.3,91.9,41.6,102.6,102.7,128.6,71.1,75.9,69.9,86.0
1437.5,66.1,93.7,53.6,108.5,105.5,132.1,73.1,80.5,75.8,91.2
1467.5,68.4,97.9,58.6,110.5,109.1,140.5,74.4,87.3,78.5,95.0
1497.5,66.6,100.5,56.2,109.8,108.9,143.2,75.0,87.6,77.3,95.7
1527.5,65.5,99.4,26.7,113.4,106.5,138.0,74.4,82.7,77.3,95.7
1556.0,62.1,95.1,33.8,109.6,104.7,134.1,72.7,83.7,73.0,92.7
1586.0,61.4,96.9,33.9,108.9,105.2,133.3,71.9,86.8,72.8,92.6
1617.5,63.0,98.4,36.6,111.0,107.1,143.7,72.6,83.2,76.6,96.8
1647.5,70.0,99.5,37.3,110.4,107.1,140.5,72.9,84.1,77.9,97.9
1677.5,88.3,89.5,20.4,101.6,98.0,127.4,65.9,72.3,64.1,136.9
