Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
1707.5,33.3,43.3,-44.3,55.5,52.6,48.2,24.4,15.9,14.2,331.2
1737.5,-34.1,-6.6,-95.2,-3.0,-4.0,-8.2,-33.4,-34.3,-29.1,323.6
1767.5,-63.2,-44.0,4.4,-22.6,-24.2,-35.9,-46.5,-58.8,-51.2,306.8
1797.5,-70.6,-44.3,2.0,-32.5,-30.1,-46.1,-53.9,-61.2,-55.9,309.5
1827.5,-68.9,-44.3,6.0,-32.6,-30.0,-46.1,-58.7,-62.6,-52.7,295.0
1857.5,-67.8,-50.7,3.4,-34.0,-31.0,-45.9,-64.2,-61.1,-50.2,297.4
1887.5,-67.4,-49.1,-13.3,-36.6,-32.6,-46.4,-64.5,-58.1,-50.5,303.3
1917.5,-69.2,-50.3,-22.5,-39.3,-33.4,-46.8,-63.0,-62.4,-51.8,285.9
1947.5,-66.1,-50.9,-25.9,-37.7,-34.1,-47.2,-62.1,-60.2,-51.9,296.8
1977.5,-63.6,-49.4,-21.3,-36.1,-31.5,-46.2,-66.0,-60.0,-52.1,298.7
2007.5,-62.0,-47.8,27.2,-33.5,-29.0,-44.7,-59.4,-60.4,-51.6,298.9
2037.5,-59.6,-47.4,21.2,-33.6,-28.6,-44.5,-62.0,-59.9,-51.1,285.9
2067.5,-71.5,-54.0,11.7,-43.2,-36.3,-50.5,-70.7,-71.5,-59.6,295.9
2097.5,-75.6,-59.6,3.2,-44.8,-40.6,-54.4,-85.1,-77.7,-65.1,297.3
2127.5,-76.1,-57.7,1.4,-45.3,-42.8,-53.0,-85.9,-76.2,-64.1,314.5
2157.5,-73.7,-56.5,6.1,-44.0,-39.1,-51.0,-81.7,-74.1,-62.2,307.4
2187.5,-68.8,-55.7,7.2,-43.3,-36.1,-50.8,-76.4,-74.6,-62.7,308.8
2217.5,-73.8,-55.8,5.2,-44.1,-38.3,-51.3,-79.8,-75.7,-63.0,301.5
2247.5,-74.3,-59.5,-3.0,-42.3,-42.2,-54.2,-89.9,-79.9,-65.1,299.7
2277.5,-78.8,-61.4,1.7,-48.7,-45.7,-57.7,-91.6,-84.4,-69.3,294.4
2307.0,-83.9,-66.2,-7.2,-52.3,-49.9,-58.8,-101.2,-76.6,-55.3,312.7
2337.0,-99.0,-77.3,-29.8,-63.5,-61.9,-66.2,-87.5,-71.0,-57.9,314.3
2366.5,-108.8,-85.9,-41.9,-71.4,-71.4,-77.5,-99.6,-85.1,-72.0,305.1
2395.5,-115.1,-90.1,-37.2,-77.5,-78.6,-84.2,-101.8,-90.0,-84.3,295.5
2426.5,-123.4,-95.0,-38.0,-82.2,-84.2,-89.9,-101.2,-96.3,-89.2,287.3
2457.5,-128.7,-95.2,-36.1,-85.4,-91.4,-92.9,-103.7,-96.6,-91.4,284.8
2487.5,-131.0,-101.0,-12.9,-86.1,-93.5,-95.9,-104.6,-98.1,-94.2,273.1
