Time,South Central Fans,North Central Fans
s,C,C
0.00,19.11,19.64
9.00,19.11,19.64
32.50,21.42,19.64
62.00,21.64,19.64
91.00,22.09,19.64
121.00,22.20,23.57
151.50,22.37,27.84
182.00,22.37,29.74
212.50,22.37,30.97
242.50,22.81,32.18
272.50,22.92,33.59
302.50,22.92,34.92
332.50,22.92,35.93
362.50,22.92,36.42
392.50,22.92,37.62
422.50,22.92,38.63
452.50,22.92,38.99
482.50,22.92,40.25
512.50,22.92,40.95
542.00,22.92,41.72
572.00,22.92,41.72
602.26,23.49,41.72
632.50,23.49,41.83
661.00,23.49,42.38
691.00,23.49,43.16
722.50,23.49,43.76
752.50,23.49,44.11
781.00,23.49,44.29
811.00,23.49,44.67
842.50,23.49,45.24
872.50,23.49,45.64
901.50,23.49,45.94
931.50,23.49,46.14
962.50,23.49,46.73
992.50,23.49,47.00
1022.00,23.49,47.24
1052.00,23.49,47.84
1082.50,23.49,49.06
1112.50,23.18,49.32
1142.50,23.08,49.91
1172.50,23.08,49.98
1201.00,23.08,50.14
1231.00,23.08,50.02
1262.50,23.08,49.88
1292.50,24.55,49.96
1322.00,24.77,50.57
1352.00,24.77,50.51
1382.50,24.77,50.92
1412.50,24.77,52.01
1442.50,24.77,53.78
1472.50,24.77,54.62
1502.50,24.77,54.51
1532.50,24.77,54.31
1562.50,24.77,54.20
1592.50,24.77,54.29
1622.50,24.77,53.88
1652.00,24.77,52.27
1682.00,24.77,50.37
1712.50,24.77,48.42
1742.50,24.77,45.93
1772.50,24.77,43.64
1802.50,24.77,41.89
1832.50,24.77,40.58
1862.50,24.77,39.28
1892.50,24.77,38.27
1922.50,24.56,37.46
1951.50,24.45,36.57
1981.50,24.35,36.23
2012.00,24.35,35.89
2042.00,24.35,35.56
2071.00,24.35,35.13
2100.50,24.35,34.68
2132.00,24.35,34.57
2162.50,24.35,34.12
2191.50,24.35,33.79
2220.50,24.35,33.57
2251.00,24.24,33.46
2282.00,23.96,33.35
2311.50,23.96,33.02
2341.50,23.96,32.80
2371.50,23.96,32.57
2401.00,23.96,32.34
2431.00,23.96,32.01
2461.50,23.96,31.80
