Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,8.63,10.02,7.60,5.51,5.23,3.40,3.79,132.34,111.65,81.42,42.21,27.01,8.22,7.58,7.20,221.44,204.88,180.42,126.40,44.02,15.49,11.48,10.01,345.17,320.74,269.68,221.07,110.47,48.07,26.72,18.24,505.77,441.22,383.85,315.34,190.07,86.14,55.44,59.59,389.66,380.55,299.07,181.29,143.54,153.77,279.36,75.89,337.67,147.77,180.55,77.27,26.51,22.98,18.02,18.25,250.19,245.81,174.69,95.27,44.47,15.53,14.16,16.18,183.15,110.74,127.19,68.46,21.02,12.12,12.60,12.45,125.06,100.57,68.51,32.56,15.45,11.89,11.20,10.47,61.77,53.32,39.89,28.74,16.04,11.97,10.77,10.24,11.72,10.98,11.03,11.59,11.48,11.46,11.31,11.00,12.37,11.97,11.18,11.05,10.77,10.37,10.01,9.63,11.38,11.59,11.59,11.53,11.26,9.94,11.76,11.12,6.72,6.24,5.97,5.52,5.51,3.28,3.10
13.50,54.54,79.80,81.53,35.55,11.36,6.45,6.73,283.36,263.18,227.81,158.05,139.02,44.30,17.72,12.50,359.02,335.51,316.77,263.21,165.07,82.84,49.68,29.55,469.38,448.37,410.85,372.00,275.31,143.95,91.84,74.73,615.33,592.55,549.51,499.72,403.44,225.54,112.35,95.44,381.62,351.53,257.99,147.86,126.64,152.58,366.49,115.02,258.58,111.60,126.45,57.96,27.14,22.98,19.42,18.25,208.80,195.53,142.76,86.95,39.25,15.53,14.16,16.26,148.27,84.53,86.41,45.53,16.94,13.51,12.60,12.45,96.79,77.32,48.63,29.49,14.68,11.89,11.20,11.99,45.19,40.48,29.89,21.83,16.43,15.10,13.97,12.58,11.72,10.98,11.03,11.59,11.48,11.46,11.31,11.00,12.37,11.97,11.18,11.64,10.77,11.33,11.46,11.04,9.74,9.96,10.11,8.92,8.98,8.46,9.45,9.67,6.72,6.24,1.84,5.52,5.51,3.28,3.10
41.50,139.68,201.77,196.46,154.83,82.12,33.79,24.25,306.94,290.32,279.59,241.46,234.14,138.88,80.53,52.27,337.83,328.52,321.85,296.53,255.68,191.08,123.12,86.02,397.86,385.06,336.23,268.40,214.85,166.46,118.13,91.85,431.27,440.98,434.38,430.61,434.64,354.35,169.34,119.12,245.98,207.67,158.84,106.10,110.92,184.83,401.61,139.20,87.11,69.22,76.95,34.59,22.76,19.11,17.91,18.25,69.37,63.35,54.61,32.13,19.57,14.86,14.16,16.26,53.90,33.81,29.68,19.75,16.10,15.06,14.00,14.64,33.54,36.97,21.48,16.50,14.85,13.98,13.64,13.44,18.83,19.17,14.13,14.10,13.27,13.55,13.31,12.58,11.72,11.23,11.03,11.59,11.48,12.65,11.31,11.00,10.58,9.99,9.50,9.47,8.52,8.96,9.29,8.81,8.30,7.73,7.73,6.49,5.96,6.11,7.03,8.06,2.21,6.24,1.84,5.52,3.00,3.28,3.10
71.50,168.08,211.54,215.59,190.69,135.89,94.09,71.73,287.68,276.24,266.99,235.20,223.00,144.82,109.93,87.87,329.41,319.41,309.51,288.06,263.22,226.37,155.70,96.74,399.48,373.99,308.28,262.52,205.37,164.82,118.02,87.95,478.00,461.95,457.67,431.76,453.04,412.62,203.23,143.79,149.35,125.81,107.11,87.73,129.35,294.57,437.07,155.36,27.75,56.05,54.61,22.86,18.58,19.11,17.91,18.25,21.10,19.30,22.40,17.58,15.34,14.86,14.16,14.77,17.84,17.57,16.41,14.95,13.84,13.62,14.00,13.93,15.63,22.08,13.34,16.50,12.73,12.09,12.88,13.44,13.40,13.54,14.13,14.10,13.27,13.55,13.31,11.88,9.48,9.81,9.45,10.04,11.48,11.05,11.31,11.00,8.20,7.78,7.37,6.59,6.31,6.77,7.13,6.56,6.87,5.49,5.56,5.05,5.96,4.61,5.49,6.53,2.21,6.24,1.84,5.52,3.00,3.28,3.10
101.50,188.29,238.02,235.11,207.28,159.48,124.21,101.53,348.96,333.37,323.75,281.27,274.80,193.45,140.28,108.43,402.40,395.95,387.24,361.29,327.50,284.44,211.33,142.24,525.47,504.75,436.16,372.55,299.57,239.98,177.37,139.29,609.74,572.76,540.53,504.86,541.97,491.01,254.45,177.65,117.64,102.69,93.62,100.71,195.87,412.17,463.83,180.23,27.75,56.05,50.29,22.75,20.10,21.91,21.46,22.01,21.10,19.30,14.76,13.06,13.16,13.41,13.54,13.36,17.84,13.95,16.41,12.85,13.84,13.62,14.00,13.93,15.63,17.64,13.34,16.50,12.73,12.09,12.88,13.44,11.84,12.12,11.23,11.86,11.15,11.33,11.92,11.88,8.03,7.64,8.06,8.57,9.34,8.83,9.15,9.29,8.20,7.78,7.37,6.59,6.31,6.77,5.70,6.56,5.41,5.49,5.56,5.05,5.96,4.61,5.49,6.53,2.21,6.24,1.84,5.52,3.00,3.28,3.10
131.50,222.68,275.67,272.19,248.73,197.32,158.09,127.09,384.75,374.45,364.28,327.12,323.50,243.48,182.04,142.35,434.28,426.67,418.78,394.02,358.86,305.11,234.92,174.44,557.59,540.96,493.68,425.82,339.21,265.86,204.91,169.37,542.07,539.20,531.21,525.47,574.39,540.63,288.47,189.88,108.57,103.51,97.08,112.08,234.84,470.08,489.75,206.93,27.75,53.17,52.60,24.51,22.19,25.99,24.51,25.94,12.41,19.30,14.76,13.06,13.16,13.41,13.54,13.36,11.88,13.95,12.65,12.85,11.69,12.17,12.60,12.52,11.90,14.74,11.86,11.33,11.28,10.62,11.43,12.03,10.35,10.67,9.78,9.68,9.76,9.83,10.52,10.43,8.03,7.64,8.06,8.57,9.34,8.83,9.15,7.87,8.20,7.78,7.37,6.59,6.31,5.36,5.70,6.56,5.41,5.49,5.56,5.05,5.96,4.61,5.49,6.53,2.21,6.24,1.84,5.52,3.00,3.28,3.10
161.50,241.28,288.13,286.37,265.43,220.34,184.79,153.91,379.06,371.43,363.39,326.27,320.99,249.84,201.63,163.99,433.44,424.20,414.23,391.91,355.14,303.32,243.30,190.00,554.63,542.31,488.95,426.73,345.25,269.62,199.92,165.04,574.77,550.75,533.32,535.54,571.17,520.29,294.20,205.55,105.12,105.02,98.43,128.02,261.53,467.78,489.59,218.49,17.32,51.60,55.03,25.99,22.19,25.99,24.51,28.25,10.96,11.70,12.65,11.64,11.69,11.97,12.09,13.36,10.39,12.45,11.18,10.73,10.27,10.77,11.20,11.12,9.74,12.55,10.37,9.23,9.81,10.62,10.01,10.62,10.35,9.28,9.78,9.68,9.76,9.83,9.10,9.03,8.03,7.64,8.06,8.57,9.34,8.83,9.15,7.87,8.20,7.78,7.37,6.59,6.31,5.36,5.70,6.56,5.41,5.49,5.56,5.05,5.96,4.61,5.49,6.53,2.21,6.24,1.84,5.52,3.00,3.28,3.10
191.50,249.76,287.68,285.60,264.83,224.71,199.27,165.04,389.65,378.24,369.35,331.80,326.47,250.40,206.40,168.16,437.13,434.95,424.30,400.12,361.39,301.22,239.59,182.71,564.66,557.96,510.50,435.43,355.58,290.23,205.88,158.69,600.33,580.91,563.18,541.02,570.99,504.60,284.99,211.81,105.22,109.35,101.97,134.89,265.75,459.01,486.30,222.83,15.72,51.60,56.51,25.00,20.67,25.99,24.51,28.25,10.96,11.70,11.20,11.64,11.69,11.97,12.09,11.88,8.95,12.45,11.18,10.73,10.27,10.77,11.20,11.12,9.74,11.15,8.97,9.23,9.81,9.20,10.01,10.62,10.35,9.28,9.78,9.68,9.76,9.83,9.10,9.03,8.03,7.64,6.66,7.15,9.34,8.83,9.15,7.87,6.03,5.67,5.21,6.59,6.31,5.36,5.70,5.14,5.41,5.49,4.15,5.05,5.96,4.61,5.49,6.53,2.21,6.24,1.84,5.52,3.00,3.28,3.10
220.50,255.04,292.08,291.47,271.82,232.20,204.32,169.08,394.31,386.33,376.87,337.16,329.28,251.62,203.82,166.91,445.94,438.65,430.16,406.70,369.59,313.45,250.03,190.00,577.35,561.69,505.66,434.64,351.51,281.00,211.33,169.49,580.42,577.63,544.39,536.44,570.15,561.04,331.87,230.46,107.56,111.82,96.98,133.59,270.87,472.42,499.43,230.84,15.72,50.05,58.59,25.00,22.08,25.99,24.51,28.25,10.96,11.70,11.20,10.24,10.29,10.57,10.70,11.88,8.95,12.45,9.73,10.73,10.27,9.38,9.81,11.12,9.74,11.15,8.97,9.23,9.81,9.20,10.01,9.22,8.95,9.28,9.78,9.68,9.76,9.83,9.10,9.03,6.64,7.64,6.66,7.15,9.34,8.83,9.15,7.87,6.03,5.67,5.21,6.59,6.31,5.36,5.70,5.14,4.02,4.07,4.15,5.05,3.79,4.61,5.49,5.10,2.21,6.24,1.84,5.52,3.00,3.28,3.10
