Time,South Central Fans,North Central Fans
s,C,C
0.00,19.64,18.91
14.50,19.64,18.91
43.50,19.64,18.91
73.50,19.64,18.91
102.00,19.64,18.91
130.50,19.64,18.91
161.50,22.12,18.91
193.00,34.95,18.91
223.50,55.58,18.91
253.50,65.07,18.91
283.50,65.94,18.91
313.50,66.62,18.91
343.50,67.91,18.91
373.50,69.08,18.91
403.50,70.02,18.91
433.50,71.06,18.91
463.50,71.98,18.91
493.50,73.11,18.91
523.50,74.16,18.91
553.00,74.67,18.91
583.00,75.63,18.91
612.50,75.68,18.91
640.50,76.80,18.91
670.50,77.30,18.91
702.50,77.54,18.91
732.50,79.20,18.91
761.00,80.03,18.91
791.50,81.51,18.91
822.00,81.08,18.91
852.00,82.26,18.91
882.00,82.69,18.91
912.50,83.07,18.91
943.00,83.96,18.91
972.50,84.40,18.91
1003.00,84.83,18.91
1033.00,86.20,18.91
1062.50,86.12,18.91
1092.50,86.41,18.91
1122.50,85.17,18.91
1152.50,78.84,18.91
1183.00,68.48,18.91
1213.50,60.68,18.91
1243.00,54.82,18.91
1273.00,50.92,18.91
1303.50,49.03,18.91
1333.00,46.73,18.91
1362.50,44.31,18.91
1393.00,42.01,18.91
1423.00,40.21,18.91
1452.50,39.18,18.91
1482.50,37.60,18.91
1512.50,36.42,18.91
1542.50,35.41,18.91
1572.50,34.27,18.91
1602.50,33.48,18.91
1632.50,33.15,18.91
1662.50,32.69,18.91
