Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,9.63,9.81,9.99,9.30,9.78,9.18,8.99,10.72,10.62,11.36,9.99,9.76,9.33,9.52,56.02,32.95,15.20,14.21,13.68,12.31,12.33,108.54,59.01,39.10,34.47,37.32,50.34,13.70,28.37,25.08,17.36,13.69,12.93,12.74,12.64,17.23,15.36,13.68,10.75,10.80,11.33,11.19,12.07,12.17,11.81,11.66,11.84,11.76,12.03,12.96,12.47,11.94,11.84,11.79,11.81,11.99,13.57,13.18,12.63,13.01,12.78,12.47,12.14,12.17,239.26,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,10.29,9.56,9.03,9.33,9.18,9.14
11.00,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,9.63,9.81,9.99,9.30,9.78,9.18,8.99,38.49,14.28,13.03,12.27,11.69,10.80,10.89,186.67,146.30,35.73,23.61,20.50,19.02,15.37,295.94,178.32,123.79,93.20,101.35,123.49,22.89,63.77,62.53,72.20,21.97,20.75,18.94,17.59,67.01,56.71,34.50,12.98,13.15,12.70,12.68,26.23,26.15,22.06,16.99,11.84,11.76,12.03,12.96,12.47,11.94,11.84,11.79,11.81,11.99,13.57,13.18,12.63,13.01,12.78,12.47,12.14,12.17,239.26,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,9.56,10.44,9.33,9.18,9.14
36.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,9.63,9.81,9.99,9.30,9.78,9.18,8.99,93.56,31.91,15.13,14.61,13.93,12.25,12.30,287.99,254.68,74.95,31.01,25.82,27.58,19.13,483.54,301.26,211.74,151.68,168.47,213.48,37.69,94.89,95.06,129.96,34.87,32.14,26.58,27.26,130.96,113.58,66.06,15.11,15.39,14.10,14.98,52.75,55.86,43.85,25.70,13.11,13.21,12.03,18.21,20.21,16.78,13.31,11.79,11.81,11.99,13.57,13.18,12.63,13.01,12.78,12.47,12.14,12.17,239.36,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
66.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,14.00,11.38,9.99,9.30,9.78,9.18,8.99,126.42,60.03,17.39,14.61,13.93,12.25,12.30,332.65,301.48,109.26,32.51,25.82,31.68,22.19,623.94,419.83,290.51,206.12,225.39,298.67,56.71,117.19,117.34,178.96,50.02,43.72,31.88,35.19,166.38,142.92,82.87,17.27,17.54,15.49,17.21,78.87,83.34,65.09,34.67,13.11,13.21,13.74,42.06,40.89,34.72,27.58,16.66,13.31,11.99,13.57,13.18,12.63,13.01,12.78,12.47,12.14,12.17,239.33,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
96.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,17.20,11.38,9.99,9.30,9.78,9.18,8.99,147.38,85.86,17.39,14.61,13.93,12.25,12.30,355.47,329.77,142.32,34.40,25.82,33.27,24.43,722.28,516.10,363.84,261.19,276.08,372.71,76.36,140.37,142.27,226.85,65.47,57.17,40.70,42.64,191.41,164.28,97.42,22.90,20.53,16.90,19.45,96.03,100.02,81.79,43.32,14.53,14.61,15.15,62.00,61.66,53.18,44.52,22.16,14.78,13.21,16.42,16.28,14.12,13.01,12.78,12.47,12.14,12.17,239.31,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
126.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,21.06,13.01,9.99,9.30,9.78,9.18,8.99,164.80,116.18,19.74,16.08,13.93,12.25,12.30,377.16,352.57,172.47,37.69,25.82,35.11,26.71,805.11,590.88,422.12,306.37,312.39,425.67,96.48,162.94,165.03,243.52,80.72,69.93,49.12,51.42,211.55,182.42,98.52,29.87,22.76,18.38,21.67,108.54,112.57,93.81,50.94,16.81,16.10,15.15,73.03,72.24,63.94,53.65,24.93,14.78,13.21,30.97,27.22,24.67,20.46,18.20,13.92,12.14,12.17,14.06,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
156.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,9.58,9.48,9.66,9.15,8.41,8.49,9.17,20.00,13.01,9.99,9.30,9.78,9.18,8.99,195.22,167.30,38.83,25.97,19.10,15.54,14.47,417.39,395.50,203.32,71.12,49.59,52.38,34.41,890.70,659.86,458.90,298.18,271.53,405.23,107.73,181.38,177.71,183.61,62.69,61.28,44.62,49.72,178.28,140.64,66.40,27.32,21.30,18.38,20.15,94.54,90.75,67.07,36.88,19.15,16.10,16.56,59.55,56.95,48.40,42.16,20.29,16.31,13.21,28.60,27.15,25.86,23.59,20.39,16.04,14.28,12.17,14.06,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
186.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,26.01,18.35,13.44,9.15,8.41,8.49,9.17,89.34,74.85,49.56,37.07,21.37,11.89,11.52,271.53,274.83,132.77,93.67,59.56,46.38,24.42,537.63,511.68,418.15,231.52,126.07,83.33,43.35,628.11,433.98,294.12,179.85,151.41,295.13,86.44,168.93,148.87,80.75,38.14,43.60,34.60,37.84,80.09,62.85,37.31,27.32,21.30,18.38,18.71,55.76,46.64,36.45,23.83,19.15,17.53,16.56,33.62,28.50,24.20,21.85,17.29,14.76,14.62,16.18,15.22,14.73,15.05,14.91,14.34,13.67,12.17,14.06,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
216.50,7.64,7.69,7.72,7.51,8.28,7.49,7.41,81.29,70.12,57.57,34.22,16.57,10.90,9.17,155.54,154.54,137.26,95.26,60.50,26.38,13.90,293.05,300.11,180.31,192.34,126.30,86.06,50.19,484.72,450.35,386.27,286.47,160.73,85.59,41.29,289.81,238.45,144.07,102.32,95.58,218.78,64.04,139.08,115.73,38.79,27.50,29.98,26.45,25.35,36.29,31.44,25.53,21.47,17.95,16.18,17.06,31.10,24.57,21.68,18.21,16.21,16.08,16.56,18.65,16.32,15.88,14.99,14.35,13.36,14.62,16.18,15.22,14.73,15.05,14.91,14.34,13.67,12.17,238.49,12.83,12.68,12.70,12.42,12.07,12.64,12.07,12.14,11.61,11.84,11.72,11.46,12.04,12.22,12.19,11.84,11.41,11.36,11.53,11.92,11.76,11.38,10.44,9.33,9.18,9.14
