Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
252.50,109.31,113.81,98.13,84.37,69.24,56.83,30.35,197.69,196.66,187.63,172.90,164.39,127.31,102.76,80.37,253.86,245.68,240.06,216.02,186.01,139.73,104.45,85.34,358.98,366.72,339.75,301.08,246.30,177.72,110.88,82.95,449.54,445.18,406.83,365.45,291.04,160.50,105.57,66.99,611.62,523.32,393.76,341.02,411.49,479.30,399.73,233.57,700.49,364.47,284.69,334.19,192.32,82.92,58.61,56.72,409.54,406.09,290.12,182.36,69.07,29.21,16.88,15.89,291.47,172.67,201.56,122.79,60.07,15.32,13.04,13.48,232.94,163.88,155.85,100.73,63.85,15.98,11.81,11.57,50.81,44.02,41.04,37.08,28.15,23.43,14.77,12.45,8.80,7.82,8.44,8.24,8.90,9.50,8.72,8.91,7.84,7.28,6.87,7.82,7.97,7.15,7.46,7.37,5.57,7.08,7.36,7.23,6.95,6.08,6.51,7.37,8.24,5.13,7.29,5.08,6.54,7.21,6.14
283.50,38.58,30.52,12.62,17.91,13.15,20.24,8.04,137.59,133.77,121.71,109.32,84.25,59.86,51.65,44.48,154.40,156.52,148.60,135.06,121.36,90.02,69.96,56.53,179.50,185.36,187.27,170.95,145.85,119.25,88.46,62.88,192.09,231.55,218.67,189.43,173.91,128.17,97.53,65.02,408.78,355.96,283.59,263.17,287.58,274.21,252.94,198.94,371.95,274.32,286.37,333.39,407.85,445.81,233.70,180.30,449.65,467.08,421.74,370.62,229.90,128.37,75.01,47.02,361.75,230.10,309.02,240.98,153.10,85.76,31.71,16.29,308.65,275.05,263.09,180.47,122.92,52.79,15.01,13.10,147.27,129.21,125.59,104.01,85.61,68.09,46.11,29.83,62.18,51.44,47.63,41.78,26.70,29.99,22.25,16.75,13.11,11.66,10.38,10.37,10.25,9.34,9.66,9.71,7.02,8.47,7.36,8.64,8.34,7.49,7.90,8.80,8.24,6.53,7.26,6.48,7.95,7.21,6.14
313.50,21.70,16.02,5.95,9.92,9.31,14.14,8.04,84.79,72.64,38.38,42.13,21.59,20.57,21.90,19.39,95.58,98.63,66.55,51.40,40.75,33.71,28.28,26.49,109.76,112.91,108.55,90.15,69.42,50.78,40.13,21.46,114.89,149.52,132.54,99.90,87.97,63.05,59.02,42.18,275.82,228.36,194.01,188.16,187.34,170.31,172.17,156.16,199.38,203.75,225.53,228.30,319.19,455.73,282.19,200.58,393.15,408.29,392.02,359.36,283.11,183.22,126.71,114.78,335.77,221.35,304.46,260.61,199.11,149.56,72.56,42.71,293.62,275.45,263.85,208.59,158.03,83.71,45.65,23.67,185.17,171.87,162.10,144.77,126.03,107.33,83.63,53.08,110.59,107.32,97.95,93.21,63.20,71.70,56.90,41.86,53.83,48.32,47.19,43.96,37.17,33.13,28.35,22.26,15.17,19.14,16.17,17.18,14.70,14.32,12.49,12.52,9.03,9.48,9.98,8.79,9.78,8.72,8.30
343.50,15.52,11.52,5.95,8.32,7.79,11.21,8.04,35.38,25.68,15.85,23.88,12.03,14.01,15.95,13.25,49.08,46.87,25.79,23.69,20.60,21.77,18.76,16.35,59.59,59.55,46.98,34.97,28.50,19.62,23.23,12.26,66.24,88.49,73.57,46.41,41.80,30.78,33.78,26.74,191.52,152.55,131.68,128.12,129.93,125.44,142.83,120.16,147.99,187.05,192.73,212.93,336.15,474.57,261.28,210.78,357.42,369.25,351.17,318.03,239.77,140.47,93.09,90.05,309.51,208.17,282.33,246.72,196.17,153.21,93.12,70.79,270.78,257.75,244.37,198.31,152.21,95.75,70.20,44.31,178.92,172.99,160.15,147.08,132.38,117.14,99.61,71.93,126.07,123.10,120.78,119.85,88.76,103.36,89.79,78.44,84.66,83.58,82.80,78.66,74.90,68.41,59.51,49.47,34.48,40.84,36.77,38.61,34.88,34.37,29.14,24.35,19.61,22.92,22.78,22.62,21.08,20.49,18.82
372.50,11.81,9.28,5.95,6.84,7.79,9.11,5.80,13.65,12.98,10.99,17.10,9.68,11.46,13.44,11.00,22.54,25.41,15.00,16.25,14.33,17.77,15.06,12.72,28.30,28.70,22.11,18.72,16.62,13.95,18.20,10.09,33.26,53.90,50.86,28.60,26.78,21.53,24.19,21.36,144.80,108.18,97.25,96.43,102.38,109.89,132.10,101.02,134.06,189.55,196.02,215.66,350.70,466.66,255.62,219.32,330.27,331.40,307.68,276.49,221.94,136.27,82.04,77.52,282.12,195.81,260.69,230.30,187.85,140.32,84.79,65.57,250.42,244.28,230.81,195.38,156.83,99.98,73.32,57.54,167.51,162.80,151.82,135.79,121.23,108.30,95.64,76.60,120.56,121.30,119.75,117.80,97.05,111.44,103.27,96.48,92.24,92.85,92.90,90.38,88.99,85.72,79.07,71.66,52.61,60.07,56.35,59.52,57.35,55.87,49.05,41.68,36.37,41.55,42.95,40.65,40.64,38.34,36.83
402.50,9.60,7.84,233.38,6.84,7.79,7.69,5.80,10.51,10.72,10.99,14.73,8.16,9.91,11.93,11.00,12.91,18.54,12.13,12.45,11.38,14.78,12.83,11.31,16.63,16.67,15.05,14.10,12.64,12.50,15.89,10.09,20.26,38.91,39.79,21.86,21.93,18.42,19.55,18.91,122.19,85.25,78.36,77.21,91.15,106.99,132.10,87.64,129.48,184.38,197.08,220.99,361.38,469.06,269.91,232.16,316.74,317.38,296.76,263.80,213.47,128.83,75.08,67.32,274.93,192.76,251.57,222.58,182.69,126.74,78.56,59.24,240.61,236.79,225.22,193.79,161.36,107.85,76.38,62.46,165.95,158.59,147.43,133.26,119.44,101.35,87.62,74.89,119.51,119.38,117.91,116.81,100.34,109.90,104.20,101.45,93.16,93.67,93.79,92.01,92.66,89.79,85.60,81.99,65.19,70.07,68.17,70.61,69.27,67.66,63.33,55.24,49.79,55.09,55.51,53.62,53.00,52.64,50.37
433.50,8.17,6.41,233.38,6.84,7.79,7.69,5.80,9.02,9.20,8.58,13.13,8.16,8.38,10.33,9.55,10.77,15.45,12.13,12.45,11.38,14.78,11.40,11.31,12.64,13.62,12.22,12.63,12.64,11.03,13.64,10.09,16.18,31.31,34.20,18.29,19.66,16.98,16.61,17.51,111.87,75.10,69.57,68.18,86.06,100.94,124.03,75.60,114.60,196.22,203.66,241.02,357.87,448.11,269.19,242.14,307.27,301.05,279.60,256.51,206.72,119.56,71.94,64.77,268.55,190.92,249.29,218.74,177.47,122.66,78.02,54.79,236.06,232.65,220.92,190.83,156.80,106.67,73.35,61.62,165.15,158.85,148.52,133.78,114.67,98.65,84.93,69.71,119.32,119.08,117.49,115.26,102.02,111.36,105.81,102.44,95.60,95.08,93.79,92.01,94.20,93.02,89.14,84.21,72.44,75.83,74.75,75.23,74.99,74.11,70.07,64.69,58.74,62.55,63.09,61.95,61.85,59.99,59.51
463.50,8.17,6.41,233.38,6.84,7.79,7.69,5.80,9.02,9.20,8.58,13.13,8.16,8.38,10.33,9.55,10.77,15.45,12.13,12.45,9.96,12.60,11.40,9.86,12.64,12.12,12.22,12.63,12.64,11.03,12.08,10.09,16.18,31.31,31.67,18.29,18.18,15.47,16.61,16.08,129.55,86.06,70.15,68.78,87.62,91.94,114.69,65.51,221.14,250.42,256.76,276.24,371.74,455.56,229.51,239.69,357.48,355.97,318.88,276.39,209.49,134.51,77.92,66.20,286.12,202.18,258.34,220.26,167.71,116.63,76.28,58.12,238.52,232.86,219.14,187.90,151.08,104.61,75.16,62.35,170.58,165.43,157.02,139.95,104.24,85.07,74.68,63.81,123.15,120.07,119.01,115.67,100.45,106.45,101.77,97.42,95.10,95.18,93.79,92.46,91.97,89.95,86.69,82.39,76.03,77.22,77.25,76.44,76.64,75.56,72.89,69.88,61.61,64.36,65.95,65.98,61.85,62.16,59.90
493.50,8.17,6.41,233.38,6.84,7.79,7.69,5.80,10.58,9.20,8.58,13.13,8.16,8.38,10.33,9.55,12.18,16.27,12.13,12.45,9.96,12.60,11.40,9.86,115.37,74.92,24.78,14.10,12.64,11.03,12.08,9.40,172.93,130.42,98.55,28.79,19.91,18.02,16.61,18.33,223.98,177.72,128.37,94.60,96.17,93.14,107.11,57.75,590.37,528.78,468.74,498.00,515.38,431.57,215.37,242.53,490.46,493.67,441.81,368.76,272.68,163.85,95.55,68.26,366.52,253.59,329.96,273.03,198.08,121.78,78.93,64.93,282.16,267.23,255.65,211.98,176.87,116.95,76.70,59.64,185.19,180.02,173.76,153.33,107.38,85.45,74.68,58.06,129.30,126.63,121.44,117.75,98.76,104.71,96.99,89.05,92.51,88.92,89.20,86.67,85.36,83.63,83.25,79.03,73.08,71.88,74.07,72.27,72.26,71.62,69.13,68.38,59.31,61.11,62.28,62.85,60.27,58.54,55.07
523.50,8.17,7.93,6.77,6.84,7.79,7.69,5.80,94.65,71.68,27.46,13.13,10.42,8.38,10.33,9.55,172.57,144.69,103.81,43.06,13.73,14.82,13.64,11.46,317.12,288.30,213.02,122.36,20.45,16.75,16.01,15.09,434.89,358.68,302.93,173.59,48.91,29.07,23.63,25.43,649.51,536.09,371.38,258.86,170.10,135.29,132.74,64.08,761.42,593.64,575.80,402.33,266.19,232.79,169.68,187.62,456.00,444.36,394.50,283.86,169.59,115.95,80.94,63.74,352.02,249.50,309.09,246.90,154.94,100.46,72.78,57.31,282.69,261.35,243.93,211.39,175.97,133.82,114.91,93.06,168.11,173.98,164.00,155.14,128.86,112.02,91.05,70.63,107.43,106.85,105.73,101.55,90.88,94.08,90.46,87.17,75.54,73.23,73.43,72.31,72.09,72.32,71.26,70.50,67.66,63.45,65.57,62.84,62.37,63.70,61.60,61.43,49.40,45.50,41.42,38.53,34.40,32.66,31.30
553.50,17.27,23.51,19.01,10.37,9.20,7.69,7.30,230.21,206.45,158.99,60.64,36.90,11.51,11.81,11.12,328.07,310.52,273.62,190.77,75.08,23.23,19.17,15.42,512.71,473.38,417.62,323.54,169.08,84.98,36.81,25.04,757.60,623.91,515.84,388.05,228.91,110.21,55.39,36.69,768.41,633.00,449.55,344.22,333.41,378.37,338.88,98.80,481.58,440.15,402.09,204.61,149.23,143.88,107.96,119.27,338.55,316.72,268.89,178.93,134.25,114.48,87.22,64.69,259.93,197.48,232.19,185.76,141.09,123.63,87.97,68.02,156.93,163.53,146.67,135.51,124.04,118.34,113.60,111.28,116.89,121.16,108.11,104.09,98.29,95.89,91.62,79.05,76.10,77.20,78.02,77.40,77.78,76.77,76.63,75.37,60.69,58.94,59.24,59.08,59.79,59.08,58.36,57.42,56.02,46.40,49.40,44.21,43.45,41.79,40.68,38.77,18.54,14.32,11.93,9.88,11.69,10.17,13.03
583.00,63.55,90.05,89.41,35.14,11.46,9.95,9.48,309.18,291.92,259.64,183.61,164.89,39.27,17.68,15.64,400.48,382.92,358.96,307.51,222.42,101.91,31.09,21.88,518.01,507.91,476.47,430.03,341.53,232.06,134.46,56.60,621.58,620.27,580.97,506.86,419.34,270.28,133.28,78.22,601.65,511.14,352.95,270.02,270.45,360.34,423.22,125.32,399.26,366.93,302.11,161.74,135.20,126.94,98.48,105.64,272.37,238.97,190.75,147.12,120.39,108.30,91.65,72.54,200.48,151.60,153.70,131.93,111.41,101.65,91.28,79.36,93.80,110.92,98.53,96.77,94.15,94.31,91.97,91.31,78.48,85.21,76.49,75.18,75.22,74.68,74.65,70.74,60.93,61.55,61.38,62.45,65.70,62.53,62.87,61.03,48.55,48.09,46.89,46.73,47.70,46.71,46.97,45.44,41.51,28.31,32.68,24.55,23.30,20.86,20.62,20.10,7.15,14.32,11.93,9.88,7.97,10.17,9.09
613.00,118.31,159.58,172.14,132.03,47.74,15.48,15.19,326.33,315.57,292.24,254.11,246.48,141.33,44.85,28.48,385.33,375.93,366.72,335.88,286.23,190.71,95.76,51.08,464.96,455.32,434.35,399.67,347.36,275.69,207.02,139.16,557.59,551.28,535.84,477.47,416.64,291.51,172.97,96.41,479.70,373.29,262.02,214.11,239.64,405.71,423.23,131.78,274.11,304.96,238.98,121.96,103.77,102.43,85.09,92.20,205.22,170.16,139.64,109.16,93.81,89.44,82.40,70.34,138.35,107.30,97.13,95.05,86.04,78.30,77.72,71.98,71.38,86.11,76.49,75.53,73.90,74.05,72.75,70.60,61.59,65.68,60.88,58.85,59.33,60.03,59.80,58.62,47.49,48.46,48.78,49.60,54.63,50.28,51.75,49.87,33.18,32.61,32.09,31.16,31.14,30.85,31.79,29.84,30.96,19.06,23.28,17.42,15.85,13.33,14.00,14.47,7.15,14.32,11.93,9.88,7.97,7.21,7.60
643.50,152.23,198.46,211.82,188.72,120.65,53.13,33.39,314.46,307.49,294.40,262.66,262.10,195.53,118.33,69.18,364.21,357.47,352.76,324.92,282.72,207.67,141.83,109.45,445.08,432.24,407.72,370.57,319.14,251.37,190.95,135.93,583.58,555.46,514.94,446.95,375.36,249.06,159.89,86.42,381.02,265.88,192.85,173.13,216.87,416.71,409.81,128.37,166.37,262.44,189.32,91.03,77.60,80.03,70.28,76.78,135.27,111.75,97.57,80.63,69.96,69.17,66.82,60.03,69.14,83.44,68.93,69.34,68.22,61.98,63.82,61.02,56.49,68.86,61.13,60.15,59.57,59.95,58.41,56.16,48.56,51.36,47.98,46.78,47.11,47.84,49.11,47.18,34.58,34.97,36.30,36.38,42.80,37.12,39.13,37.91,21.32,20.06,20.19,20.14,20.53,19.99,20.86,19.47,23.12,14.63,18.22,13.85,12.18,11.03,11.69,11.40,7.15,14.32,11.93,9.88,7.97,7.21,7.60
671.50,167.45,213.62,218.73,201.40,153.19,113.72,72.83,313.30,302.98,290.15,258.58,254.57,189.66,146.81,98.82,355.23,346.76,340.79,312.79,266.92,189.23,138.12,112.97,419.22,413.50,387.50,348.25,298.66,238.45,168.65,123.81,516.78,504.45,479.10,414.30,358.93,234.23,145.46,80.82,297.44,193.75,150.47,147.87,216.08,407.49,409.32,124.01,120.91,231.87,156.32,71.02,62.72,66.33,59.51,66.39,85.71,72.22,68.61,60.64,56.58,56.27,55.62,51.42,50.18,73.26,55.35,54.58,57.53,51.94,54.15,51.13,46.16,55.28,49.35,48.86,49.58,50.02,48.99,47.68,39.18,40.16,37.44,36.59,37.75,38.15,39.59,38.44,23.71,24.43,25.80,25.39,33.82,26.96,28.05,26.45,16.56,15.53,14.86,14.87,15.85,15.35,16.53,15.49,18.47,12.45,15.27,12.45,10.01,9.55,10.24,9.25,7.15,5.57,11.93,5.26,7.97,7.21,7.60
701.50,174.85,210.91,216.56,202.36,161.54,132.56,98.72,301.96,293.01,279.69,247.79,242.97,181.81,145.40,106.55,337.71,330.67,323.72,296.14,252.83,177.22,132.27,112.17,394.50,381.56,353.19,316.75,270.99,210.47,154.99,118.18,484.43,470.50,441.20,381.85,342.74,225.30,143.76,73.87,225.96,140.87,117.85,124.85,198.40,406.96,399.92,125.59,79.04,203.86,131.63,58.70,51.72,55.63,51.00,57.11,54.13,50.10,52.01,48.18,46.20,46.45,46.82,43.84,40.48,66.38,45.13,44.73,47.55,43.35,45.72,43.52,37.98,45.28,40.67,39.64,40.36,41.75,40.50,39.87,30.90,31.11,28.69,27.67,28.85,30.05,30.51,30.35,18.44,18.98,19.23,19.64,28.16,20.22,21.63,19.79,13.48,13.39,12.58,12.75,12.85,12.30,12.97,12.56,15.46,11.00,13.03,11.03,10.01,8.11,8.82,9.25,7.15,5.57,11.93,5.26,6.56,7.21,7.60
