Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.32,3.30
2.50,-1.37,3.32
19.50,-1.40,3.20
49.00,-1.24,3.31
78.00,-1.07,2.91
107.50,-1.10,3.33
137.50,-20.56,18.92
167.50,-119.53,116.82
197.00,-137.64,148.90
227.00,-137.39,153.69
258.00,-136.94,154.05
288.50,-137.65,153.55
319.00,-138.41,153.12
349.50,-138.94,153.84
379.50,-139.17,153.70
409.00,-138.59,153.74
438.50,-139.16,153.41
469.00,-139.24,154.19
499.50,-137.80,153.81
529.50,-137.90,154.43
559.50,-137.98,153.64
589.50,-138.61,153.02
619.50,-137.89,153.81
649.00,-137.81,153.31
679.00,-138.48,153.34
709.50,-138.15,153.96
739.50,-138.45,154.24
769.50,-137.89,153.79
799.00,-120.91,136.65
829.00,-96.63,107.52
859.00,-93.27,104.01
888.50,-91.28,104.62
918.50,-91.82,104.84
949.00,-92.20,104.89
979.00,-92.66,104.34
1008.50,-92.48,104.51
1038.50,-92.33,104.79
1069.00,-92.12,104.37
1099.50,-91.87,105.18
1129.50,-90.81,104.98
1159.50,-92.30,104.95
1188.50,-93.63,104.13
1218.50,-91.78,103.93
1249.50,-92.48,103.96
1279.00,-93.14,104.46
1309.00,-93.66,104.09
1339.00,-93.71,103.38
1368.00,-92.62,103.63
1397.00,-93.47,103.74
1427.00,-92.85,103.58
1457.00,-91.55,103.70
1486.50,-92.74,103.99
1516.50,-91.90,103.96
1546.50,-92.79,104.36
1577.50,-93.12,103.55
1608.50,-92.70,104.11
1638.50,-83.94,95.91
1668.50,-55.15,63.24
1698.50,-50.42,55.89
1728.00,-50.25,55.11
1758.00,-49.92,54.36
