Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,13.34,13.77,13.92,12.35,13.16,12.07,13.36,15.27,15.11,15.06,15.04,15.01,14.99,14.38,14.92,17.50,16.40,16.84,17.36,16.10,16.64,16.15,15.95,23.45,22.34,20.70,20.43,18.54,18.21,16.38,15.57,22.35,21.05,21.22,22.57,20.57,19.83,16.37,13.48,17.14,17.55,17.41,18.48,18.67,18.67,18.48,12.75,15.80,13.03,14.25,14.10,14.56,14.07,14.02,13.93,15.23,15.22,14.71,13.92,14.23,13.95,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,13.97,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,12.80,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,17.02,17.98,16.48,17.04,16.13,17.12,15.24,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
5.50,13.34,13.77,15.32,14.57,14.63,13.46,13.36,20.02,19.60,19.16,18.63,19.31,18.74,17.84,18.26,29.68,25.63,26.20,26.44,22.35,21.50,20.92,20.26,51.42,49.26,42.55,35.63,28.92,25.32,19.97,17.55,80.90,75.53,69.75,57.52,45.42,29.84,20.56,18.64,22.91,26.56,25.80,28.81,32.62,35.81,30.89,15.00,15.80,13.03,15.70,15.57,15.98,15.49,15.47,13.93,15.23,15.22,14.71,15.32,14.23,13.95,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,13.97,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,16.13,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
25.00,16.18,17.56,18.41,17.71,17.61,15.60,15.65,36.46,36.74,33.51,31.10,36.28,32.73,30.02,29.13,62.75,53.00,50.97,49.17,41.04,39.80,35.70,33.85,111.78,103.53,89.72,77.24,55.85,37.69,25.57,21.70,181.78,156.70,135.55,114.91,87.72,47.05,26.85,24.05,30.17,38.33,36.45,42.63,51.32,55.19,44.99,18.86,15.80,14.43,17.90,15.57,15.98,15.49,15.47,15.42,15.23,15.22,14.71,15.32,14.23,13.95,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,13.97,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,16.13,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
55.50,25.00,30.48,31.44,29.62,26.44,22.11,20.72,58.56,54.59,53.12,51.92,55.57,50.91,47.88,43.23,93.14,77.56,73.91,67.69,56.07,55.25,51.91,48.44,163.35,148.92,128.94,111.16,79.77,48.26,31.12,26.27,243.55,222.99,188.64,166.94,127.71,58.74,33.38,28.13,49.16,56.49,43.54,52.51,62.25,67.67,53.21,22.86,15.80,14.43,17.90,17.02,17.40,16.89,15.47,15.42,15.23,15.22,14.71,15.32,14.23,13.95,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,15.37,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,16.13,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
86.50,37.92,46.66,47.69,45.49,40.38,33.57,27.77,69.22,67.72,65.81,64.80,67.82,64.49,61.03,53.15,103.63,89.77,80.70,75.33,65.34,63.81,62.36,58.90,188.50,168.13,149.73,128.74,94.72,56.35,35.24,29.60,284.06,254.19,212.84,185.69,131.11,64.95,38.04,33.16,85.11,81.09,50.70,58.07,68.10,76.17,57.32,25.89,18.24,17.29,17.90,17.02,17.40,16.89,15.47,15.42,15.23,15.22,14.71,15.32,14.23,15.34,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,15.37,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,16.13,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
116.50,47.58,55.85,58.09,55.61,49.47,43.19,35.44,76.82,75.84,73.63,71.36,76.36,72.65,68.51,60.89,110.06,97.87,89.60,80.45,70.37,68.62,68.22,63.82,196.60,182.75,160.38,137.29,99.85,59.44,36.85,29.60,297.77,267.78,229.90,199.59,138.25,64.15,41.21,34.01,130.26,101.11,56.77,61.79,71.39,80.06,57.32,28.34,47.91,27.19,17.90,18.42,17.40,16.89,16.87,15.42,15.23,15.22,14.71,15.32,14.23,15.34,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,15.37,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,16.13,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
146.50,53.28,61.36,63.95,61.60,54.51,49.01,42.20,80.37,79.50,77.18,75.61,80.57,77.06,73.20,66.64,113.51,103.80,96.02,85.43,73.63,73.37,73.35,68.69,206.92,189.57,168.17,142.56,105.79,62.33,36.85,29.60,311.86,280.75,236.45,201.77,137.54,65.82,40.61,35.47,168.42,117.79,62.00,61.79,73.69,81.55,59.79,29.76,84.91,35.09,20.12,18.42,17.40,16.89,16.87,16.83,15.23,15.22,14.71,15.32,14.23,15.34,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,15.37,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,16.13,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
175.50,56.43,65.56,67.38,64.95,58.29,52.97,46.92,83.26,82.00,79.99,78.33,83.49,77.58,73.72,66.64,117.19,107.99,97.60,88.31,77.30,74.90,75.62,70.23,214.49,195.81,174.58,147.64,106.50,64.22,39.35,31.92,323.49,285.92,242.95,209.10,143.13,67.14,40.61,35.47,188.85,125.70,65.88,63.93,75.13,83.09,59.79,31.24,104.64,39.19,21.52,18.42,17.40,16.89,16.87,16.83,15.23,15.22,14.71,15.32,14.23,15.34,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,15.37,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,17.53,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
204.50,58.91,68.11,70.08,68.01,61.49,56.17,49.17,85.00,83.66,83.40,80.88,83.49,81.72,77.65,70.39,122.08,109.46,98.79,89.04,78.05,77.68,77.79,73.08,220.22,202.31,176.71,151.35,110.44,65.71,41.59,33.79,324.62,290.95,242.92,209.92,143.82,69.26,43.38,36.93,205.77,140.68,68.47,65.61,75.13,83.09,61.28,31.24,140.38,44.94,22.96,18.42,17.40,16.89,16.87,16.83,20.94,17.63,14.71,15.32,14.23,15.34,14.17,13.90,15.08,13.90,15.04,15.52,14.53,14.15,14.35,14.20,15.99,15.82,15.11,15.22,14.68,15.37,14.35,13.90,16.67,16.26,16.21,15.70,15.88,15.52,14.20,13.97,16.56,16.33,16.74,17.14,16.59,16.51,15.57,14.89,18.35,17.98,16.48,17.04,17.53,17.12,16.66,15.65,16.75,17.55,17.58,17.73,17.60,17.45,17.42,18.20,19.91,19.76,19.69,19.33,19.39,18.27,18.05
