Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.35,0.41
9.50,-1.45,0.54
33.50,-1.75,-0.06
63.50,-1.68,0.90
93.50,-1.30,0.87
123.50,-2.20,1.70
153.50,-80.96,66.32
183.50,-142.13,141.87
213.50,-145.66,152.01
243.50,-147.10,151.72
273.50,-146.77,152.05
303.50,-146.14,152.07
333.50,-144.04,152.42
363.50,-144.67,152.35
393.50,-144.28,152.91
423.50,-143.87,152.77
453.50,-144.42,152.59
483.50,-144.37,153.13
513.50,-144.50,154.11
541.00,-145.19,153.94
571.00,-145.25,153.85
603.50,-145.13,153.56
633.50,-144.10,153.08
663.50,-145.01,152.99
693.50,-145.14,153.02
722.00,-146.32,152.26
750.00,-144.65,152.02
780.50,-145.01,150.36
811.50,-111.99,121.79
841.50,-97.42,106.35
872.00,-95.30,104.02
902.00,-94.50,103.87
932.50,-93.76,103.74
963.50,-93.93,104.20
993.50,-94.36,104.39
1023.50,-93.77,104.08
1053.50,-94.23,104.16
1083.50,-93.79,103.49
1113.00,-93.99,103.49
1143.00,-93.32,103.93
1173.50,-93.96,104.31
1203.50,-92.68,104.52
1233.00,-93.73,104.54
1263.00,-95.16,104.26
1293.50,-93.87,103.85
1323.50,-93.80,103.15
1353.50,-94.38,103.44
1383.50,-94.60,103.56
1413.50,-94.15,103.73
1442.50,-94.12,103.76
1472.50,-92.32,103.61
1503.50,-84.41,104.51
1533.50,-27.25,104.83
1563.50,-6.31,104.62
1593.50,-2.24,104.35
1623.50,-1.73,104.92
1653.50,-1.66,104.57
1682.50,-1.53,104.10
1712.50,-1.45,104.73
1743.50,-1.36,104.46
1773.50,-1.62,105.07
1803.50,-1.70,104.72
1833.50,-1.63,104.32
1862.50,-1.50,104.68
1892.50,-1.63,104.31
1923.00,-1.66,104.29
1951.50,-1.44,104.68
1982.00,-1.35,104.90
2013.00,-1.09,112.09
2042.50,-1.04,139.46
2072.50,-1.09,149.00
2102.00,-1.18,157.46
2132.50,-1.08,158.31
2159.50,-1.10,158.16
2189.50,-1.09,157.94
2222.50,-0.97,158.28
