Time,South Central Fans,North Central Fans
s,C,C
0.00,23.02,22.96
10.00,23.02,22.96
34.50,23.02,22.96
63.50,23.02,22.96
92.50,23.02,22.96
122.50,23.02,22.96
153.00,25.57,22.61
184.00,57.75,22.61
214.50,80.82,22.61
244.50,83.47,22.61
273.50,92.24,22.61
303.50,96.43,22.61
334.50,96.93,22.72
364.50,95.60,23.24
394.50,94.81,23.24
424.50,98.72,23.24
454.50,103.63,23.24
484.50,105.84,23.24
513.00,104.88,23.35
543.00,103.34,23.46
574.50,99.56,23.46
604.50,95.70,23.46
634.50,88.40,23.46
664.50,81.06,23.46
694.00,80.39,23.46
724.00,75.84,23.46
754.50,72.36,23.46
784.50,75.58,23.46
814.50,75.15,23.46
843.50,69.78,23.46
873.00,70.69,23.46
903.50,68.13,23.46
933.50,64.47,23.46
964.00,60.08,23.46
994.50,59.88,23.46
1024.50,54.94,23.46
1054.50,51.98,23.46
1084.50,52.06,23.46
1114.50,49.03,23.46
1144.50,46.85,23.46
1174.50,46.21,23.46
1203.50,44.80,23.46
1233.00,42.99,23.46
1264.00,42.47,23.46
1294.50,41.97,23.46
1323.00,41.96,23.46
1352.00,41.96,23.46
1383.00,42.41,23.46
1412.50,42.69,23.46
1442.00,42.47,23.46
1472.50,41.95,23.46
1503.50,40.83,23.46
1534.50,39.65,23.46
1564.50,39.54,23.46
1594.50,39.54,23.46
1624.50,39.66,23.46
1653.50,39.66,23.46
1682.50,39.66,23.46
1713.50,38.08,23.35
1744.50,36.97,23.35
1774.50,36.26,23.35
1804.50,36.15,23.35
1834.50,39.75,23.35
1864.50,48.71,23.35
1893.50,57.12,23.35
1923.50,57.93,23.35
1954.50,57.36,23.35
1984.50,55.38,23.35
2014.50,51.99,23.35
2044.50,45.46,23.35
2074.50,43.24,23.35
2104.50,40.13,23.35
2134.50,38.88,23.35
2164.50,38.15,23.35
2194.50,38.74,23.35
2224.50,42.29,23.35
2254.00,46.28,23.35
2284.00,45.48,23.35
2314.00,42.93,23.35
2343.00,39.95,23.35
2373.50,38.07,23.35
2404.50,37.75,23.35
2434.50,37.64,23.35
2464.50,37.64,23.35
2494.50,37.86,23.35
2524.50,43.14,23.35
2554.50,51.08,23.35
