Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,58.93,50.38,33.72,52.78,53.87,53.67,43.08,49.56,52.20,64.38
2.50,57.88,49.75,34.63,53.03,52.29,53.66,34.03,37.06,41.16,45.62
19.50,65.33,57.10,43.53,62.52,65.02,49.88,29.67,2.39,12.13,23.66
49.50,73.62,63.58,57.48,83.75,82.21,78.04,33.86,21.96,37.62,32.23
79.50,88.42,72.70,78.07,103.29,101.55,136.25,46.38,41.37,47.03,52.78
109.50,100.84,95.40,96.17,115.13,119.96,177.99,58.84,48.57,54.41,70.65
139.50,107.76,101.18,105.41,132.07,130.05,195.56,70.27,57.47,59.18,75.27
169.00,106.70,111.61,112.07,135.33,137.66,208.08,75.10,69.03,65.06,91.03
199.00,106.50,103.56,111.72,142.20,139.29,202.68,112.99,48.08,74.45,76.38
229.50,101.85,103.69,110.34,140.59,140.78,200.05,137.08,-26.67,37.59,76.72
258.50,91.76,109.44,109.96,128.14,130.53,182.13,63.20,52.32,51.63,56.75
287.00,98.91,100.18,108.41,127.03,105.57,150.12,73.60,56.00,63.93,69.30
317.50,93.54,107.20,104.69,126.22,137.09,191.27,71.01,61.60,47.94,75.74
348.00,108.26,108.92,103.39,122.89,131.28,183.33,65.45,62.74,53.20,60.22
377.50,93.08,103.47,108.35,128.14,137.33,180.28,70.50,70.97,68.22,80.51
407.50,117.28,104.34,113.31,130.52,139.13,187.92,77.85,57.64,2.69,68.25
437.50,107.09,118.79,113.25,139.45,172.25,213.84,69.46,48.34,53.39,62.31
467.50,88.06,110.95,108.98,133.33,217.80,243.91,78.20,66.24,61.51,82.00
498.00,109.17,118.38,119.05,137.38,144.53,206.12,77.45,69.37,66.94,77.73
529.00,118.05,134.19,135.13,152.27,158.79,216.72,73.10,55.33,65.78,74.09
559.50,105.57,115.72,123.99,139.05,147.42,195.43,53.03,-2.55,58.60,60.58
589.50,86.18,104.85,112.12,121.21,133.65,186.01,15.61,-105.93,83.49,83.31
619.50,106.74,117.37,115.44,132.52,157.56,220.39,65.22,58.27,72.83,78.25
648.00,93.08,124.93,128.83,149.48,180.83,264.27,70.87,65.48,53.92,81.04
678.00,135.93,130.48,133.28,149.72,157.41,211.32,80.17,60.11,57.07,55.66
709.50,97.08,119.42,125.28,143.97,159.25,221.54,80.38,81.57,75.26,135.05
739.50,118.01,135.03,141.32,157.31,171.70,222.81,35.25,-6.24,64.52,106.55
769.50,110.27,125.30,133.06,148.37,160.28,214.59,-20.03,-58.27,98.33,74.92
799.50,89.11,113.31,117.44,130.84,170.83,226.68,65.85,51.11,64.26,68.13
829.00,115.43,128.11,142.18,153.05,208.50,290.48,78.40,68.77,70.83,73.32
859.00,123.43,129.90,136.49,149.93,165.49,218.76,75.36,52.55,57.96,82.70
889.50,88.66,100.74,119.76,121.44,141.30,193.47,49.47,41.16,59.11,-3.00
919.50,97.67,118.68,130.07,141.66,148.87,195.64,122.99,155.69,29.40,52.54
949.50,97.41,115.29,123.00,136.52,148.25,209.32,171.62,233.40,80.44,85.02
978.00,112.93,137.70,142.41,160.82,169.62,219.85,90.73,86.54,84.39,118.85
1008.00,116.54,128.29,137.26,157.95,153.25,183.56,78.97,57.95,67.95,75.74
1039.50,68.74,106.23,112.56,130.93,147.83,201.49,71.08,49.87,48.63,27.12
1069.50,-31.48,92.36,105.59,115.57,132.75,176.19,51.46,44.96,46.81,165.27
1099.50,-73.75,113.56,128.62,127.90,139.18,206.86,87.45,73.91,56.54,230.74
1128.00,-125.26,121.43,131.75,140.27,148.59,222.85,115.14,98.37,106.56,295.02
1158.00,-158.79,103.23,120.51,122.68,141.60,185.55,78.05,77.42,74.50,312.77
1189.50,-246.89,77.26,93.87,95.65,117.73,144.84,58.63,50.55,50.74,352.66
1219.50,-260.88,71.11,87.26,83.09,91.96,109.05,53.74,49.21,47.72,347.79
1249.50,-293.18,61.29,76.26,76.04,80.21,97.38,58.60,57.29,59.37,368.25
1279.50,-298.28,57.63,73.25,68.80,73.77,83.64,44.38,46.72,50.39,363.60
1309.50,-296.03,65.75,68.22,67.39,74.47,72.06,52.21,47.24,49.94,370.57
1339.50,-300.20,57.68,68.72,62.77,68.67,72.86,51.58,53.41,54.05,389.74
1369.50,-297.70,57.64,64.58,60.18,68.13,77.47,45.29,44.20,44.32,394.61
1399.50,-281.30,58.37,57.79,60.71,69.45,100.24,41.97,35.32,39.33,391.31
