Time,South Central Fans,North Central Fans
s,C,C
0.00,23.76,22.77
7.50,23.76,22.77
29.50,23.76,22.77
59.50,23.76,22.77
89.50,23.85,22.77
119.50,25.84,22.77
149.50,29.25,22.77
179.50,34.23,22.77
209.50,36.25,22.86
238.00,36.37,22.91
268.00,38.06,23.23
298.00,41.82,23.48
327.00,47.31,23.59
356.50,52.14,23.59
386.50,55.22,23.70
417.50,56.85,23.90
448.00,57.92,23.90
478.50,58.83,24.01
508.50,59.91,24.01
538.50,61.35,24.01
569.00,61.59,24.01
599.00,62.87,24.01
629.00,63.95,24.01
659.50,64.06,24.01
689.50,64.40,24.01
719.50,64.52,24.01
748.50,65.72,24.01
778.50,66.07,24.01
808.50,66.80,24.01
838.50,67.39,24.01
869.00,68.22,24.01
898.50,68.90,24.01
929.00,69.03,24.01
959.50,69.32,24.01
989.50,69.48,24.01
1019.50,70.09,24.01
1049.50,69.76,24.01
1079.50,69.95,24.01
1109.50,69.22,24.01
1138.50,69.27,24.01
1168.00,69.50,24.01
1199.00,69.57,24.01
1229.50,69.36,24.01
1259.50,69.33,24.01
1289.50,69.21,24.01
1319.50,69.68,24.12
1349.50,70.07,24.23
1379.50,70.31,24.23
1409.50,66.88,24.23
1438.50,62.50,24.23
1468.00,57.02,24.34
1498.50,50.96,24.34
1529.00,46.14,24.34
1559.50,43.30,24.34
1588.50,41.23,24.34
1618.50,40.33,24.34
1649.50,39.38,24.34
1679.50,38.94,24.34
1709.50,38.26,24.34
1739.50,37.93,24.34
1769.50,37.28,24.34
1799.50,36.94,24.34
1829.50,36.94,24.34
1859.50,36.71,24.34
1889.50,36.15,24.34
