Time,South Central Fans,North Central Fans
s,C,C
0.00,9.92,11.73
10.00,9.92,11.73
34.50,9.92,11.73
64.50,9.92,11.73
94.50,9.92,11.73
124.50,9.92,11.73
154.50,9.92,11.73
184.50,21.84,11.77
214.50,35.45,13.03
244.50,36.88,13.48
274.00,38.18,13.48
304.00,38.78,12.98
334.50,39.79,12.59
364.50,40.70,12.26
393.50,41.70,12.14
423.00,42.26,11.70
453.50,43.00,11.70
484.00,43.50,11.70
514.50,43.87,11.70
544.50,44.24,11.70
574.50,44.54,11.59
604.50,45.17,11.59
634.50,45.70,11.48
664.50,45.90,11.48
694.50,46.43,11.48
724.50,46.82,11.48
754.50,47.19,11.48
784.50,47.54,11.48
814.50,46.31,11.48
844.50,44.21,11.48
874.50,44.54,11.48
904.50,45.30,11.48
934.50,45.54,11.48
964.50,46.32,11.48
994.50,46.91,11.48
1024.50,47.12,11.48
1054.50,47.48,11.48
1084.50,47.83,11.48
1114.50,47.73,11.48
1144.50,47.69,11.48
1174.50,48.11,11.48
1204.50,48.46,11.48
1234.50,48.78,11.48
1264.50,49.29,11.48
1294.50,50.01,11.48
1324.50,50.19,11.48
1354.50,50.25,11.48
1384.50,51.04,11.48
1414.50,51.69,11.48
1444.50,51.66,11.48
1474.50,50.89,11.48
1504.50,47.33,11.48
1534.50,42.06,11.48
1564.50,37.34,11.48
1593.50,33.91,11.48
1623.50,31.52,11.48
1654.50,29.53,11.48
1684.50,28.51,11.48
1714.50,27.44,11.48
1744.50,27.16,11.48
