s,kg/s/m2
Time,MLRPUA
0.,0.00000
10.,0.00163
20.,0.00158
30.,0.00191
40.,0.00240
50.,0.00336
60.,0.00378
70.,0.00435
80.,0.00431
90.,0.00402
100.,0.00361
110.,0.00346
120.,0.00331
130.,0.00314
140.,0.00310
150.,0.00313
160.,0.00301
170.,0.00300
180.,0.00294
190.,0.00292
200.,0.00289
210.,0.00283
220.,0.00280
230.,0.00272
240.,0.00276
250.,0.00269
260.,0.00268
270.,0.00266
280.,0.00265
290.,0.00270
300.,0.00266
310.,0.00266
320.,0.00259
330.,0.00276
340.,0.00267
350.,0.00275
360.,0.00274
370.,0.00272
380.,0.00268
390.,0.00273
400.,0.00279
410.,0.00274
420.,0.00276
430.,0.00271
440.,0.00273
450.,0.00266
460.,0.00276
470.,0.00276
480.,0.00268
490.,0.00272
500.,0.00269
510.,0.00271
520.,0.00268
530.,0.00268
540.,0.00268
550.,0.00265
560.,0.00271
570.,0.00265
580.,0.00261
590.,0.00267
600.,0.00263
610.,0.00263
620.,0.00261
630.,0.00260
640.,0.00256
650.,0.00261
660.,0.00250
670.,0.00260
680.,0.00255
690.,0.00253
700.,0.00244
710.,0.00244
720.,0.00253
730.,0.00252
740.,0.00243
750.,0.00245
760.,0.00242
770.,0.00238
780.,0.00236
790.,0.00239
800.,0.00232
810.,0.00236
820.,0.00226
830.,0.00229
840.,0.00224
850.,0.00225
860.,0.00218
870.,0.00218
880.,0.00225
890.,0.00214
900.,0.00216
910.,0.00216
920.,0.00212
930.,0.00209
940.,0.00217
950.,0.00209
960.,0.00206
970.,0.00208
980.,0.00209
990.,0.00202
1000.,0.00207
1010.,0.00208
1020.,0.00207
1030.,0.00210
1040.,0.00210
1050.,0.00209
1060.,0.00205
1070.,0.00204
1080.,0.00214
1090.,0.00204
1100.,0.00212
1110.,0.00210
1120.,0.00207
1130.,0.00217
1140.,0.00211
1150.,0.00219
1160.,0.00212
1170.,0.00223
1180.,0.00223
1190.,0.00225
1200.,0.00226
1210.,0.00222
1220.,0.00234
1230.,0.00229
1240.,0.00233
1250.,0.00234
1260.,0.00238
1270.,0.00239
1280.,0.00239
1290.,0.00246
1300.,0.00247
1310.,0.00249
1320.,0.00263
1330.,0.00252
1340.,0.00261
1350.,0.00257
1360.,0.00275
1370.,0.00274
1380.,0.00276
1390.,0.00279
1400.,0.00281
1410.,0.00283
1420.,0.00286
1430.,0.00287
1440.,0.00284
1450.,0.00289
1460.,0.00285
1470.,0.00287
1480.,0.00282
1490.,0.00285
1500.,0.00279
1510.,0.00282
1520.,0.00273
1530.,0.00268
1540.,0.00273
1550.,0.00275
1560.,0.00268
1570.,0.00278
1580.,0.00264
1590.,0.00267
1600.,0.00272
1610.,0.00265
1620.,0.00274
1630.,0.00266
1640.,0.00264
1650.,0.00259
1660.,0.00266
1670.,0.00259
1680.,0.00259
1690.,0.00251
1700.,0.00253
1710.,0.00254
1720.,0.00255
1730.,0.00249
1740.,0.00253
1750.,0.00243
1760.,0.00247
1770.,0.00243
1780.,0.00236
1790.,0.00235
1800.,0.00231
1810.,0.00229
1820.,0.00225
1830.,0.00219
1840.,0.00213
1850.,0.00215
1860.,0.00213
1870.,0.00206
1880.,0.00197
1890.,0.00200
1900.,0.00194
1910.,0.00183
1920.,0.00183
1930.,0.00180
1940.,0.00176
1950.,0.00173
1960.,0.00169
1970.,0.00159
1980.,0.00164
1990.,0.00157
2000.,0.00150
2010.,0.00152
2020.,0.00140
2030.,0.00148
2040.,0.00144
2050.,0.00147
2060.,0.00140
2070.,0.00141
2080.,0.00137
2090.,0.00136
2100.,0.00136
2110.,0.00134
2120.,0.00131
2130.,0.00131
2140.,0.00127
2150.,0.00127
2160.,0.00123
2170.,0.00124
2180.,0.00120
2190.,0.00122
2200.,0.00120
2210.,0.00116
2220.,0.00115
2230.,0.00114
2240.,0.00113
2250.,0.00112
2260.,0.00105
2270.,0.00109
2280.,0.00104
2290.,0.00103
2300.,0.00100
2310.,0.00100
2320.,0.00101
2330.,0.00093
2340.,0.00097
2350.,0.00091
2360.,0.00092
2370.,0.00085
2380.,0.00090
2390.,0.00084
2400.,0.00087
2410.,0.00084
2420.,0.00081
2430.,0.00078
2440.,0.00081
2450.,0.00076
2460.,0.00074
2470.,0.00071
2480.,0.00071
2490.,0.00074
2500.,0.00070
2510.,0.00067
2520.,0.00069
2530.,0.00068
2540.,0.00066
2550.,0.00064
2560.,0.00064
2570.,0.00061
2580.,0.00061
2590.,0.00061
2600.,0.00061
2610.,0.00060
2620.,0.00055
2630.,0.00058
2640.,0.00058
2650.,0.00052
2660.,0.00052
2670.,0.00054
2680.,0.00051
2690.,0.00052
2700.,0.00051
2710.,0.00048
2720.,0.00048
2730.,0.00050
2740.,0.00046
2750.,0.00047
2760.,0.00047
2770.,0.00046
2780.,0.00046
2790.,0.00044
2800.,0.00045
2810.,0.00044
2820.,0.00043
2830.,0.00043
2840.,0.00043
2850.,0.00043
2860.,0.00038
2870.,0.00038
2880.,0.00040
2890.,0.00039
2900.,0.00041
2910.,0.00041
2920.,0.00038
2930.,0.00036
2940.,0.00038
2950.,0.00038
2960.,0.00040
2970.,0.00039
2980.,0.00038
