s,kW
Time,HRR
0,0
5,0.33
10,0.9
15,13.75
20,19.34
25,33.07
30,56.38
35,64.2
40,74.56
45,91.38
50,104.93
55,121.38
60,161.8
65,178.53
70,204.18
75,232.25
80,255.67
85,260.49
90,284.84
95,313.61
100,327.51
105,339.13
110,339.74
115,355.01
120,402.81
125,410.55
130,411.77
135,398.62
140,448.73
145,499.86
150,608.68
155,767.94
160,871.14
165,889.71
170,955.31
175,1070.8
180,1302.1
185,1542.7
190,1659.3
195,1792.8
200,2222.1
205,2671
210,3048.9
