Time,25,50,70
0,0,0,0
10,0,0,24.47
20,0,0,326.94
30,0,56.64,629.92
40,0,387.97,767.08
50,0,524.31,847.12
60,0,568.13,881.51
70,0,597.37,909.58
80,0,618.9,925.79
90,0,631.69,931.59
100,177.39,630.2,943.86
110,308.39,631.56,950.69
120,355.03,640.86,951.67
130,375,649.97,965.19
140,382.08,672.32,975.18
150,384.23,677.91,977.72
160,390.83,672.47,992.61
170,397.39,676.2,1013.26
180,401.09,681.09,1029.48
190,401.8,682.76,1050.17
200,401.17,688.61,1079.75
210,400.86,692.8,1109.32
220,398.1,704.05,1127.01
230,397.98,721.37,1137.44
240,401.76,727.73,1148.08
250,404.76,748.16,1199.5
260,407.47,771.36,1233.83
270,410.45,790.56,1209.7
280,416.04,801.85,1020.43
290,422.78,804.85,687.44
300,428.16,810.07,370.12
310,433.64,815.92,114.44
320,440.83,845.72,29.11
330,452.01,865.81,17.78
340,463.64,907.38,9.44
350,471.21,957.3,7.96
360,475.65,1001.23,6.93
370,479.97,1037.25,6.25
380,480.93,927.34,6.35
390,477.63,725.76,6.31
400,478.89,308.26,6.09
410,486.91,73.21,5.68
420,494.1,23.31,5.32
430,500.71,6.28,4.2
440,502.71,2.82,2.43
450,505.92,1.66,2.01
460,512.77,2.03,1.28
470,522.32,3.32,0
480,532.31,3.92,0
490,540.07,4.42,0
500,552.98,3.4,0
510,558.84,1.93,0
520,572.91,0.53,0
530,585.74,0.67,0
540,595.16,0.12,0
550,566.84,0,0
560,514.94,0,0
570,458.67,0,0
580,306.49,0,0
590,105.39,0,0
600,15.06,0,0
610,2.5,0,0
620,0.66,0,0
630,0.07,0,0
640,0.04,0,0
650,0.01,0,0
660,0,0,0
670,0,0,0
