m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.079,0.56032,0.002,0.6171,0.1296
0.128,0.26839,0.088,0.92806,NaN
0.206,0.083871,0.203,0.56935,NaN
0.342,0.022581,0.393,0.10258,NaN
0.598,0.0064516,0.668,0.087419,NaN
