m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.247,7.263,0.02,2.068,2.0982
0.305,5.529,0.27,2.455,NaN
0.372,5.196,0.495,2.825,NaN
0.457,3.739,0.67,3.067,NaN
0.789,1.8,1.14,2.879,NaN
1.389,0.606,1.89,1.549,NaN
NaN,NaN,2.35,0.871,NaN
NaN,NaN,3.19,0.087,NaN
