m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.2495,6.9565,0.012,3.179,6.72
0.3115,6.0413,0.177,3.3406,NaN
0.4065,2.9806,0.35,3.2438,NaN
0.6065,0.76375,0.543,2.6906,NaN
1.6315,0.075,0.862,1.515,NaN
NaN,NaN,1.229,0.61375,NaN
NaN,NaN,1.561,0..33375,NaN
NaN,NaN,2.095,0.013125,NaN
