m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.2465,0.26813,0.017,1.145,3.75
0.3045,0.2225,0.155,1.099,NaN
0.3715,0.1775,0.302,0.6763,NaN
0.4565,0.075,0.517,0.372,NaN
1.3885,0.00125,0.945,0.080,NaN
NaN,NaN,1.225,0.02188,NaN
