m ,kW/m2 ,m ,kW/m2,kW
r ,Q(r) ,z ,Q(z),Qb
0.247,0.158,0.015,0.488,2.2029
0.305,0.113,0.13,0.498,NaN
0.372,0.1,0.21,0.443,NaN
0.457,0.039,0.413,0.229,NaN
0.692,0.019,0.69,0.094,NaN
1.222,0.008,NaN ,NaN,NaN
