m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.082,4.8955,-0.012,1.3765,0.22644
0.14,3.3558,0.101,1.9555,NaN
0.232,1.9252,0.277,2.8826,NaN
0.406,1.0326,0.543,3.3042,NaN
0.704,0.43484,0.905,1.5958,NaN
NaN,NaN,1.33,0.3029,NaN
NaN,NaN,1.809,0.051935,NaN
