m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.2495,16.399,0.013,6.9556,8.3514
0.3115,13.658,0.213,7.9081,NaN
0.4065,7.0737,0.437,6.2263,NaN
0.6065,0.22437,0.816,3.9081,NaN
1.0645,0.000625,1.187,1.7813,NaN
1.6315,0.22437,1.623,0.48563,NaN
NaN,NaN,2.017,0.22625,NaN
NaN,NaN,2.837,0.074375,NaN
