m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.574,0.051,-0.019,0.353,14.7532
0.619,0.041,0.117,0.781,NaN
0.717,0.036,0.34,0.834,NaN
0.89,0.034,0.616,0.553,NaN
1.185,0.02,0.932,0.289,NaN
NaN,NaN,1.314,0.153,NaN
NaN,NaN,1.794,0.074,NaN
