m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.2495,15.606,0.013,6.0137,8.518
0.3115,13.099,0.213,6.585,NaN
0.4065,6.8744,0.437,5.1494,NaN
0.6065,1.8113,0.816,3.1688,NaN
1.6315,0.16938,1.187,1.3631,NaN
NaN,NaN,1.623,0.3325,NaN
NaN,NaN,2.017,0.14625,NaN
NaN,NaN,2.837,0.04125,NaN
