m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.079,1.1535,0.002,0.92323,0.12685
0.128,0.64419,0.088,1.5784,NaN
0.206,0.23355,0.203,1.3587,NaN
0.342,0.080968,0.393,0.30161,NaN
0.598,0.020968,0.668,0.068065,NaN
