m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.079,0.096452,0.002,0.24129,0.138
0.128,0.029355,0.088,0.35613,NaN
0.206,0.00032258,0.203,0.13226,NaN
0.342,0,0.393,0.0035484,NaN
NaN,NaN,0.668,0,NaN
