m ,kW/m2 ,m ,kW/m2,kW
r ,Q(r) ,z ,Q(z),Qb
0.079,0.037,0.002,0.189,0.063
0.128,0.015,0.088,0.271,NaN
0.206,0.003,0.203,0.083,NaN
0.342,0,0.393,0.003,NaN
