m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.247,2.716,0.015,0.795,2.59968
0.305,1.843,0.187,0.801,NaN
0.372,1.536,0.38,0.877,NaN
0.457,0.945,0.67,0.729,NaN
0.692,0.363,1.138,0.383,NaN
1.222,0.1,1.745,0.136,NaN
NaN,NaN,2.395,0.013,NaN
