m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.082,2.2326,-0.012,0.80613,0.12996
0.14,1.3523,0.101,1.2958,NaN
0.232,0.6471,0.277,1.6442,NaN
0.406,0.24613,0.543,0.88258,NaN
0.704,0.089355,0.905,0.11903,NaN
NaN,NaN,1.33,0.068387,NaN
NaN,NaN,1.809,0.020645,NaN
