m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.079,0.055161,0.002,0.16129,0.1408
0.128,0.0083871,0.088,0.24613,NaN
0.206,0,0.203,0.079032,NaN
0.342,0,0.393,0.021935,NaN
0.598,0,0.668,NaN,NaN
