m ,kW/m2 ,m ,kW/m2,kW
r ,Q(r) ,z ,Q(z),Qb
0.079,0.11,0.002,0.292,0.0854
0.128,0.021,0.088,0.361,NaN
0.206,0.008,0.203,0.133,NaN
0.342,0.001,0.393,0.011,NaN
