m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.574,0.595,-0.019,1.81,14.5596
0.619,0.408,0.117,2.707,NaN
0.717,0.315,0.34,2.668,NaN
0.89,0.264,0.616,1.891,NaN
1.185,0.1088,0.932,1.0838,NaN
NaN,NaN,1.314,0.5281,NaN
NaN,NaN,1.794,0.2325,NaN
