m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.247,8.131,0.015,1.859,1.9976
0.307,6.542,0.213,2.136,NaN
0.402,4.757,0.48,2.467,NaN
0.604,1.987,0.878,2.231,NaN
1.062,0.704,1.18,1.765,NaN
1.63,0.321,1.468,1.228,NaN
NaN,NaN,2.053,0.585,NaN
NaN,NaN,2.603,0.057,NaN
