m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.619,0.035625,-0.019,0.2694,15.0093
0.717,0.036875,0.117,0.4969,NaN
0.89,0.0356,0.34,0.6,NaN
1.185,0.0256,0.616,0.5125,NaN
NaN,NaN,0.932,0.3125,NaN
NaN,NaN,1.314,0.18875,NaN
NaN,NaN,1.794,0.1044,NaN
