m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.081,0.97742,0.002,1.6313,0.185
0.13,0.46419,0.088,2.0106,NaN
0.208,0.094194,0.203,0.86,NaN
0.344,0.02871,0.393,0.078387,NaN
0.6,0.021613,0.668,0.028387,NaN
