m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.2495,3.0825,0.012,3.5069,5.634
0.3115,3.0263,0.177,3.5456,NaN
0.4065,1.4075,0.35,2.7869,NaN
0.6065,0.305,0.543,1.7069,NaN
1.6315,0.016875,0.862,0.69,NaN
NaN,NaN,1.229,0.28187,NaN
NaN,NaN,1.561,0.22813,NaN
