m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.619,0.313,-0.019,1.48,15.092
0.717,0.307,0.117,1.962,NaN
0.89,0.278,0.34,2.05,NaN
1.185,0.1323,0.616,1.61,NaN
NaN,NaN,0.932,0.98,NaN
NaN,NaN,1.314,0.59,NaN
NaN,NaN,1.794,0.295,NaN
