m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.081,0.19871,0.002,0.51677,0.18
0.13,0.084194,0.088,0.7829,NaN
0.208,0.029032,0.203,0.37188,NaN
0.344,0.000322,0.393,0.022903,NaN
0.6,0.001613,0.668,0.015806,NaN
