m ,kW/m2 ,m ,kW/m2,kW
r ,Q(r) ,z ,Q(z),Qb
0.079,0.329,0.002,0.553,0.1014
0.128,0.164,0.088,0.75,NaN
0.206,0.04,0.203,0.354,NaN
0.342,0.012,0.393,0.057,NaN
0.598,0,0.668,0.019,NaN
