m,kW/m2,m,kW/m2,kW
r,Q(r),z,Q(z),Qb
0.574,1.439,-0.019,3.398,14.58685
0.619,0.947,0.117,4.756,NaN
0.717,0.733,0.34,4.476,NaN
0.89,0.628,0.616,3.561,NaN
1.185,0.259,0.932,2.118,NaN
NaN,NaN,1.314,1.068,NaN
NaN,NaN,1.794,0.63,NaN
