time,UTCTime,Temperature_C,MT_rad_kW_m_2,NAR_kW_m_2
368.5,18:38:04.5,16.7,0,0.81
368.6,18:38:04.6,17.55,0,0.81
368.7,18:38:04.7,17.55,0,0.81
368.8,18:38:04.8,15.85,0,0.81
368.9,18:38:04.9,16.7,0,0.81
369.0,18:38:05.0,16.7,0,0.81
369.1,18:38:05.1,16.7,0,0.75
369.2,18:38:05.2,16.7,0,0.81
369.3,18:38:05.3,16.7,0,0.75
369.4,18:38:05.4,16.7,0,0.81
369.5,18:38:05.5,15.0,0,0.81
369.6,18:38:05.6,15.85,0,0.81
369.7,18:38:05.7,15.85,0,0.75
369.8,18:38:05.8,15.85,0,0.81
369.9,18:38:05.9,15.85,0,0.81
370.0,18:38:06.0,16.7,0,0.75
370.1,18:38:06.1,15.85,0,0.81
370.2,18:38:06.2,15.85,0,0.81
370.3,18:38:06.3,16.7,0,0.81
370.4,18:38:06.4,17.55,0,0.81
370.5,18:38:06.5,16.7,0,0.75
370.6,18:38:06.6,17.55,0,0.81
370.7,18:38:06.7,15.85,0,0.81
370.8,18:38:06.8,15.85,0,0.75
370.9,18:38:06.9,15.85,0,0.81
371.0,18:38:07.0,15.85,0,0.75
371.1,18:38:07.1,15.85,0,0.75
371.2,18:38:07.2,15.85,0,0.81
371.3,18:38:07.3,15.85,0,0.81
371.4,18:38:07.4,16.7,0,0.81
371.5,18:38:07.5,15.85,0,0.81
371.6,18:38:07.6,15.85,0,0.75
371.7,18:38:07.7,16.7,0,0.75
371.8,18:38:07.8,15.85,0,0.81
371.9,18:38:07.9,17.55,0,0.75
372.0,18:38:08.0,15.85,0,0.81
372.1,18:38:08.1,15.85,0,0.75
372.2,18:38:08.2,15.85,0,0.81
372.3,18:38:08.3,16.7,0,0.81
372.4,18:38:08.4,15.0,0,0.81
372.5,18:38:08.5,15.0,0,0.75
372.6,18:38:08.6,15.85,0,0.81
372.7,18:38:08.7,15.85,0,0.81
372.8,18:38:08.8,15.85,0,0.81
372.9,18:38:08.9,15.85,0,0.81
373.0,18:38:09.0,15.85,0,0.81
373.1,18:38:09.1,16.7,0,0.81
373.2,18:38:09.2,17.55,0,0.81
373.3,18:38:09.3,17.55,0,0.81
373.4,18:38:09.4,16.7,0,0.81
373.5,18:38:09.5,15.85,0,0.81
373.6,18:38:09.6,16.7,0,0.81
373.7,18:38:09.7,16.7,0,0.81
373.8,18:38:09.8,15.0,0,0.81
373.9,18:38:09.9,15.85,0,0.81
374.0,18:38:10.0,14.14,0,0.81
374.1,18:38:10.1,14.14,0,0.81
374.2,18:38:10.2,15.85,0,0.81
374.3,18:38:10.3,15.85,0,0.81
374.4,18:38:10.4,15.85,0,0.81
374.5,18:38:10.5,15.85,0,0.81
374.6,18:38:10.6,15.0,0,0.81
374.7,18:38:10.7,15.85,0,0.81
374.8,18:38:10.8,15.85,0,0.81
374.9,18:38:10.9,15.85,0,0.75
375.0,18:38:11.0,15.85,0,0.81
375.1,18:38:11.1,15.85,0,0.75
375.2,18:38:11.2,15.85,0,0.81
375.3,18:38:11.3,15.85,0,0.81
375.4,18:38:11.4,15.85,0,0.81
375.5,18:38:11.5,15.85,0,0.81
375.6,18:38:11.6,15.0,0,0.75
375.7,18:38:11.7,15.0,0,0.81
375.8,18:38:11.8,15.0,0,0.75
375.9,18:38:11.9,15.0,0,0.81
376.0,18:38:12.0,15.85,0,0.81
376.1,18:38:12.1,15.85,0,0.75
376.2,18:38:12.2,14.14,0,0.81
376.3,18:38:12.3,15.0,0,0.75
376.4,18:38:12.4,14.14,0,0.81
376.5,18:38:12.5,14.14,0,0.81
376.6,18:38:12.6,15.85,0,0.81
376.7,18:38:12.7,15.85,0,0.81
376.8,18:38:12.8,15.0,0,0.75
376.9,18:38:12.9,14.14,0,0.81
377.0,18:38:13.0,15.85,0,0.81
377.1,18:38:13.1,15.85,0,0.81
377.2,18:38:13.2,15.85,0,0.81
377.3,18:38:13.3,15.85,0,0.75
377.4,18:38:13.4,15.0,0,0.75
377.5,18:38:13.5,15.85,0,0.75
377.6,18:38:13.6,15.85,0,0.75
377.7,18:38:13.7,15.0,0,0.75
377.8,18:38:13.8,15.85,0,0.75
377.9,18:38:13.9,15.85,0,0.75
378.0,18:38:14.0,15.0,0,0.75
378.1,18:38:14.1,15.85,0,0.75
378.2,18:38:14.2,15.85,0,0.75
378.3,18:38:14.3,15.85,0,0.75
378.4,18:38:14.4,15.85,0,0.81
378.5,18:38:14.5,15.85,0,0.75
378.6,18:38:14.6,15.0,0,0.81
378.7,18:38:14.7,15.0,0,0.75
378.8,18:38:14.8,15.85,0,0.75
378.9,18:38:14.9,15.85,0,0.75
379.0,18:38:15.0,15.85,0,0.75
379.1,18:38:15.1,15.85,0,0.75
379.2,18:38:15.2,15.85,0,0.75
379.3,18:38:15.3,15.85,0,0.75
379.4,18:38:15.4,15.85,0,0.75
379.5,18:38:15.5,15.85,0,0.75
379.6,18:38:15.6,15.85,0,0.75
379.7,18:38:15.7,15.85,0,0.81
379.8,18:38:15.8,15.85,0,0.81
379.9,18:38:15.9,15.87,0,0.81
380.0,18:38:16.0,15.85,0,0.75
380.1,18:38:16.1,15.85,0,0.75
380.2,18:38:16.2,15.85,0,0.75
380.3,18:38:16.3,15.85,0,0.75
380.4,18:38:16.4,15.85,0,0.81
380.5,18:38:16.5,15.85,0,0.81
380.6,18:38:16.6,15.87,0,0.75
380.7,18:38:16.7,15.85,0,0.75
380.8,18:38:16.8,15.85,0,0.75
380.9,18:38:16.9,15.85,0,0.75
381.0,18:38:17.0,15.87,0,0.75
381.1,18:38:17.1,15.85,0,0.81
381.2,18:38:17.2,15.85,0,0.75
381.3,18:38:17.3,16.72,0,0.75
381.4,18:38:17.4,16.72,0,0.75
381.5,18:38:17.5,17.55,0,0.81
381.6,18:38:17.6,17.55,0,0.75
381.7,18:38:17.7,17.55,0,0.81
381.8,18:38:17.8,17.55,0,0.81
381.9,18:38:17.9,18.43,0,0.81
382.0,18:38:18.0,17.58,0,0.75
382.1,18:38:18.1,17.58,0,0.75
382.2,18:38:18.2,17.58,0,0.75
382.3,18:38:18.3,16.72,0,0.75
382.4,18:38:18.4,15.87,0,0.75
382.5,18:38:18.5,15.87,0,0.75
382.6,18:38:18.6,15.87,0,0.75
382.7,18:38:18.7,15.87,0,0.75
382.8,18:38:18.8,16.72,0,0.75
382.9,18:38:18.9,15.87,0,0.75
383.0,18:38:19.0,15.87,0,0.75
383.1,18:38:19.1,15.87,0,0.75
383.2,18:38:19.2,16.72,0,0.75
383.3,18:38:19.3,17.58,0,0.75
383.4,18:38:19.4,17.58,0,0.75
383.5,18:38:19.5,17.58,0,0.75
383.6,18:38:19.6,16.72,0,0.75
383.7,18:38:19.7,15.87,0,0.75
383.8,18:38:19.8,16.72,0,0.75
383.9,18:38:19.9,16.72,0,0.75
384.0,18:38:20.0,16.72,0,0.75
384.1,18:38:20.1,16.72,0,0.81
384.2,18:38:20.2,16.72,0,0.75
384.3,18:38:20.3,15.87,0,0.75
384.4,18:38:20.4,15.87,0,0.75
384.5,18:38:20.5,15.87,0,0.69
384.6,18:38:20.6,15.87,0,0.75
384.7,18:38:20.7,15.87,0,0.75
384.8,18:38:20.8,17.55,0,0.75
384.9,18:38:20.9,17.58,0,0.75
385.0,18:38:21.0,17.58,0,0.75
385.1,18:38:21.1,17.58,0,0.69
385.2,18:38:21.2,16.72,0,0.69
385.3,18:38:21.3,17.58,0,0.75
385.4,18:38:21.4,17.55,0,0.75
385.5,18:38:21.5,17.58,0,0.75
385.6,18:38:21.6,17.58,0,0.75
385.7,18:38:21.7,17.58,0,0.75
385.8,18:38:21.8,17.58,0,0.75
385.9,18:38:21.9,17.58,0,0.75
386.0,18:38:22.0,18.43,0,0.75
386.1,18:38:22.1,18.43,0,0.75
386.2,18:38:22.2,19.28,0,0.75
386.3,18:38:22.3,19.28,0,0.75
386.4,18:38:22.4,17.58,0,0.75
386.5,18:38:22.5,18.43,0,0.75
386.6,18:38:22.6,17.58,0,0.75
386.7,18:38:22.7,15.87,0,0.75
386.8,18:38:22.8,16.72,0,0.75
386.9,18:38:22.9,16.72,0,0.75
387.0,18:38:23.0,17.58,0,0.75
387.1,18:38:23.1,16.72,0,0.75
387.2,18:38:23.2,16.72,0,0.75
387.3,18:38:23.3,16.72,0,0.75
387.4,18:38:23.4,16.72,0,0.75
387.5,18:38:23.5,17.58,0,0.75
387.6,18:38:23.6,16.72,0,0.69
387.7,18:38:23.7,15.87,0,0.69
387.8,18:38:23.8,15.87,0,0.75
387.9,18:38:23.9,16.72,0,0.75
388.0,18:38:24.0,15.87,0,0.75
388.1,18:38:24.1,15.87,0,0.75
388.2,18:38:24.2,17.58,0,0.75
388.3,18:38:24.3,15.87,0,0.81
388.4,18:38:24.4,15.87,0,0.75
388.5,18:38:24.5,15.87,0,0.75
388.6,18:38:24.6,15.87,0,0.75
388.7,18:38:24.7,15.87,0,0.75
388.8,18:38:24.8,15.87,0,0.75
388.9,18:38:24.9,14.17,0,0.75
389.0,18:38:25.0,14.17,0,0.75
389.1,18:38:25.1,14.17,0,0.75
389.2,18:38:25.2,14.17,0,0.75
389.3,18:38:25.3,15.02,0,0.75
389.4,18:38:25.4,15.02,0,0.75
389.5,18:38:25.5,13.31,0,0.75
389.6,18:38:25.6,13.31,0,0.75
389.7,18:38:25.7,14.17,0,0.75
389.8,18:38:25.8,14.17,0,0.75
389.9,18:38:25.9,15.02,0,0.75
390.0,18:38:26.0,15.87,0,0.75
390.1,18:38:26.1,15.87,0,0.75
390.2,18:38:26.2,16.72,0,0.75
390.3,18:38:26.3,16.72,0,0.75
390.4,18:38:26.4,15.87,0,0.75
390.5,18:38:26.5,15.02,0,0.75
390.6,18:38:26.6,15.02,0,0.75
390.7,18:38:26.7,15.87,0,0.75
390.8,18:38:26.8,15.02,0,0.81
390.9,18:38:26.9,15.02,0,0.75
391.0,18:38:27.0,15.87,0,0.75
391.1,18:38:27.1,15.02,0,0.75
391.2,18:38:27.2,15.87,0,0.75
391.3,18:38:27.3,15.87,0,0.75
391.4,18:38:27.4,15.87,0,0.75
391.5,18:38:27.5,15.87,0,0.75
391.6,18:38:27.6,15.87,0,0.75
391.7,18:38:27.7,15.87,0,0.75
391.8,18:38:27.8,15.87,0,0.75
391.9,18:38:27.9,15.87,0,0.75
392.0,18:38:28.0,16.72,0,0.75
392.1,18:38:28.1,15.87,0,0.75
392.2,18:38:28.2,15.87,0,0.75
392.3,18:38:28.3,16.72,0,0.75
392.4,18:38:28.4,17.58,0,0.75
392.5,18:38:28.5,16.72,0,0.75
392.6,18:38:28.6,17.58,0,0.75
392.7,18:38:28.7,16.72,0,0.75
392.8,18:38:28.8,17.58,0,0.75
392.9,18:38:28.9,16.72,0,0.69
393.0,18:38:29.0,17.58,0,0.75
393.1,18:38:29.1,17.58,0,0.75
393.2,18:38:29.2,16.72,0,0.75
393.3,18:38:29.3,17.58,0,0.75
393.4,18:38:29.4,17.58,0,0.75
393.5,18:38:29.5,17.58,0,0.75
393.6,18:38:29.6,17.58,0,0.75
393.7,18:38:29.7,17.58,0,0.75
393.8,18:38:29.8,18.43,0,0.75
393.9,18:38:29.9,18.43,0,0.75
394.0,18:38:30.0,17.58,0,0.75
394.1,18:38:30.1,17.58,0,0.75
394.2,18:38:30.2,17.58,0,0.75
394.3,18:38:30.3,17.58,0,0.75
394.4,18:38:30.4,17.58,0,0.75
394.5,18:38:30.5,17.58,0,0.75
394.6,18:38:30.6,17.58,0,0.75
394.7,18:38:30.7,17.58,0,0.75
394.8,18:38:30.8,17.58,0,0.75
394.9,18:38:30.9,17.58,0,0.75
395.0,18:38:31.0,18.43,0,0.81
395.1,18:38:31.1,17.58,0,0.75
395.2,18:38:31.2,17.58,0,0.75
395.3,18:38:31.3,20.97,0,0.75
395.4,18:38:31.4,19.28,0,0.81
395.5,18:38:31.5,19.28,0,0.81
395.6,18:38:31.6,19.28,0,0.81
395.7,18:38:31.7,19.28,0,0.81
395.8,18:38:31.8,18.43,0,0.81
395.9,18:38:31.9,17.58,0,0.87
396.0,18:38:32.0,18.43,0,0.81
396.1,18:38:32.1,17.58,0,0.87
396.2,18:38:32.2,17.58,0,0.87
396.3,18:38:32.3,20.12,0,0.81
396.4,18:38:32.4,18.43,0,0.81
396.5,18:38:32.5,17.58,0,0.81
396.6,18:38:32.6,20.12,0,0.81
396.7,18:38:32.7,19.28,0,0.81
396.8,18:38:32.8,19.28,0,0.75
396.9,18:38:32.9,24.36,0,0.75
397.0,18:38:33.0,24.36,0,0.75
397.1,18:38:33.1,23.51,0,0.75
397.2,18:38:33.2,19.28,0,0.75
397.3,18:38:33.3,19.28,0,0.75
397.4,18:38:33.4,19.28,0,0.75
397.5,18:38:33.5,20.97,0,0.75
397.6,18:38:33.6,20.97,0,0.75
397.7,18:38:33.7,19.28,0,0.75
397.8,18:38:33.8,20.12,0,0.75
397.9,18:38:33.9,20.97,0,0.81
398.0,18:38:34.0,20.97,0,0.81
398.1,18:38:34.1,20.97,0,0.81
398.2,18:38:34.2,20.97,0,0.81
398.3,18:38:34.3,20.97,0,0.87
398.4,18:38:34.4,20.97,0,0.81
398.5,18:38:34.5,20.97,0,0.87
398.6,18:38:34.6,20.12,0,0.81
398.7,18:38:34.7,20.12,0,0.81
398.8,18:38:34.8,19.28,0,0.87
398.9,18:38:34.9,20.12,0,0.87
399.0,18:38:35.0,20.12,0,0.87
399.1,18:38:35.1,20.97,0,0.87
399.2,18:38:35.2,20.97,0,0.87
399.3,18:38:35.3,20.12,0,0.87
399.4,18:38:35.4,20.12,0,0.87
399.5,18:38:35.5,20.97,0,0.87
399.6,18:38:35.6,20.97,0,0.87
399.7,18:38:35.7,20.12,0,0.87
399.8,18:38:35.8,20.12,0,0.87
399.9,18:38:35.9,20.97,0,0.87
400.0,18:38:36.0,20.12,0,0.81
400.1,18:38:36.1,20.12,0,0.81
400.2,18:38:36.2,18.43,0,0.81
400.3,18:38:36.3,17.58,0,0.81
400.4,18:38:36.4,18.43,0,0.81
400.5,18:38:36.5,18.43,0,0.81
400.6,18:38:36.6,19.28,0,0.75
400.7,18:38:36.7,19.28,0,0.81
400.8,18:38:36.8,18.43,0,0.81
400.9,18:38:36.9,18.43,0,0.75
401.0,18:38:37.0,18.43,0,0.75
401.1,18:38:37.1,18.43,0,0.75
401.2,18:38:37.2,19.28,0,0.81
401.3,18:38:37.3,19.28,0,0.81
401.4,18:38:37.4,19.28,0,0.75
401.5,18:38:37.5,20.97,0,0.81
401.6,18:38:37.6,20.97,0,0.81
401.7,18:38:37.7,20.97,0,0.81
401.8,18:38:37.8,20.97,0,0.81
401.9,18:38:37.9,20.97,0,0.81
402.0,18:38:38.0,20.97,0,0.87
402.1,18:38:38.1,22.67,0,0.87
402.2,18:38:38.2,20.97,0,0.81
402.3,18:38:38.3,17.58,0,0.87
402.4,18:38:38.4,17.58,0,0.87
402.5,18:38:38.5,19.28,0,0.81
402.6,18:38:38.6,15.87,0,0.87
402.7,18:38:38.7,13.31,0,0.81
402.8,18:38:38.8,14.17,0,0.87
402.9,18:38:38.9,15.02,0,0.81
403.0,18:38:39.0,15.02,0,0.81
403.1,18:38:39.1,14.17,0,0.75
403.2,18:38:39.2,15.87,0,0.81
403.3,18:38:39.3,15.87,0,0.81
403.4,18:38:39.4,15.87,0,0.81
403.5,18:38:39.5,15.87,0,0.81
403.6,18:38:39.6,17.58,0,0.81
403.7,18:38:39.7,15.87,0,0.81
403.8,18:38:39.8,17.58,0,0.87
403.9,18:38:39.9,15.87,0,0.81
404.0,18:38:40.0,15.87,0,0.87
404.1,18:38:40.1,15.87,0,0.94
404.2,18:38:40.2,17.58,0,0.87
404.3,18:38:40.3,17.58,0,0.94
404.4,18:38:40.4,17.58,0,0.94
404.5,18:38:40.5,16.72,0,0.94
404.6,18:38:40.6,17.58,0,0.94
404.7,18:38:40.7,15.87,0,0.87
404.8,18:38:40.8,17.58,0,0.87
404.9,18:38:40.9,15.87,0,0.87
405.0,18:38:41.0,16.72,0,0.87
405.1,18:38:41.1,20.12,0,0.87
405.2,18:38:41.2,21.82,0,0.87
405.3,18:38:41.3,18.43,0,0.87
405.4,18:38:41.4,17.58,0,0.81
405.5,18:38:41.5,17.58,0,0.87
405.6,18:38:41.6,17.58,0,0.87
405.7,18:38:41.7,17.58,0,0.87
405.8,18:38:41.8,17.58,0,0.94
405.9,18:38:41.9,20.97,0,0.94
406.0,18:38:42.0,24.36,0,0.87
406.1,18:38:42.1,22.67,0,0.87
406.2,18:38:42.2,21.82,0,0.87
406.3,18:38:42.3,20.97,0,0.87
406.4,18:38:42.4,19.28,0,0.87
406.5,18:38:42.5,18.43,0,0.87
406.6,18:38:42.6,18.43,0,0.81
406.7,18:38:42.7,19.28,0,0.81
406.8,18:38:42.8,18.43,0,0.81
