m,m/s,m/s2,m/s,m/s2
DZ,RS_SPEED,RS_SIGM_SPEED,HT_SPEED,HT_SIGM_SPEED
1,,,14.31,1.72
3,7.78,1.45,17.34,1.52
5,8.65,1.45,18.12,1.52
8,9.28,1.55,18.01,1.23
15,10.26,1.4,18.29,1.14
24,11.27,1.35,17.95,1.28
34,12.11,1.28,17.54,1.18
49,13.39,1.24,,
