Position_cm,X_CO2,U_X_CO2,X_H2,U_X_H2,X_H2O,U_X_H2O,X_Ar,U_X_Ar,X_O2,U_X_O2,X_Propane,U_X_Propane,X_Methanol,U_X_Methanol,X_N2,U_X_N2,X_Ethanol,U_X_Ethanol,X_CH4,U_X_CH4,X_Acetone,U_X_Acetone,X_CO,U_X_CO,X_Acetylene,U_X_Acetylene,X_Benzene,U_X_Benzene,X_Ethane,U_X_Ethane,X_Ethylene,U_X_Ethylene,Y_Soot,U_Y_Soot,X_HC,U_X_HC,Temperature_K,U_Temperature_K
 1,0.0430,0.0050,0.0527,0.0036,0.1702,0.0332,0.0042,0.0003,0.0168,0.0012,0.0000,0.0000,0.2664,0.0650,0.3884,0.0248,0.0000,0.0000,0.00112,0.00008,0.0000,0.0000,0.0572,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.26756,0.06512,1024.2,464.8
 2,0.0471,0.0051,0.0576,0.0073,0.1786,0.0457,0.0046,0.0007,0.0157,0.0093,0.0000,0.0000,0.2089,0.1070,0.4190,0.0593,0.0000,0.0000,0.00127,0.00018,0.0000,0.0000,0.0673,0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.21013,0.10719,1118.9,457.7
 4,0.0544,0.0057,0.0447,0.0061,0.1708,0.0508,0.0057,0.0005,0.0325,0.0083,0.0000,0.0000,0.1150,0.0297,0.5182,0.0373,0.0000,0.0000,0.00095,0.00012,0.0000,0.0000,0.0578,0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.11597,0.02986,1260.4,442.4
 6,0.0553,0.0034,0.0317,0.0039,0.1645,0.0392,0.0063,0.0004,0.0486,0.0052,0.0000,0.0000,0.0809,0.0158,0.5697,0.0319,0.0000,0.0000,0.00063,0.00014,0.0000,0.0000,0.0424,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.08151,0.01596,1296.5,398.0
10,0.0585,0.0036,0.0165,0.0039,0.1315,0.0326,0.0068,0.0003,0.0798,0.0076,0.0000,0.0000,0.0575,0.0105,0.6250,0.0238,0.0000,0.0000,0.00034,0.00008,0.0000,0.0000,0.0240,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.05782,0.01054,1315.5,409.4
14,0.0485,0.0037,0.0099,0.0010,0.1190,0.0355,0.0071,0.0003,0.0957,0.0081,0.0000,0.0000,0.0499,0.0091,0.6532,0.0223,0.0000,0.0000,0.00020,0.00003,0.0000,0.0000,0.0166,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.05009,0.00913,1300.0,370.7
20,0.0372,0.0022,0.0013,0.0001,0.0542,0.0136,0.0082,0.0003,0.1372,0.0039,0.0000,0.0000,0.0000,0.0000,0.7584,0.0239,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.0034,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.00000,1156.9,393.8
30,0.0206,0.0089,0.0000,0.0000,0.0244,0.0046,0.0084,0.0003,0.1662,0.0150,0.0000,0.0000,0.0000,0.0000,0.7799,0.0173,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.0004,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.00000, 872.8,413.0
60,0.0088,0.0007,0.0000,0.0000,0.0000,0.0000,0.0085,0.0003,0.1917,0.0044,0.0000,0.0000,0.0000,0.0000,0.7910,0.0190,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.00000, 495.4,193.5
