Position_cm,X_CO2,U_X_CO2,X_H2,U_X_H2,X_H2O,U_X_H2O,X_Ar,U_X_Ar,X_O2,U_X_O2,X_Propane,U_X_Propane,X_Methanol,U_X_Methanol,X_N2,U_X_N2,X_Ethanol,U_X_Ethanol,X_CH4,U_X_CH4,X_Acetone,U_X_Acetone,X_CO,U_X_CO,X_Acetylene,U_X_Acetylene,X_Benzene,U_X_Benzene,X_Ethane,U_X_Ethane,X_Ethylene,U_X_Ethylene,Y_Soot,U_Y_Soot,X_HC,U_X_HC,Temperature_K,U_Temperature_K
 2,0.0451,0.0027,0.0301,0.0035,0.1613,0.0342,0.0048,0.0006,0.0175,0.0069,0.0000,0.0000,0.0000,0.0000,0.4357,0.0467,0.21161,0.10350,0.00991,0.00074,0.0000,0.0000,0.04703,0.00310,0.0262,0.0046,0.0003,0.0002,0.00068,0.00005,0.0098,0.0013,0.0005,0.0001,0.24873,0.10909, 964.1,405.4
 4,0.0516,0.0043,0.0368,0.0074,0.1686,0.0356,0.0058,0.0005,0.0217,0.0174,0.0000,0.0000,0.0000,0.0000,0.5311,0.0480,0.07223,0.01486,0.01962,0.01140,0.0000,0.0000,0.05496,0.01168,0.0259,0.0070,0.0004,0.0002,0.00063,0.00019,0.0107,0.0029,0.0006,0.0001,0.11883,0.03359,1123.3,390.7
 6,0.0546,0.0023,0.0324,0.0018,0.1711,0.0415,0.0062,0.0003,0.0251,0.0011,0.0000,0.0000,0.0000,0.0000,0.5685,0.0229,0.03921,0.00902,0.01444,0.00136,0.0000,0.0000,0.05405,0.00232,0.0238,0.0020,0.0004,0.0002,0.00054,0.00004,0.0096,0.0006,0.0009,0.0001,0.07833,0.01264,1195.5,380.6
10,0.0535,0.0021,0.0239,0.0045,0.1687,0.0360,0.0068,0.0004,0.0408,0.0128,0.0000,0.0000,0.0000,0.0000,0.6239,0.0363,0.00959,0.00249,0.01010,0.00170,0.0000,0.0000,0.04158,0.00742,0.0141,0.0013,0.0003,0.0001,0.00033,0.00004,0.0064,0.0013,0.0010,0.0001,0.03443,0.00565,1268.8,354.6
14,0.0480,0.0075,0.0190,0.0151,0.1298,0.0248,0.0074,0.0005,0.0594,0.0401,0.0000,0.0000,0.0000,0.0000,0.6751,0.0454,0.00540,0.00687,0.00763,0.00584,0.0000,0.0000,0.03408,0.02287,0.0092,0.0051,0.0001,0.0001,0.00027,0.00005,0.0045,0.0036,0.0012,0.0002,0.02266,0.01793,1280.5,330.7
20,0.0385,0.0084,0.0061,0.0037,0.0665,0.0625,0.0082,0.0004,0.1078,0.0219,0.0000,0.0000,0.0000,0.0000,0.7503,0.0292,0.00084,0.00057,0.00267,0.00138,0.0000,0.0000,0.01404,0.00622,0.0035,0.0015,0.0000,0.0000,0.00012,0.00003,0.0015,0.0007,0.0007,0.0001,0.00715,0.00343,1251.6,366.8
30,0.0351,0.0011,0.0024,0.0006,0.0448,0.0105,0.0084,0.0003,0.1270,0.0072,0.0000,0.0000,0.0000,0.0000,0.7735,0.0206,0.00013,0.00010,0.00091,0.00030,0.0000,0.0000,0.00600,0.00159,0.0014,0.0005,0.0000,0.0000,0.00001,0.00003,0.0004,0.0001,0.0003,0.0001,0.00242,0.00089,1089.7,407.9
45,0.0214,0.0019,0.0000,0.0000,0.0311,0.0059,0.0085,0.0005,0.1585,0.0085,0.0000,0.0000,0.0000,0.0000,0.7796,0.0402,0.00001,0.00001,0.00004,0.00001,0.0000,0.0000,0.00063,0.00004,0.0000,0.0000,0.0000,0.0000,0.00000,0.00000,0.0002,0.0003,0.0002,0.0001,0.00005,0.00002, 811.9,416.0
60,0.0129,0.0012,0.0000,0.0000,0.0254,0.0048,0.0085,0.0004,0.1755,0.0037,0.0000,0.0000,0.0000,0.0000,0.7778,0.0204,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.0000,0.0000,0.00000,0.00000,0.0000,0.0000,0.0001,0.0001,0.00000,0.00000, 612.9,307.4
