Time,I-1 O2 0.2m,I-2 O2 0.2m,I-3 O2 0.2m,I-4 O2 0.2m,I-5 O2 0.2m,I-6 O2 0.2m,I-1 O2 5m,I-2 O2 5m,I-3 O2 5m,I-4 O2 5m,I-5 O2 5m,I-6 O2 5m,I-1 CO 0.2m,I-2 CO 0.2m,I-3 CO 0.2m,I-4 CO 0.2m,I-5 CO 0.2m,I-6 CO 0.2m,I-1 CO 5m,I-2 CO 5m,I-3 CO 5m,I-4 CO 5m,I-5 CO 5m,I-6 CO 5m,I-1 CO2 0.2m,I-2 CO2 0.2m,I-3 CO2 0.2m,I-4 CO2 0.2m,I-5 CO2 0.2m,I-6 CO2 0.2m,I-1 CO2 5m,I-2 CO2 5m,I-3 CO2 5m,I-4 CO2 5m,I-5 CO2 5m,I-6 CO2 5m
906,0.1530,NaN,NaN,NaN,NaN,NaN,0.1473,NaN,NaN,NaN,NaN,NaN,0.000803,NaN,NaN,NaN,NaN,NaN,0.000906,NaN,NaN,NaN,NaN,NaN,0.0323,NaN,NaN,NaN,NaN,NaN,0.0472,NaN,NaN,NaN,NaN,NaN
909,0.1527,NaN,NaN,NaN,NaN,NaN,0.1473,NaN,NaN,NaN,NaN,NaN,0.000798,NaN,NaN,NaN,NaN,NaN,0.000902,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0471,NaN,NaN,NaN,NaN,NaN
912,0.1527,NaN,NaN,NaN,NaN,NaN,0.1476,NaN,NaN,NaN,NaN,NaN,0.000796,NaN,NaN,NaN,NaN,NaN,0.000899,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
915,0.1525,NaN,NaN,NaN,NaN,NaN,0.1476,NaN,NaN,NaN,NaN,NaN,0.000793,NaN,NaN,NaN,NaN,NaN,0.000895,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0469,NaN,NaN,NaN,NaN,NaN
918,0.1525,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000792,NaN,NaN,NaN,NaN,NaN,0.000891,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
921,0.1525,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000792,NaN,NaN,NaN,NaN,NaN,0.000887,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
924,0.1523,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000790,NaN,NaN,NaN,NaN,NaN,0.000880,NaN,NaN,NaN,NaN,NaN,0.0327,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
927,0.1518,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000790,NaN,NaN,NaN,NaN,NaN,0.000878,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
930,0.1518,NaN,NaN,NaN,NaN,NaN,0.1473,NaN,NaN,NaN,NaN,NaN,0.000790,NaN,NaN,NaN,NaN,NaN,0.000875,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0472,NaN,NaN,NaN,NaN,NaN
933,0.1520,NaN,NaN,NaN,NaN,NaN,0.1472,NaN,NaN,NaN,NaN,NaN,0.000789,NaN,NaN,NaN,NaN,NaN,0.000874,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0473,NaN,NaN,NaN,NaN,NaN
936,0.1520,NaN,NaN,NaN,NaN,NaN,0.1473,NaN,NaN,NaN,NaN,NaN,0.000788,NaN,NaN,NaN,NaN,NaN,0.000872,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0472,NaN,NaN,NaN,NaN,NaN
939,0.1517,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000786,NaN,NaN,NaN,NaN,NaN,0.000870,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
942,0.1516,NaN,NaN,NaN,NaN,NaN,0.1478,NaN,NaN,NaN,NaN,NaN,0.000785,NaN,NaN,NaN,NaN,NaN,0.000864,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0468,NaN,NaN,NaN,NaN,NaN
945,0.1515,NaN,NaN,NaN,NaN,NaN,0.1482,NaN,NaN,NaN,NaN,NaN,0.000783,NaN,NaN,NaN,NaN,NaN,0.000860,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0465,NaN,NaN,NaN,NaN,NaN
948,0.1514,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000782,NaN,NaN,NaN,NaN,NaN,0.000855,NaN,NaN,NaN,NaN,NaN,0.0332,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
951,0.1513,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000781,NaN,NaN,NaN,NaN,NaN,0.000850,NaN,NaN,NaN,NaN,NaN,0.0333,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
954,0.1513,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000779,NaN,NaN,NaN,NaN,NaN,0.000847,NaN,NaN,NaN,NaN,NaN,0.0332,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
957,0.1516,NaN,NaN,NaN,NaN,NaN,0.1487,NaN,NaN,NaN,NaN,NaN,0.000777,NaN,NaN,NaN,NaN,NaN,0.000844,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
960,0.1518,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000775,NaN,NaN,NaN,NaN,NaN,0.000837,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
963,0.1522,NaN,NaN,NaN,NaN,NaN,0.1490,NaN,NaN,NaN,NaN,NaN,0.000772,NaN,NaN,NaN,NaN,NaN,0.000834,NaN,NaN,NaN,NaN,NaN,0.0328,NaN,NaN,NaN,NaN,NaN,0.0459,NaN,NaN,NaN,NaN,NaN
966,0.1523,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000767,NaN,NaN,NaN,NaN,NaN,0.000832,NaN,NaN,NaN,NaN,NaN,0.0327,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
969,0.1525,NaN,NaN,NaN,NaN,NaN,0.1483,NaN,NaN,NaN,NaN,NaN,0.000763,NaN,NaN,NaN,NaN,NaN,0.000830,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0464,NaN,NaN,NaN,NaN,NaN
972,0.1526,NaN,NaN,NaN,NaN,NaN,0.1483,NaN,NaN,NaN,NaN,NaN,0.000759,NaN,NaN,NaN,NaN,NaN,0.000829,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0464,NaN,NaN,NaN,NaN,NaN
975,0.1525,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000757,NaN,NaN,NaN,NaN,NaN,0.000828,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
978,0.1526,NaN,NaN,NaN,NaN,NaN,0.1484,NaN,NaN,NaN,NaN,NaN,0.000753,NaN,NaN,NaN,NaN,NaN,0.000826,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
981,0.1527,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000750,NaN,NaN,NaN,NaN,NaN,0.000822,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
984,0.1527,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000747,NaN,NaN,NaN,NaN,NaN,0.000821,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
987,0.1526,NaN,NaN,NaN,NaN,NaN,0.1488,NaN,NaN,NaN,NaN,NaN,0.000746,NaN,NaN,NaN,NaN,NaN,0.000819,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
990,0.1528,NaN,NaN,NaN,NaN,NaN,0.1488,NaN,NaN,NaN,NaN,NaN,0.000743,NaN,NaN,NaN,NaN,NaN,0.000817,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
993,0.1530,NaN,NaN,NaN,NaN,NaN,0.1488,NaN,NaN,NaN,NaN,NaN,0.000742,NaN,NaN,NaN,NaN,NaN,0.000815,NaN,NaN,NaN,NaN,NaN,0.0323,NaN,NaN,NaN,NaN,NaN,0.0460,NaN,NaN,NaN,NaN,NaN
996,0.1528,NaN,NaN,NaN,NaN,NaN,0.1489,NaN,NaN,NaN,NaN,NaN,0.000739,NaN,NaN,NaN,NaN,NaN,0.000813,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0460,NaN,NaN,NaN,NaN,NaN
999,0.1524,NaN,NaN,NaN,NaN,NaN,0.1489,NaN,NaN,NaN,NaN,NaN,0.000739,NaN,NaN,NaN,NaN,NaN,0.000807,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0460,NaN,NaN,NaN,NaN,NaN
1002,0.1521,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000737,NaN,NaN,NaN,NaN,NaN,0.000805,NaN,NaN,NaN,NaN,NaN,0.0328,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
1005,0.1514,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000737,NaN,NaN,NaN,NaN,NaN,0.000805,NaN,NaN,NaN,NaN,NaN,0.0332,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
1008,0.1509,NaN,NaN,NaN,NaN,NaN,0.1487,NaN,NaN,NaN,NaN,NaN,0.000739,NaN,NaN,NaN,NaN,NaN,0.000802,NaN,NaN,NaN,NaN,NaN,0.0335,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
1011,0.1500,NaN,NaN,NaN,NaN,NaN,0.1488,NaN,NaN,NaN,NaN,NaN,0.000741,NaN,NaN,NaN,NaN,NaN,0.000799,NaN,NaN,NaN,NaN,NaN,0.0340,NaN,NaN,NaN,NaN,NaN,0.0460,NaN,NaN,NaN,NaN,NaN
1014,0.1497,NaN,NaN,NaN,NaN,NaN,0.1487,NaN,NaN,NaN,NaN,NaN,0.000745,NaN,NaN,NaN,NaN,NaN,0.000797,NaN,NaN,NaN,NaN,NaN,0.0341,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
1017,0.1502,NaN,NaN,NaN,NaN,NaN,0.1483,NaN,NaN,NaN,NaN,NaN,0.000746,NaN,NaN,NaN,NaN,NaN,0.000797,NaN,NaN,NaN,NaN,NaN,0.0339,NaN,NaN,NaN,NaN,NaN,0.0464,NaN,NaN,NaN,NaN,NaN
1020,0.1501,NaN,NaN,NaN,NaN,NaN,0.1478,NaN,NaN,NaN,NaN,NaN,0.000746,NaN,NaN,NaN,NaN,NaN,0.000796,NaN,NaN,NaN,NaN,NaN,0.0339,NaN,NaN,NaN,NaN,NaN,0.0468,NaN,NaN,NaN,NaN,NaN
1023,0.1499,NaN,NaN,NaN,NaN,NaN,0.1481,NaN,NaN,NaN,NaN,NaN,0.000746,NaN,NaN,NaN,NaN,NaN,0.000795,NaN,NaN,NaN,NaN,NaN,0.0341,NaN,NaN,NaN,NaN,NaN,0.0466,NaN,NaN,NaN,NaN,NaN
1026,0.1502,NaN,NaN,NaN,NaN,NaN,0.1480,NaN,NaN,NaN,NaN,NaN,0.000744,NaN,NaN,NaN,NaN,NaN,0.000792,NaN,NaN,NaN,NaN,NaN,0.0339,NaN,NaN,NaN,NaN,NaN,0.0466,NaN,NaN,NaN,NaN,NaN
1029,0.1503,NaN,NaN,NaN,NaN,NaN,0.1479,NaN,NaN,NaN,NaN,NaN,0.000742,NaN,NaN,NaN,NaN,NaN,0.000792,NaN,NaN,NaN,NaN,NaN,0.0338,NaN,NaN,NaN,NaN,NaN,0.0467,NaN,NaN,NaN,NaN,NaN
1032,0.1498,NaN,NaN,NaN,NaN,NaN,0.1481,NaN,NaN,NaN,NaN,NaN,0.000740,NaN,NaN,NaN,NaN,NaN,0.000790,NaN,NaN,NaN,NaN,NaN,0.0341,NaN,NaN,NaN,NaN,NaN,0.0466,NaN,NaN,NaN,NaN,NaN
1035,0.1492,NaN,NaN,NaN,NaN,NaN,0.1484,NaN,NaN,NaN,NaN,NaN,0.000740,NaN,NaN,NaN,NaN,NaN,0.000788,NaN,NaN,NaN,NaN,NaN,0.0345,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
1038,0.1506,NaN,NaN,NaN,NaN,NaN,0.1486,NaN,NaN,NaN,NaN,NaN,0.000739,NaN,NaN,NaN,NaN,NaN,0.000786,NaN,NaN,NaN,NaN,NaN,0.0337,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
1041,0.1515,NaN,NaN,NaN,NaN,NaN,0.1494,NaN,NaN,NaN,NaN,NaN,0.000735,NaN,NaN,NaN,NaN,NaN,0.000779,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0456,NaN,NaN,NaN,NaN,NaN
1044,0.1520,NaN,NaN,NaN,NaN,NaN,0.1493,NaN,NaN,NaN,NaN,NaN,0.000726,NaN,NaN,NaN,NaN,NaN,0.000775,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0457,NaN,NaN,NaN,NaN,NaN
1047,0.1525,NaN,NaN,NaN,NaN,NaN,0.1492,NaN,NaN,NaN,NaN,NaN,0.000720,NaN,NaN,NaN,NaN,NaN,0.000773,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0457,NaN,NaN,NaN,NaN,NaN
1050,0.1529,NaN,NaN,NaN,NaN,NaN,0.1492,NaN,NaN,NaN,NaN,NaN,0.000711,NaN,NaN,NaN,NaN,NaN,0.000770,NaN,NaN,NaN,NaN,NaN,0.0323,NaN,NaN,NaN,NaN,NaN,0.0457,NaN,NaN,NaN,NaN,NaN
1053,0.1527,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000706,NaN,NaN,NaN,NaN,NaN,0.000767,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
1056,0.1527,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000700,NaN,NaN,NaN,NaN,NaN,0.000764,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
1059,0.1529,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000696,NaN,NaN,NaN,NaN,NaN,0.000762,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
1062,0.1529,NaN,NaN,NaN,NaN,NaN,0.1489,NaN,NaN,NaN,NaN,NaN,0.000692,NaN,NaN,NaN,NaN,NaN,0.000758,NaN,NaN,NaN,NaN,NaN,0.0323,NaN,NaN,NaN,NaN,NaN,0.0460,NaN,NaN,NaN,NaN,NaN
1065,0.1528,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000689,NaN,NaN,NaN,NaN,NaN,0.000759,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0463,NaN,NaN,NaN,NaN,NaN
1068,0.1527,NaN,NaN,NaN,NaN,NaN,0.1480,NaN,NaN,NaN,NaN,NaN,0.000686,NaN,NaN,NaN,NaN,NaN,0.000759,NaN,NaN,NaN,NaN,NaN,0.0324,NaN,NaN,NaN,NaN,NaN,0.0466,NaN,NaN,NaN,NaN,NaN
1071,0.1526,NaN,NaN,NaN,NaN,NaN,0.1477,NaN,NaN,NaN,NaN,NaN,0.000684,NaN,NaN,NaN,NaN,NaN,0.000758,NaN,NaN,NaN,NaN,NaN,0.0325,NaN,NaN,NaN,NaN,NaN,0.0468,NaN,NaN,NaN,NaN,NaN
1074,0.1525,NaN,NaN,NaN,NaN,NaN,0.1475,NaN,NaN,NaN,NaN,NaN,0.000681,NaN,NaN,NaN,NaN,NaN,0.000759,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
1077,0.1517,NaN,NaN,NaN,NaN,NaN,0.1477,NaN,NaN,NaN,NaN,NaN,0.000679,NaN,NaN,NaN,NaN,NaN,0.000759,NaN,NaN,NaN,NaN,NaN,0.0330,NaN,NaN,NaN,NaN,NaN,0.0469,NaN,NaN,NaN,NaN,NaN
1080,0.1516,NaN,NaN,NaN,NaN,NaN,0.1476,NaN,NaN,NaN,NaN,NaN,0.000678,NaN,NaN,NaN,NaN,NaN,0.000757,NaN,NaN,NaN,NaN,NaN,0.0331,NaN,NaN,NaN,NaN,NaN,0.0470,NaN,NaN,NaN,NaN,NaN
1083,0.1520,NaN,NaN,NaN,NaN,NaN,0.1478,NaN,NaN,NaN,NaN,NaN,0.000677,NaN,NaN,NaN,NaN,NaN,0.000755,NaN,NaN,NaN,NaN,NaN,0.0329,NaN,NaN,NaN,NaN,NaN,0.0468,NaN,NaN,NaN,NaN,NaN
1086,0.1525,NaN,NaN,NaN,NaN,NaN,0.1482,NaN,NaN,NaN,NaN,NaN,0.000673,NaN,NaN,NaN,NaN,NaN,0.000753,NaN,NaN,NaN,NaN,NaN,0.0326,NaN,NaN,NaN,NaN,NaN,0.0465,NaN,NaN,NaN,NaN,NaN
1089,0.1530,NaN,NaN,NaN,NaN,NaN,0.1485,NaN,NaN,NaN,NaN,NaN,0.000669,NaN,NaN,NaN,NaN,NaN,0.000749,NaN,NaN,NaN,NaN,NaN,0.0323,NaN,NaN,NaN,NaN,NaN,0.0462,NaN,NaN,NaN,NaN,NaN
1092,0.1536,NaN,NaN,NaN,NaN,NaN,0.1488,NaN,NaN,NaN,NaN,NaN,0.000664,NaN,NaN,NaN,NaN,NaN,0.000745,NaN,NaN,NaN,NaN,NaN,0.0320,NaN,NaN,NaN,NaN,NaN,0.0460,NaN,NaN,NaN,NaN,NaN
1095,0.1538,NaN,NaN,NaN,NaN,NaN,0.1492,NaN,NaN,NaN,NaN,NaN,0.000659,NaN,NaN,NaN,NaN,NaN,0.000741,NaN,NaN,NaN,NaN,NaN,0.0318,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
1098,0.1541,NaN,NaN,NaN,NaN,NaN,0.1498,NaN,NaN,NaN,NaN,NaN,0.000651,NaN,NaN,NaN,NaN,NaN,0.000737,NaN,NaN,NaN,NaN,NaN,0.0317,NaN,NaN,NaN,NaN,NaN,0.0453,NaN,NaN,NaN,NaN,NaN
1101,0.1543,NaN,NaN,NaN,NaN,NaN,0.1499,NaN,NaN,NaN,NaN,NaN,0.000646,NaN,NaN,NaN,NaN,NaN,0.000728,NaN,NaN,NaN,NaN,NaN,0.0316,NaN,NaN,NaN,NaN,NaN,0.0452,NaN,NaN,NaN,NaN,NaN
1104,0.1545,NaN,NaN,NaN,NaN,NaN,0.1498,NaN,NaN,NaN,NaN,NaN,0.000640,NaN,NaN,NaN,NaN,NaN,0.000723,NaN,NaN,NaN,NaN,NaN,0.0314,NaN,NaN,NaN,NaN,NaN,0.0453,NaN,NaN,NaN,NaN,NaN
1107,0.1547,NaN,NaN,NaN,NaN,NaN,0.1495,NaN,NaN,NaN,NaN,NaN,0.000636,NaN,NaN,NaN,NaN,NaN,0.000720,NaN,NaN,NaN,NaN,NaN,0.0314,NaN,NaN,NaN,NaN,NaN,0.0455,NaN,NaN,NaN,NaN,NaN
1110,0.1550,NaN,NaN,NaN,NaN,NaN,0.1493,NaN,NaN,NaN,NaN,NaN,0.000630,NaN,NaN,NaN,NaN,NaN,0.000718,NaN,NaN,NaN,NaN,NaN,0.0312,NaN,NaN,NaN,NaN,NaN,0.0456,NaN,NaN,NaN,NaN,NaN
1113,0.1555,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000626,NaN,NaN,NaN,NaN,NaN,0.000716,NaN,NaN,NaN,NaN,NaN,0.0309,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
1116,0.1555,NaN,NaN,NaN,NaN,NaN,0.1487,NaN,NaN,NaN,NaN,NaN,0.000620,NaN,NaN,NaN,NaN,NaN,0.000715,NaN,NaN,NaN,NaN,NaN,0.0309,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
1119,0.1565,NaN,NaN,NaN,NaN,NaN,0.1487,NaN,NaN,NaN,NaN,NaN,0.000616,NaN,NaN,NaN,NaN,NaN,0.000714,NaN,NaN,NaN,NaN,NaN,0.0303,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
1122,0.1576,NaN,NaN,NaN,NaN,NaN,0.1487,NaN,NaN,NaN,NaN,NaN,0.000605,NaN,NaN,NaN,NaN,NaN,0.000712,NaN,NaN,NaN,NaN,NaN,0.0297,NaN,NaN,NaN,NaN,NaN,0.0461,NaN,NaN,NaN,NaN,NaN
1125,0.1568,NaN,NaN,NaN,NaN,NaN,0.1491,NaN,NaN,NaN,NaN,NaN,0.000598,NaN,NaN,NaN,NaN,NaN,0.000711,NaN,NaN,NaN,NaN,NaN,0.0301,NaN,NaN,NaN,NaN,NaN,0.0458,NaN,NaN,NaN,NaN,NaN
1128,0.1570,NaN,NaN,NaN,NaN,NaN,0.1497,NaN,NaN,NaN,NaN,NaN,0.000592,NaN,NaN,NaN,NaN,NaN,0.000708,NaN,NaN,NaN,NaN,NaN,0.0301,NaN,NaN,NaN,NaN,NaN,0.0454,NaN,NaN,NaN,NaN,NaN
1131,0.1567,NaN,NaN,NaN,NaN,NaN,0.1503,NaN,NaN,NaN,NaN,NaN,0.000590,NaN,NaN,NaN,NaN,NaN,0.000704,NaN,NaN,NaN,NaN,NaN,0.0302,NaN,NaN,NaN,NaN,NaN,0.0449,NaN,NaN,NaN,NaN,NaN
1134,0.1567,NaN,NaN,NaN,NaN,NaN,0.1510,NaN,NaN,NaN,NaN,NaN,0.000589,NaN,NaN,NaN,NaN,NaN,0.000699,NaN,NaN,NaN,NaN,NaN,0.0302,NaN,NaN,NaN,NaN,NaN,0.0444,NaN,NaN,NaN,NaN,NaN
1137,0.1571,NaN,NaN,NaN,NaN,NaN,0.1519,NaN,NaN,NaN,NaN,NaN,0.000588,NaN,NaN,NaN,NaN,NaN,0.000688,NaN,NaN,NaN,NaN,NaN,0.0300,NaN,NaN,NaN,NaN,NaN,0.0437,NaN,NaN,NaN,NaN,NaN
1140,0.1573,NaN,NaN,NaN,NaN,NaN,0.1523,NaN,NaN,NaN,NaN,NaN,0.000586,NaN,NaN,NaN,NaN,NaN,0.000681,NaN,NaN,NaN,NaN,NaN,0.0299,NaN,NaN,NaN,NaN,NaN,0.0434,NaN,NaN,NaN,NaN,NaN
1143,0.1574,NaN,NaN,NaN,NaN,NaN,0.1525,NaN,NaN,NaN,NaN,NaN,0.000583,NaN,NaN,NaN,NaN,NaN,0.000675,NaN,NaN,NaN,NaN,NaN,0.0298,NaN,NaN,NaN,NaN,NaN,0.0433,NaN,NaN,NaN,NaN,NaN
1146,0.1571,NaN,NaN,NaN,NaN,NaN,0.1524,NaN,NaN,NaN,NaN,NaN,0.000580,NaN,NaN,NaN,NaN,NaN,0.000671,NaN,NaN,NaN,NaN,NaN,0.0300,NaN,NaN,NaN,NaN,NaN,0.0434,NaN,NaN,NaN,NaN,NaN
1149,0.1574,NaN,NaN,NaN,NaN,NaN,0.1524,NaN,NaN,NaN,NaN,NaN,0.000577,NaN,NaN,NaN,NaN,NaN,0.000666,NaN,NaN,NaN,NaN,NaN,0.0298,NaN,NaN,NaN,NaN,NaN,0.0433,NaN,NaN,NaN,NaN,NaN
1152,0.1577,NaN,NaN,NaN,NaN,NaN,0.1524,NaN,NaN,NaN,NaN,NaN,0.000571,NaN,NaN,NaN,NaN,NaN,0.000661,NaN,NaN,NaN,NaN,NaN,0.0296,NaN,NaN,NaN,NaN,NaN,0.0433,NaN,NaN,NaN,NaN,NaN
1155,0.1579,NaN,NaN,NaN,NaN,NaN,0.1517,NaN,NaN,NaN,NaN,NaN,0.000568,NaN,NaN,NaN,NaN,NaN,0.000656,NaN,NaN,NaN,NaN,NaN,0.0295,NaN,NaN,NaN,NaN,NaN,0.0439,NaN,NaN,NaN,NaN,NaN
1158,0.1580,NaN,NaN,NaN,NaN,NaN,0.1516,NaN,NaN,NaN,NaN,NaN,0.000563,NaN,NaN,NaN,NaN,NaN,0.000650,NaN,NaN,NaN,NaN,NaN,0.0295,NaN,NaN,NaN,NaN,NaN,0.0439,NaN,NaN,NaN,NaN,NaN
1161,0.1583,NaN,NaN,NaN,NaN,NaN,0.1518,NaN,NaN,NaN,NaN,NaN,0.000560,NaN,NaN,NaN,NaN,NaN,0.000648,NaN,NaN,NaN,NaN,NaN,0.0293,NaN,NaN,NaN,NaN,NaN,0.0438,NaN,NaN,NaN,NaN,NaN
1164,0.1584,NaN,NaN,NaN,NaN,NaN,0.1521,NaN,NaN,NaN,NaN,NaN,0.000556,NaN,NaN,NaN,NaN,NaN,0.000646,NaN,NaN,NaN,NaN,NaN,0.0292,NaN,NaN,NaN,NaN,NaN,0.0436,NaN,NaN,NaN,NaN,NaN
1167,0.1584,NaN,NaN,NaN,NaN,NaN,0.1523,NaN,NaN,NaN,NaN,NaN,0.000553,NaN,NaN,NaN,NaN,NaN,0.000643,NaN,NaN,NaN,NaN,NaN,0.0293,NaN,NaN,NaN,NaN,NaN,0.0434,NaN,NaN,NaN,NaN,NaN
1170,0.1588,NaN,NaN,NaN,NaN,NaN,0.1531,NaN,NaN,NaN,NaN,NaN,0.000550,NaN,NaN,NaN,NaN,NaN,0.000639,NaN,NaN,NaN,NaN,NaN,0.0290,NaN,NaN,NaN,NaN,NaN,0.0428,NaN,NaN,NaN,NaN,NaN
