Act,Time-1-1,Time-1-2,Time-2-1,Time-2-2,Time-3-1,Time-3-2,Time-4-1,Time-4-2,Time-5-1,Time-5-2,Time-6-1,Time-6-2,Time-7-1,Time-7-2,Time-8-1,Time-8-2,Time-9-1,Time-9-2,Time-10-1,Time-10-2,Time-12-1,Time-12-2,Time-13-1,Time-13-2,Time-14-1,Time-14-2,Time-15-1,Time-15-2,Time-16-1,Time-16-2,Time-17-1,Time-17-2,Time-18-1,Time-18-2,Time-19-1,Time-19-2,Time-20-1,Time-21-1,Time-21-2,Time-22-1,Time-22-2
-1,210,250,225,211,192,192,226,226,266,272,216,211,182,186,182,187,233,230,183,184,246,228,204,194,203,187,270,253,178,224,181,228,187,221,189,223,205,216,330,205,263
