   Time , Height , T_lower , T_upper
    0.00,    3.81,   26.80,   27.03
   10.00,    3.81,   26.80,   27.07
   20.00,    3.81,   26.85,   30.02
   30.00,    3.37,   27.25,   44.39
   40.00,    3.22,   27.80,   57.06
   50.00,    2.92,   28.55,   68.27
   60.00,    2.73,   29.15,   80.33
   70.00,    2.59,   29.25,   89.04
   80.00,    2.43,   29.35,   95.91
   90.00,    2.33,   29.45,  102.79
  100.00,    2.24,   29.80,  106.66
  110.00,    2.16,   30.20,  111.06
  120.00,    2.08,   30.60,  113.67
  130.00,    2.02,   31.05,  116.90
  140.00,    1.98,   31.35,  119.68
  150.00,    1.94,   31.30,  122.21
  160.00,    1.89,   30.85,  124.17
  170.00,    1.87,   31.00,  126.41
  180.00,    1.85,   31.40,  128.07
  190.00,    1.82,   31.55,  128.80
  200.00,    1.80,   31.55,  129.70
  210.00,    1.79,   31.85,  131.11
  220.00,    1.77,   31.80,  132.31
  230.00,    1.76,   31.90,  132.80
  240.00,    1.77,   32.65,  134.45
  250.00,    1.76,   32.80,  135.87
  260.00,    1.75,   32.65,  136.52
  270.00,    1.74,   33.00,  137.42
  280.00,    1.73,   33.15,  137.69
  290.00,    1.73,   33.20,  139.19
  300.00,    1.71,   33.05,  138.81
  310.00,    1.70,   33.05,  139.49
  320.00,    1.69,   33.15,  140.14
  330.00,    1.69,   33.35,  140.86
  340.00,    1.69,   33.75,  141.74
  350.00,    1.69,   34.25,  142.04
  360.00,    1.69,   34.20,  142.91
  370.00,    1.68,   34.55,  142.92
  380.00,    1.69,   34.70,  143.40
  390.00,    1.70,   34.95,  144.24
  400.00,    1.70,   35.05,  144.67
  410.00,    1.68,   34.45,  144.60
  420.00,    1.66,   34.25,  144.33
  430.00,    1.68,   34.95,  145.56
  440.00,    1.67,   35.10,  146.20
  450.00,    1.66,   35.55,  147.34
  460.00,    1.67,   35.35,  148.23
  470.00,    1.65,   34.40,  148.23
  480.00,    1.64,   34.95,  148.23
  490.00,    1.64,   35.45,  148.69
  500.00,    1.63,   34.95,  148.42
  510.00,    1.64,   35.70,  148.72
  520.00,    1.65,   35.95,  149.68
  530.00,    1.63,   35.40,  149.26
  540.00,    1.63,   35.50,  150.09
  550.00,    1.63,   35.20,  150.79
  560.00,    1.64,   35.85,  151.01
  570.00,    1.61,   35.55,  150.19
  580.00,    1.61,   35.75,  151.35
  590.00,    1.61,   36.05,  151.64
  600.00,    1.62,   36.25,  152.38
  610.00,    1.62,   36.25,  153.08
  620.00,    1.64,   37.05,  153.60
  630.00,    1.62,   36.75,  153.88
  640.00,    1.60,   36.30,  153.79
  650.00,    1.59,   36.25,  153.47
  660.00,    1.60,   36.80,  153.68
  670.00,    1.60,   36.65,  153.90
  680.00,    1.60,   36.60,  154.01
  690.00,    1.60,   36.90,  154.67
  700.00,    1.60,   37.40,  155.14
  710.00,    1.60,   37.00,  155.23
  720.00,    1.60,   37.05,  155.73
  730.00,    1.60,   37.40,  156.47
  740.00,    1.60,   37.60,  156.67
  750.00,    1.62,   38.40,  158.24
  760.00,    1.61,   37.90,  157.48
  770.00,    1.59,   37.55,  157.11
  780.00,    1.59,   37.85,  157.90
  790.00,    1.58,   37.50,  157.03
  800.00,    1.57,   37.60,  157.10
  810.00,    1.59,   38.50,  158.47
  820.00,    1.57,   38.05,  158.57
  830.00,    1.57,   37.75,  158.31
  840.00,    1.56,   37.55,  158.17
  850.00,    1.56,   37.70,  158.23
  860.00,    1.56,   37.80,  158.70
  870.00,    1.56,   38.05,  159.52
  880.00,    1.57,   38.70,  159.78
  890.00,    1.57,   38.95,  160.16
  900.00,    1.57,   38.35,  160.99
  910.00,    1.58,   38.95,  161.05
  920.00,    1.58,   39.25,  160.51
  930.00,    1.55,   38.55,  159.31
  940.00,    1.55,   38.45,  160.73
