   Time , Height , T_lower , T_upper
    0.00,    3.81,   27.35,   27.61
   10.00,    3.81,   27.35,   27.62
   20.00,    3.81,   27.35,   27.62
   30.00,    3.81,   27.35,   27.61
   40.00,    3.81,   27.35,   27.65
   50.00,    3.18,   27.35,   30.19
   60.00,    3.35,   27.60,   42.01
   70.00,    3.27,   28.00,   51.46
   80.00,    3.04,   28.55,   58.72
   90.00,    2.78,   29.10,   66.19
  100.00,    2.66,   29.25,   74.97
  110.00,    2.52,   29.30,   80.41
  120.00,    2.38,   29.30,   83.89
  130.00,    2.26,   29.50,   86.79
  140.00,    2.19,   29.70,   91.05
  150.00,    2.13,   30.10,   94.81
  160.00,    2.07,   30.50,   97.25
  170.00,    2.03,   31.00,   99.45
  180.00,    2.00,   31.45,  101.82
  190.00,    1.97,   31.55,  103.99
  200.00,    1.92,   31.20,  105.33
  210.00,    1.88,   30.90,  106.62
  220.00,    1.86,   31.20,  107.52
  230.00,    1.84,   31.30,  109.00
  240.00,    1.84,   31.60,  111.07
  250.00,    1.82,   31.75,  111.73
  260.00,    1.80,   31.60,  112.42
  270.00,    1.79,   31.50,  113.57
  280.00,    1.78,   31.65,  114.94
  290.00,    1.77,   31.80,  115.13
  300.00,    1.78,   32.00,  116.16
  310.00,    1.77,   32.25,  116.93
  320.00,    1.77,   32.50,  118.02
  330.00,    1.76,   32.45,  118.36
  340.00,    1.75,   32.60,  119.31
  350.00,    1.75,   32.70,  120.36
  360.00,    1.74,   33.05,  120.77
  370.00,    1.72,   33.15,  120.70
  380.00,    1.71,   33.00,  121.02
  390.00,    1.69,   32.70,  120.66
  400.00,    1.70,   32.80,  121.76
  410.00,    1.72,   33.30,  123.20
  420.00,    1.72,   33.40,  123.41
  430.00,    1.71,   33.55,  123.21
  440.00,    1.70,   33.60,  123.95
  450.00,    1.69,   33.60,  123.99
  460.00,    1.70,   34.00,  125.46
  470.00,    1.68,   33.45,  124.78
  480.00,    1.69,   33.50,  125.05
  490.00,    1.70,   34.05,  126.17
  500.00,    1.69,   33.75,  126.37
  510.00,    1.68,   33.85,  126.58
  520.00,    1.68,   33.70,  126.93
  530.00,    1.69,   34.10,  127.53
  540.00,    1.69,   34.35,  127.93
  550.00,    1.67,   34.25,  127.97
