Time,Top Grid Avg,Mid Grid Avg,Bot Grid Avg
s,C,C,C
   0.,  99.9, 123.1, 153.9
  10., 428.1, 536.5, 683.0
  20., 472.6, 588.9, 747.7
  30., 503.4, 626.7, 793.1
  40., 526.6, 649.7, 816.4
  50., 538.7, 658.4, 832.1
  60., 544.1, 659.1, 839.8
  70., 548.3, 659.0, 842.1
  80., 555.9, 663.5, 846.5
  90., 559.8, 663.7, 850.0
 100., 562.5, 663.9, 851.8
 110., 567.8, 666.7, 853.6
 120., 570.7, 666.8, 855.4
 130., 573.1, 667.1, 854.5
 140., 575.2, 668.4, 857.8
 150., 582.9, 678.4, 867.2
 160., 586.0, 684.7, 870.8
 170., 591.4, 691.6, 869.3
 180., 595.2, 696.4, 870.4
 190., 595.9, 698.6, 873.0
 200., 591.3, 695.7, 872.8
 210., 591.8, 698.3, 872.3
 220., 595.8, 701.0, 874.3
 230., 593.3, 700.1, 875.9
 240., 588.3, 699.3, 874.9
 250., 588.7, 702.5, 875.8
 260., 590.5, 704.9, 875.7
 270., 592.4, 706.0, 874.4
 280., 597.2, 708.7, 874.5
 290., 599.5, 708.7, 875.9
 300., 603.9, 712.2, 877.2
 310., 608.2, 716.6, 878.1
 320., 613.3, 720.8, 880.1
 330., 614.5, 721.5, 881.5
 340., 610.3, 716.8, 878.0
 350., 614.6, 719.9, 878.5
 360., 620.4, 723.7, 880.1
 370., 618.9, 720.4, 879.6
 380., 619.8, 721.9, 880.6
 390., 620.0, 723.3, 880.9
 400., 616.8, 721.3, 880.3
 410., 619.1, 723.4, 881.3
 420., 616.7, 721.0, 881.9
 430., 614.1, 721.0, 881.9
 440., 615.0, 723.4, 881.1
 450., 617.3, 727.7, 881.9
 460., 620.2, 731.5, 884.4
 470., 618.9, 732.0, 883.8
 480., 615.0, 730.1, 882.6
 490., 615.6, 733.1, 882.8
 500., 616.5, 734.9, 883.5
 510., 614.8, 733.1, 884.5
 520., 618.5, 736.5, 884.7
 530., 618.7, 736.4, 883.1
 540., 620.9, 738.8, 882.9
 550., 619.8, 738.2, 883.5
 560., 613.5, 735.0, 882.5
 570., 612.4, 734.3, 882.6
 580., 615.0, 736.3, 884.5
 590., 618.4, 738.1, 885.6
 600., 620.6, 738.1, 884.8
 610., 625.4, 743.7, 885.2
 620., 624.3, 743.1, 883.9
 630., 625.4, 744.2, 882.9
 640., 621.1, 740.8, 882.2
 650., 616.6, 737.2, 883.4
 660., 614.6, 736.4, 884.0
 670., 615.8, 735.5, 883.6
 680., 620.0, 737.2, 883.9
 690., 622.2, 738.6, 885.2
 700., 622.4, 740.1, 884.8
 710., 622.0, 741.8, 885.5
 720., 623.7, 745.2, 887.6
 730., 619.7, 741.5, 888.5
 740., 620.2, 740.9, 889.6
 750., 618.9, 740.2, 889.4
 760., 620.1, 742.1, 889.1
 770., 623.3, 745.5, 889.3
 780., 626.8, 749.2, 890.3
 790., 628.4, 753.0, 890.9
 800., 630.7, 757.5, 891.5
 810., 635.9, 764.6, 891.6
 820., 635.7, 764.1, 891.5
 830., 633.0, 759.9, 889.7
 840., 632.9, 760.1, 888.9
 850., 637.3, 763.1, 888.4
 860., 637.1, 764.7, 888.3
 870., 637.3, 767.1, 888.6
 880., 639.9, 769.2, 889.4
 890., 639.5, 768.7, 889.2
 900., 638.7, 767.9, 888.4
 910., 639.1, 769.9, 888.8
 920., 640.4, 769.8, 889.2
 930., 636.9, 766.0, 890.1
 940., 639.7, 768.0, 890.1
 950., 642.8, 770.6, 889.7
 960., 641.0, 767.6, 888.0
 970., 639.4, 767.3, 886.9
 980., 640.9, 767.8, 887.6
 990., 643.7, 766.1, 886.2
1000., 644.3, 765.8, 886.4
1010., 645.9, 764.4, 886.9
1020., 646.7, 763.6, 888.2
1030., 648.2, 761.7, 888.3
1040., 648.0, 761.7, 887.8
1050., 649.8, 763.3, 887.1
1060., 651.7, 765.3, 886.7
1070., 654.4, 769.4, 887.0
1080., 657.2, 772.6, 887.7
1090., 658.7, 773.0, 888.4
1100., 660.4, 773.7, 888.5
1110., 662.0, 777.1, 890.6
1120., 661.3, 777.4, 891.6
1130., 661.5, 779.7, 892.4
1140., 662.7, 781.1, 892.3
1150., 662.3, 782.6, 892.4
1160., 659.8, 783.3, 892.2
1170., 662.3, 784.7, 892.2
1180., 661.5, 784.9, 893.8
1190., 658.1, 784.0, 896.6
1200., 657.3, 784.6, 899.7
1210., 655.1, 782.4, 900.3
1220., 652.8, 781.1, 899.8
1230., 647.3, 776.6, 897.2
1240., 649.1, 778.4, 896.6
1250., 651.7, 782.0, 896.7
1260., 652.2, 784.6, 896.1
1270., 646.1, 779.0, 892.6
1280., 647.5, 778.1, 893.1
1290., 644.7, 775.5, 893.3
1300., 642.6, 772.1, 890.5
