"80^3,u2/u2*,resolved part",zf/u*
0.034151547,0.00122807
0.221985059,0.346315789
0.221985059,0.342631579
0.221985059,0.336491228
0.221985059,0.331169591
0.230522946,0.34877193
0.230522946,0.32871345
0.230522946,0.324210526
0.230522946,0.321754386
0.230522946,0.318479532
0.264674493,0.313157895
0.281750267,0.30374269
0.298826041,0.307017544
0.298826041,0.30005848
0.324439701,0.295146199
0.350053362,0.290233918
0.367129136,0.285321637
0.384204909,0.281637427
0.40981857,0.278362573
0.418356457,0.273859649
0.426894344,0.271403509
0.435432231,0.267719298
0.478121665,0.263625731
0.486659552,0.259532164
0.486659552,0.000409357
0.495197439,0.256666667
0.520811099,0.253391813
0.563500534,0.247660819
0.597652081,0.241111111
0.631803629,0.234561404
0.68303095,0.228421053
0.734258271,0.221871345
0.742796158,0.000818713
0.776947705,0.216959064
0.811099253,0.21
0.8452508,0.203859649
0.896478122,0.198947368
0.905016009,0.194444444
0.905016009,0.001637427
0.95624333,0.18748538
0.990394877,0.182163743
1.033084312,0.176432749
1.075773746,0.170292398
1.075773746,0.001637427
1.11846318,0.165380117
1.161152615,0.160877193
1.195304162,0.155555556
1.22945571,0.001637427
1.25506937,0.148187135
1.280683031,0.143274854
1.340448239,0.138362573
1.357524013,0.001637427
1.383137673,0.134269006
1.425827108,0.130584795
1.434364995,0.001637427
1.485592316,0.125672515
1.52828175,0.119532164
1.545357524,0.00245614
1.622198506,0.112982456
1.673425827,0.107660819
1.716115261,0.002046784
1.758804696,0.101520468
1.810032017,0.002865497
1.835645678,0.096608187
1.903948773,0.090877193
1.903948773,0.00245614
1.972251868,0.086783626
2.032017076,0.082280702
2.032017076,0.002865497
2.134471718,0.076959064
2.134471718,0.002865497
2.160085379,0.002865497
2.219850587,0.07122807
2.245464248,0.002865497
2.296691569,0.06754386
2.313767343,0.003684211
2.373532551,0.063040936
2.407684098,0.003274854
2.433297759,0.058947368
2.561366062,0.054035088
2.569903949,0.003684211
2.655282818,0.04994152
2.766275347,0.047076023
2.800426894,0.003684211
2.851654216,0.04380117
2.89434365,0.004502924
2.979722519,0.039707602
2.988260406,0.004502924
3.082177161,0.037251462
3.116328709,0.004093567
3.176093917,0.035614035
3.218783351,0.004912281
3.30416222,0.032748538
3.338313767,0.005321637
3.389541089,0.005730994
3.398078975,0.031520468
3.423692636,0.006140351
3.491995731,0.028245614
3.5773746,0.006140351
3.585912487,0.02619883
3.671291355,0.02497076
3.671291355,0.006959064
3.73959445,0.007368421
3.773745998,0.023333333
3.87620064,0.021695906
3.901814301,0.008187135
3.98719317,0.020467836
4.064034152,0.009005848
4.12379936,0.018830409
4.192102455,0.010233918
4.234791889,0.018830409
4.268943436,0.010643275
4.337246531,0.016783626
4.39701174,0.010643275
4.482390608,0.016783626
4.499466382,0.011052632
4.567769477,0.016374269
4.653148346,0.011871345
4.661686233,0.014736842
4.747065101,0.014327485
4.772678762,0.011871345
4.858057631,0.013099415
